name,brand,ram_gb,storage_gb,battery_mah,screen_inches,camera_rear_mp,camera_front_mp,network,os,processor_type,price,url,source
Smartphone XIAOMI Redmi 15C 4Go 128Go 5G - Vert Menthe,Xiaomi,4.0,128.0,5160.0,6.9,108.0,20.0,5G,Android 15,MediaTek,599.0,https://www.mytek.tn/smartphone-xiaomi-redmi-15c-4go-128go-5g-vert-menthe.html,Mytek
Smartphone XIAOMI Redmi 15C 4Go 128Go 5G - Violet,Xiaomi,4.0,128.0,5160.0,6.9,108.0,20.0,5G,Android 15,MediaTek,599.0,https://www.mytek.tn/smartphone-xiaomi-redmi-15c-4go-128go-5g-violet.html,Mytek
Smartphone XIAOMI Redmi 15C 4Go 128Go 5G -  Noir De Minuit,Xiaomi,4.0,128.0,5160.0,6.9,108.0,20.0,5G,Android 15,MediaTek,599.0,https://www.mytek.tn/smartphone-xiaomi-redmi-15c-4go-128go-5g-noir-de-minuit.html,Mytek
Smartphone HONOR X7D 5G  6Go 128Go - Desert Gold,Honor,6.0,128.0,5000.0,6.77,50.0,5.0,5G,Android 15,Snapdragon,639.0,https://www.mytek.tn/smartphone-honor-x7d-5g-6go-128go-desert-gold.html,Mytek
Smartphone HONOR X7D 5G  6Go 128Go - Meteor Silver,Honor,6.0,128.0,5000.0,6.77,50.0,5.0,5G,Android 15,Snapdragon,639.0,https://www.mytek.tn/smartphone-honor-x7d-5g-6go-128go-meteor-silver.html,Mytek
Smartphone HONOR X7D 5G  6Go 128Go - Velvet Black,Honor,6.0,128.0,5000.0,6.77,50.0,5.0,5G,Android 15,Snapdragon,639.0,https://www.mytek.tn/smartphone-honor-x7d-5g-6go-128go-velvet-black.html,Mytek
Smartphone Xiaomi Redmi Note 14  4G  6Go 128Go -  Lime Green,Xiaomi,6.0,128.0,5000.0,6.67,108.0,32.0,4G,Android 14,Unknown,699.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-6go-128go-lime-vert.html,Mytek
Smartphone Xiaomi Redmi Note 14 4G  6Go 128Go - Midnight Black,Xiaomi,6.0,128.0,5000.0,6.67,108.0,32.0,4G,Android 14,Unknown,699.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-4g-6go-128go-midnight-black.html,Mytek
Smartphone Xiaomi Redmi Note 14 4G 6Go 128Go - Ocean Blue,Xiaomi,6.0,128.0,5000.0,6.67,108.0,32.0,4G,Android 14,Unknown,699.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-4g-6go-128go-ocean-blue.html,Mytek
Smartphone Xiaomi Redmi Note 14 4G 6Go 128Go - Sand Gold,Xiaomi,6.0,128.0,5000.0,6.67,108.0,32.0,4G,Android 14,Unknown,669.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-4g-6go-128go-sand-gold.html,Mytek
Smartphone SAMSUNG GALAXY A16 4G 16Go 256Go - Noir,Samsung,16.0,256.0,5000.0,6.7,50.0,12.0,4G,Android 15,Octa Core,799.0,https://www.mytek.tn/smartphone-samsung-galaxy-a16-8go-256go-noir.html,Mytek
Smartphone SAMSUNG GALAXY A16 16Go 256Go - Gris,Samsung,16.0,256.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,699.0,https://www.mytek.tn/smartphone-samsung-galaxy-a16-16go-256go-gris.html,Mytek
Smartphone XIAOMI Redmi 15 8Go 256Go - Violet Sableux,Xiaomi,8.0,256.0,5000.0,6.9,108.0,20.0,4G,Android 15,Octa Core,669.0,https://www.mytek.tn/smartphone-xiaomi-redmi-15-8go-256go-violet-sableux.html,Mytek
Smartphone XIAOMI Redmi 15 8Go 256Go - Noir De Minuit,Xiaomi,8.0,256.0,5000.0,6.9,108.0,20.0,4G,Android 15,Octa Core,669.0,https://www.mytek.tn/smartphone-xiaomi-redmi-15-8go-256go-noir-de-minuit.html,Mytek
Smartphone XIAOMI Redmi 15 8Go 256Go - Gris Titane,Xiaomi,8.0,256.0,5000.0,6.9,108.0,20.0,4G,Android 15,Octa Core,669.0,https://www.mytek.tn/smartphone-xiaomi-redmi-15-8go-256go-gris-titane.html,Mytek
Smartphone VIVO V40 Lite 8Go 256Go - Vert,Vivo,8.0,256.0,5500.0,6.67,50.0,5.0,4G,Android 14,Octa Core,999.0,https://www.mytek.tn/smartphone-vivo-v40-lite-8go-256go-vert.html,Mytek
Smartphone VIVO V40 Lite 8Go 256Go - Silver Titane,Vivo,8.0,256.0,5500.0,6.67,50.0,5.0,4G,Android 14,Octa Core,999.0,https://www.mytek.tn/smartphone-vivo-v40-lite-8go-256go-silver-titane.html,Mytek
Smartphone Xiaomi Redmi 13C 5G 8Go 256Go - Starry Silver,Xiaomi,8.0,256.0,5030.0,6.74,50.0,5.0,5G,Android 13,MediaTek,799.0,https://www.mytek.tn/smartphone-xiaomi-redmi-13c-5g-8go-256go-starry-silver.html,Mytek
Smartphone Xiaomi Redmi 13C 5G 8Go 256Go - Starry Noir,Xiaomi,8.0,256.0,5030.0,6.74,50.0,5.0,5G,Android 13,MediaTek,799.0,https://www.mytek.tn/smartphone-xiaomi-redmi-13c-5g-8go-256go-starry-noir.html,Mytek
Smartphone OPPO A5 4G 6Go 128Go - Blanc brumeux,OPPO,6.0,128.0,5000.0,6.67,50.0,32.0,4G,Android 13,Snapdragon,699.0,https://www.mytek.tn/smartphone-oppo-a5-4g-6go-128go-blanc-brumeux.html,Mytek
Smartphone OPPO A5 4G 6Go 128Go - Vert aurore,OPPO,6.0,128.0,5000.0,6.67,50.0,32.0,4G,Android 13,Snapdragon,699.0,https://www.mytek.tn/smartphone-oppo-a5-4g-6go-128go-vert-aurore.html,Mytek
Smartphone SAMSUNG GALAXY A17 4G 6Go 128Go - Noir,Samsung,6.0,128.0,5000.0,6.7,50.0,12.0,4G,Android 15,Octa Core,699.0,https://www.mytek.tn/smartphone-samsung-galaxy-a17-4g-6go-128go-noir.html,Mytek
Smartphone SAMSUNG GALAXY A17 4G 6Go 128Go - Gris,Samsung,6.0,128.0,5000.0,6.7,50.0,12.0,4G,Android 15,Octa Core,699.0,https://www.mytek.tn/smartphone-samsung-galaxy-a17-4g-6go-128go-gris.html,Mytek
Smartphone SAMSUNG GALAXY A17 4G 6Go 128Go - Bleu Clair,Samsung,6.0,128.0,5000.0,6.7,50.0,12.0,4G,Android 15,Octa Core,699.0,https://www.mytek.tn/smartphone-samsung-galaxy-a17-4g-6go-128go-bleu-clair.html,Mytek
Smartphone SAMSUNG GALAXY A06 5G 12Go 128Go - Vert Clair,Samsung,6.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,699.0,https://www.mytek.tn/smartphone-samsung-galaxy-a06-5g-6go-128go-vert-clair.html,Mytek
Smartphone XIAOMI Redmi 15C 8Go 256Go 5G - Vert Menthe,Xiaomi,8.0,256.0,5160.0,6.9,108.0,20.0,5G,Android 14,MediaTek,719.0,https://www.mytek.tn/smartphone-xiaomi-redmi-15c-8go-256go-5g-vert-menthe.html,Mytek
Smartphone XIAOMI Redmi 15C 8Go 256Go 5G - Noir De Minuit,Xiaomi,8.0,256.0,5160.0,6.9,108.0,20.0,5G,Android 14,MediaTek,719.0,https://www.mytek.tn/smartphone-xiaomi-redmi-15c-8go-256go-5g-noir-de-minuit.html,Mytek
Smartphone XIAOMI Redmi 15C 8Go 256Go 5G - Violet,Xiaomi,8.0,256.0,5160.0,6.9,108.0,20.0,5G,Android 14,MediaTek,719.0,https://www.mytek.tn/smartphone-xiaomi-redmi-15c-8go-256go-5g-violet.html,Mytek
Smartphone Xiaomi Redmi Note 14 4G  8Go 128Go - Lime Green,Xiaomi,8.0,128.0,5000.0,6.67,108.0,32.0,4G,Android 14,Unknown,789.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-8go-128go-lime-vert.html,Mytek
Smartphone Xiaomi Redmi Note 14 4G 8Go 128Go - Midnight Black,Xiaomi,8.0,128.0,5000.0,6.67,108.0,32.0,4G,Android 14,Unknown,789.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-4g-8go-128go-midnight-black.html,Mytek
Smartphone XIAOMI Redmi Note 13 Pro 12Go 512Go - Noir,Xiaomi,12.0,512.0,5000.0,6.67,200.0,16.0,4G,Android 13,Octa Core,,https://www.mytek.tn/smartphone-xiaomi-redmi-note-13-pro-12go-512go-noir.html,Mytek
Smartphone Xiaomi Redmi Note 14 4G  8Go 256Go - Midnight Black,Xiaomi,8.0,256.0,5000.0,6.67,108.0,32.0,4G,Android 14,Unknown,999.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-8go-256go-noir-de-minuit.html,Mytek
Smartphone Xiaomi Redmi Note 14 4G 8Go 256Go - ocean blue,Xiaomi,8.0,256.0,5000.0,6.67,108.0,32.0,4G,Android 14,Unknown,999.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-8go-256go-ocean-blue.html,Mytek
Smartphone Xiaomi Redmi Note 14  4G  8Go 256Go - Lime Green,Xiaomi,8.0,256.0,5000.0,6.67,108.0,32.0,4G,Android 14,Unknown,999.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-8go-256go-lime-vert.html,Mytek
Smartphone INFINIX Note 50s 5G 8Go 256Go - Red Burgundy,Infinix,8.0,256.0,5000.0,6.78,108.0,32.0,5G,Android 15,Octa Core,899.0,https://www.mytek.tn/smartphone-infinix-note-50s-5g-8go-256go-red-burgundy.html,Mytek
Smartphone INFINIX Note 50s 5G 8Go 256Go - Adrift,Infinix,8.0,256.0,5000.0,6.78,108.0,32.0,5G,Android 15,Octa Core,899.0,https://www.mytek.tn/smartphone-infinix-note-50s-5g-8go-256go-adrift.html,Mytek
Smartphone INFINIX Note 50s 5G 8Go 256Go - Titanium Grey,Infinix,8.0,256.0,5000.0,6.78,108.0,32.0,5G,Android 15,Octa Core,899.0,https://www.mytek.tn/smartphone-infinix-note-50s-5g-8go-256go-titanium-grey.html,Mytek
Smartphone Xiaomi Redmi Note 14 4G 8Go 256Go - Sand Gold,Xiaomi,8.0,256.0,5000.0,6.67,108.0,32.0,4G,Android 14,Unknown,999.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-4g-8go-256go-sand-gold.html,Mytek
Smartphone Xiaomi Redmi Note 14 4G 8Go 256Go - Mist Purple,Xiaomi,8.0,256.0,5000.0,6.67,108.0,32.0,4G,Android 14,Unknown,999.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-4g-8go-256go-mist-purple.html,Mytek
Smartphone Xiaomi Redmi Note 14 4G 8Go 128Go - Océan blue,Xiaomi,8.0,128.0,5000.0,6.67,108.0,32.0,4G,Android 14,Unknown,789.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-8go-128go-ocean-blue.html,Mytek
Smartphone INFINIX Hot 60 Pro Plus 4G 8+8Go 256Go - Sleek Black,Infinix,8.0,256.0,5000.0,6.78,108.0,32.0,4G,Android 15,Octa Core,799.0,https://www.mytek.tn/smartphone-infinix-hot-60-pro-plus-4g-8-8go-256go-sleek-black.html,Mytek
Smartphone INFINIX Hot 60 Pro Plus 4G 8+8Go 256Go - Titanium Silver,Infinix,8.0,256.0,5000.0,6.78,108.0,32.0,4G,Android 15,Octa Core,799.0,https://www.mytek.tn/smartphone-infinix-hot-60-pro-plus-4g-8-8go-256go-titanium-silver.html,Mytek
Smartphone INFINIX Hot 60 Pro Plus 4G 8+8Go 256Go - Misty Violet,Infinix,8.0,256.0,5000.0,6.78,108.0,32.0,4G,Android 15,Octa Core,799.0,https://www.mytek.tn/smartphone-infinix-hot-60-pro-plus-4g-8-8go-256go-misty-violet.html,Mytek
Smartphone INFINIX Hot 60 Pro Plus 4G 8+8Go 256Go - Coral Tides,Infinix,8.0,256.0,5000.0,6.78,108.0,32.0,4G,Android 15,Octa Core,799.0,https://www.mytek.tn/smartphone-infinix-hot-60-pro-plus-4g-8-8go-256go-coral-tides.html,Mytek
Smartphone INFINIX Hot 60 Pro Plus 4G 8+8Go 256Go - Sonic Yellow,Infinix,8.0,256.0,5000.0,6.78,108.0,32.0,4G,Android 15,Octa Core,799.0,https://www.mytek.tn/smartphone-infinix-hot-60-pro-plus-4g-8-8go-256go-sonic-yellow.html,Mytek
Smartphone SAMSUNG GALAXY A17 5G 6Go 128Go - Gris,Samsung,6.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,799.0,https://www.mytek.tn/smartphone-samsung-galaxy-a17-5g-6go-128go-gris.html,Mytek
Smartphone SAMSUNG GALAXY A17 5G 6Go 128Go - Bleu,Samsung,6.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,799.0,https://www.mytek.tn/smartphone-samsung-galaxy-a17-5g-6go-128go-bleu.html,Mytek
Smartphone SAMSUNG GALAXY A17 5G 6Go 128Go - Noir,Samsung,6.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,799.0,https://www.mytek.tn/smartphone-samsung-galaxy-a17-5g-6go-128go-noir.html,Mytek
Smartphone HONOR X7D 5G  8Go 256Go - Desert Gold,Honor,8.0,256.0,5000.0,6.77,50.0,5.0,5G,Android 15,Snapdragon,799.0,https://www.mytek.tn/smartphone-honor-x7d-5g-8go-256go-desert-gold.html,Mytek
Smartphone HONOR X7D 5G  8Go 256Go - Meteor Silver,Honor,8.0,256.0,5000.0,6.77,50.0,5.0,5G,Android 15,Snapdragon,799.0,https://www.mytek.tn/smartphone-honor-x7d-5g-8go-256go-meteor-silver.html,Mytek
Smartphone HONOR X7D 5G  8Go 256Go - Velvet Black,Honor,8.0,256.0,5000.0,6.77,50.0,5.0,5G,Android 15,Snapdragon,799.0,https://www.mytek.tn/smartphone-honor-x7d-5g-8go-256go-velvet-black.html,Mytek
Smartphone Xiaomi Redmi Note 14  5G  6Go 128Go - Coral Green,Xiaomi,6.0,128.0,5000.0,6.67,108.0,32.0,5G,Android 14,Unknown,919.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-6go-128go-vert-corail.html,Mytek
Smartphone Xiaomi Redmi Note 14 5G 6Go 128Go - Lavender Purple,Xiaomi,6.0,128.0,5000.0,6.67,108.0,32.0,5G,Android 14,Unknown,919.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-5g-6go-128go-lavender-violet.html,Mytek
Smartphone Xiaomi Redmi Note 14  5G  6Go 128Go - Midnight Black,Xiaomi,6.0,128.0,5000.0,6.67,50.0,32.0,5G,Android 14,MediaTek,919.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-5g-6go-128go-noir-de-minuit.html,Mytek
Smartphone OPPO A76 6Go 128Go - Bleu,OPPO,6.0,128.0,5000.0,6.56,50.0,32.0,4G,Android 11,Octa Core,979.0,https://www.mytek.tn/smartphone-oppo-a76-6go-128go-bleu.html,Mytek
Smartphone OPPO A5 4G 8Go 256Go - Vert aurore,OPPO,8.0,256.0,5000.0,6.67,50.0,32.0,4G,Android 13,Snapdragon,899.0,https://www.mytek.tn/smartphone-oppo-a5-4g-8go-256go-vert-aurore.html,Mytek
Smartphone OPPO A5 4G 8Go 256Go - Blanc brumeux,OPPO,8.0,256.0,5000.0,6.67,50.0,32.0,4G,Android 13,Snapdragon,899.0,https://www.mytek.tn/smartphone-oppo-a5-4g-8go-256go-blanc-brumeux.html,Mytek
Smartphone OPPO A5 5G 6Go 128Go - Vert,OPPO,6.0,128.0,5000.0,6.67,50.0,32.0,5G,Android 13,Octa Core,899.0,https://www.mytek.tn/smartphone-oppo-a5-5g-6go-128go-vert.html,Mytek
Smartphone OPPO A5 5G 6Go 128Go - Blanc,OPPO,6.0,128.0,5000.0,6.67,50.0,32.0,5G,Android 13,MediaTek,899.0,https://www.mytek.tn/smartphone-oppo-a5-5g-6go-128go-blanc.html,Mytek
Smartphone XIAOMI Redmi Note 14S  8Go 256Go -  Midnight Black,Xiaomi,8.0,256.0,5000.0,6.67,200.0,16.0,5G,Android 13,Octa Core,999.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14s-8go-256go-midnight-black.html,Mytek
Smartphone XIAOMI Redmi Note 14S  8Go 256Go - AURORA PURPLE,Xiaomi,8.0,256.0,5000.0,6.67,200.0,16.0,5G,Android 13,Octa Core,999.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14s-8go-256go-aurora-purple.html,Mytek
Smartphone Xiaomi Redmi Note 14  5G 8Go 256Go - Coral Green,Xiaomi,8.0,256.0,5000.0,6.73,108.0,32.0,5G,Android 14,Unknown,,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-8go-256go-vert-corail.html,Mytek
Smartphone Xiaomi Redmi Note 14  5G  8Go 256Go -  Midnight Black,Xiaomi,8.0,256.0,5000.0,6.67,108.0,32.0,5G,Android 14,Unknown,,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-5g-8go-256go-noir-de-minuit.html,Mytek
Smartphone Xiaomi Redmi Note 14  5G  8Go 256Go - Lavender Purple,Xiaomi,8.0,256.0,5000.0,6.67,108.0,32.0,5G,Android 14,Unknown,,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-5g-8go-256go-lavender-violet.html,Mytek
Smartphone Honor 400 Lite 5G 8Go 256Go - Noir,Honor,8.0,256.0,5000.0,6.7,100.0,16.0,5G,Android 15,MediaTek,959.0,https://www.mytek.tn/smartphone-honor-400-lite-5g-8go-256go-noir.html,Mytek
Smartphone SAMSUNG GALAXY A16 5G 16Go 256Go - Noir,Samsung,16.0,256.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,,https://www.mytek.tn/smartphone-samsung-galaxy-a16-5g-8go-256go-noir.html,Mytek
Smartphone Honor 400 Lite 5G 8Go 256Go - Vert,Honor,8.0,256.0,5000.0,6.7,100.0,16.0,5G,Android 15,MediaTek,979.0,https://www.mytek.tn/smartphone-honor-400-lite-5g-8go-256go-vert.html,Mytek
Smartphone Honor 400 Lite 5G 8Go 256Go - Gris,Honor,8.0,256.0,5000.0,6.7,100.0,16.0,5G,Android 15,MediaTek,979.0,https://www.mytek.tn/smartphone-honor-400-lite-5g-8go-256go-gris.html,Mytek
Smartphone SAMSUNG GALAXY A17 5G 8Go 256Go - Noir,Samsung,8.0,256.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,999.0,https://www.mytek.tn/smartphone-samsung-galaxy-a17-5g-8go-256go-noir.html,Mytek
Smartphone SAMSUNG GALAXY A17 5G 8Go 256Go - Bleu,Samsung,8.0,256.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,999.0,https://www.mytek.tn/smartphone-samsung-galaxy-a17-5g-8go-256go-bleu.html,Mytek
Smartphone OPPO A6 PRO 4G 8Go 256Go - Bleu,OPPO,8.0,256.0,5000.0,6.57,50.0,32.0,4G,Android 13,Octa Core,999.0,https://www.mytek.tn/smartphone-oppo-a6-pro-4g-8go-256go-bleu.html,Mytek
Smartphone OPPO A6 PRO 4G 8Go 256Go - Rouge,OPPO,8.0,256.0,5000.0,6.57,50.0,32.0,4G,Android 13,Octa Core,999.0,https://www.mytek.tn/smartphone-oppo-a6-pro-4g-8go-256go-rouge.html,Mytek
Smartphone INFINIX Note 40 Pro+ 5G 24Go 256Go Edition Racing - Gris,Infinix,24.0,256.0,5000.0,6.78,108.0,32.0,5G,Android 14,Octa Core,,https://www.mytek.tn/smartphone-infinix-note-40-pro-5g-24go-256go-edition-racing-gris.html,Mytek
Smartphone INFINIX Note 40 Pro+ 5G 24Go 256Go - Obsidian Black,Infinix,24.0,256.0,5000.0,6.78,108.0,32.0,5G,Android 14,Octa Core,,https://www.mytek.tn/smartphone-infinix-note-40-pro-5g-24go-256go-obsidian-black.html,Mytek
Smartphone INFINIX Note 40 Pro+ 5G 24Go 256Go - Vintage Green,Infinix,24.0,256.0,5000.0,6.78,108.0,32.0,5G,Android 14,Octa Core,,https://www.mytek.tn/smartphone-infinix-note-40-pro-5g-24go-256go-vintage-green.html,Mytek
Smartphone SAMSUNG Galaxy A26 5G 12Go 128Go - Noir,Samsung,12.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,,https://www.mytek.tn/smartphone-samsung-galaxy-a26-5g-6go-128go-noir.html,Mytek
Smartphone SAMSUNG Galaxy A26 5G 12Go 128Go - Rose,Samsung,12.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,,https://www.mytek.tn/smartphone-samsung-galaxy-a26-5g-6go-128go-rose.html,Mytek
Smartphone Xiaomi Redmi Note 14 Pro 4G  8Go 256Go -  Midnight Black,Xiaomi,8.0,256.0,5000.0,6.67,200.0,32.0,4G,Android 14,Unknown,,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-8go-256go-midnight-black.html,Mytek
Smartphone Xiaomi Redmi Note 14 Pro 4G 8Go 256Go - Océan blue,Xiaomi,8.0,256.0,5000.0,6.67,200.0,32.0,4G,Android 14,Unknown,,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-8go-256go-ocean-blue.html,Mytek
Smartphone Xiaomi Redmi Note 14 Pro 4G 8Go 256Go - Aurora Purple,Xiaomi,8.0,256.0,5000.0,6.67,200.0,32.0,4G,Android 14,Unknown,,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-8go-256go-aurora-purple.html,Mytek
Smartphone Xiaomi Redmi Note 14 Pro 4G 8Go 256Go - Vert,Xiaomi,8.0,256.0,5000.0,6.67,200.0,32.0,4G,Android 14,Unknown,,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-8go-256go-vert.html,Mytek
Smartphone SAMSUNG GALAXY A35 5G 8Go 128Go - Lilas,Samsung,8.0,128.0,5000.0,6.6,50.0,13.0,5G,Android 14,Octa Core,,https://www.mytek.tn/smartphone-samsung-galaxy-a35-5g-8go-128go-lilas.html,Mytek
Smartphone OPPO A6 PRO 5G 8Go 256Go - Bleu,OPPO,8.0,256.0,5000.0,6.57,50.0,32.0,5G,Android 13,Octa Core,,https://www.mytek.tn/smartphone-oppo-a6-pro-5g-8go-256go-bleu.html,Mytek
Smartphone HONOR  X9c  5G  12Go 256Go - Violet Titane,Honor,12.0,256.0,5000.0,6.78,50.0,5.0,5G,Android 14,Octa Core,,https://www.mytek.tn/smartphone-honors-x9c-5g-12go-256go-violet-titane.html,Mytek
Smartphone HONOR  X9c  5G  12Go 256Go - Orange,Honor,12.0,256.0,5000.0,6.78,50.0,5.0,5G,Android 14,Octa Core,,https://www.mytek.tn/smartphone-honors-x9c-5g-12go-256go-orange.html,Mytek
Smartphone OPPO A6 PRO 5G 8Go 256Go - Rouge,OPPO,8.0,256.0,5000.0,6.57,50.0,32.0,5G,Android 13,Octa Core,,https://www.mytek.tn/smartphone-oppo-a6-pro-5g-8go-256go-rouge.html,Mytek
Smartphone HONOR X9b 5G 12Go 256Go - Orange,Honor,12.0,256.0,5000.0,6.78,108.0,16.0,5G,Android 13,Octa Core,,https://www.mytek.tn/smartphone-honor-x9b-5g-12go-256go-orange.html,Mytek
Smartphone HONOR  X9c 5G 12Go 256Go -  Noir Titane,Honor,12.0,256.0,5000.0,6.78,50.0,5.0,5G,Android 14,Octa Core,,https://www.mytek.tn/smartphone-honor-x9c-5g-12go-256go-noir-titane.html,Mytek
Smartphone HONOR  X9c 256Go 12Go 5G  - Cyan,Honor,256.0,12.0,5000.0,6.78,50.0,5.0,5G,Android 14,Octa Core,,https://www.mytek.tn/smartphone-honor-x9c-256go-12go-5g-cyan.html,Mytek
Smartphone Xiaomi Redmi Note 14 Pro 5G 8Go 256Go - Midnight Black,Xiaomi,8.0,256.0,5000.0,6.67,50.0,32.0,5G,Android 14,MediaTek,,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-5g-8go-256go-midnight-black.html,Mytek
Smartphone SAMSUNG Galaxy A26 5G 16Go 256Go - Blanc,Samsung,16.0,256.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,,https://www.mytek.tn/smartphone-samsung-galaxy-a26-5g-8go-256go-blanc.html,Mytek
Smartphone SAMSUNG Galaxy A26 5G 16Go 256Go - Noir,Samsung,16.0,256.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,,https://www.mytek.tn/smartphone-samsung-galaxy-a26-5g-8go-256go-noir.html,Mytek
Smartphone Xiaomi Redmi Note 14 Pro 4G 12Go 512Go - Midnight Black,Xiaomi,12.0,512.0,5000.0,6.67,200.0,32.0,4G,Android 14,Unknown,,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-12go-512go-midnight-black.html,Mytek
Smartphone Xiaomi Redmi Note 14 Pro 4G 12Go 512Go - Ocean blue,Xiaomi,12.0,512.0,5000.0,6.67,200.0,32.0,4G,Android 14,Unknown,,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-12go-512go-ocean-blue.html,Mytek
Smartphone Xiaomi Redmi Note 14 Pro 4G 12Go 512Go - Aurora Purple,Xiaomi,12.0,512.0,5000.0,6.67,200.0,32.0,4G,Android 14,Unknown,,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-12go-512go-aurora-purple.html,Mytek
Smartphone Xiaomi Redmi Note 14 Pro 4G 12Go 512Go - Vert,Xiaomi,12.0,512.0,5000.0,6.67,200.0,32.0,4G,Android 14,Unknown,,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-12go-512go-vert.html,Mytek
Smartphone Xiaomi Redmi Note 14 Pro 4G 12Go 512Go - Gold,Xiaomi,12.0,512.0,5000.0,6.67,200.0,32.0,4G,Android 14,Unknown,,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-12go-512go-gold.html,Mytek
Smartphone HONOR X9D 5G 12Go 256Go - Marron Rougeâtre,Honor,12.0,256.0,5000.0,6.79,50.0,5.0,5G,Android 15,Octa Core,,https://www.mytek.tn/smartphone-honor-x9d-5g-12go-256go-marron-rougeatre.html,Mytek
Smartphone HONOR X9D 5G 12Go 256Go - Noir De Minuit,Honor,12.0,256.0,5000.0,6.79,50.0,5.0,5G,Android 15,Octa Core,,https://www.mytek.tn/smartphone-honor-x9d-5g-12go-256go-noir-de-minuit.html,Mytek
Smartphone HONOR X9D 5G 12Go 256Go - Gold,Honor,12.0,256.0,5000.0,6.79,50.0,5.0,5G,Android 15,Octa Core,,https://www.mytek.tn/smartphone-honor-x9d-5g-12go-256go-gold.html,Mytek
Smartphone SAMSUNG Galaxy A36 5G 16Go 128Go - Noir,Samsung,16.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,,https://www.mytek.tn/smartphone-samsung-galaxy-a36-5g-8go-128go-noir.html,Mytek
Smartphone SAMSUNG Galaxy A36 5G 16Go 128Go - blanc,Samsung,16.0,128.0,5000.0,6.7,5.0,12.0,5G,Android 15,Octa Core,,https://www.mytek.tn/smartphone-samsung-galaxy-a36-5g-8go-128go-blanc.html,Mytek
Smartphone HONOR 400 5G 12 Go 512 Go - MIDNIGHT BLACK,Honor,12.0,512.0,5000.0,6.55,50.0,5.0,5G,Android 15,Octa Core,,https://www.mytek.tn/smartphone-honor-400-12-512-gb-midnight-black.html,Mytek
Smartphone HONOR 400 RAM 12 STOCKAGE 512 GB - DESERT GOLD,Honor,12.0,512.0,5000.0,6.55,50.0,5.0,5G,Android 15,Octa Core,,https://www.mytek.tn/smartphone-honor-400-ram-12-stockage-512-gb-desert-gold.html,Mytek
Smartphone SAMSUNG Galaxy A36 5G 16Go 256Go - Noir,Samsung,16.0,256.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,,https://www.mytek.tn/smartphone-samsung-galaxy-a36-5g-8go-256go-noir.html,Mytek
