name,brand,ram_gb,storage_gb,battery_mah,screen_inches,camera_rear_mp,camera_front_mp,network,os,processor_type,price,url,source
Smartphone Honor X9c 5G 24Go 256Go / VIOLET + Ecouteurs Bluetooth Honor X7 Lite Offerts,Honor,24.0,256.0,6600.0,6.7,108.0,16.0,5G,Android 14,Octa Core,1199.0,https://www.tunisianet.com.tn/smartphone-tunisie/82731-smartphone-honor-x9c-5g-24go-256go-violet-ecouteurs-bluetooth-honor-x7-lite-offerts.html,Tunisianet
Smartphone Honor X9c 5G 24Go 256Go / ORANGE + Ecouteurs Bluetooth Honor X7 Lite Offerts,Honor,24.0,256.0,6600.0,6.7,108.0,16.0,5G,Android 14,Octa Core,1199.0,https://www.tunisianet.com.tn/smartphone-tunisie/82726-smartphone-honor-x9c-5g-24go-256go-orange-ecouteurs-bluetooth-honor-x7-lite-offerts.html,Tunisianet
Smartphone Honor X9c 5G 24Go 256Go / CYAN + Ecouteurs Bluetooth Honor X7 Lite Offerts,Honor,24.0,256.0,6600.0,6.7,108.0,16.0,5G,Android 14,Octa Core,1199.0,https://www.tunisianet.com.tn/smartphone-tunisie/82733-smartphone-honor-x9c-5g-24go-256go-cyan-ecouteurs-bluetooth-honor-x7-lite-offerts.html,Tunisianet
Smartphone XIAOMI Redmi Note 14 Pro / 5G / 8 Go / 256 Go / Vert,Xiaomi,8.0,256.0,5110.0,6.73,50.0,20.0,5G,Android 14,MediaTek,1259.0,https://www.tunisianet.com.tn/smartphone-tunisie/90646-smartphone-xiaomi-redmi-note-14-pro-5g-8-go-256-go-noir.html,Tunisianet
Smartphone XIAOMI Redmi Note 14 Pro / 5G / 8 Go / 256 Go / Noir,Xiaomi,8.0,256.0,5110.0,6.73,50.0,20.0,5G,Android 14,MediaTek,1259.0,https://www.tunisianet.com.tn/smartphone-tunisie/88208-smartphone-xiaomi-redmi-note-14-pro-5g-8-go-256-go-noir.html,Tunisianet
Smartphone Samsung Galaxy A26 5G 16/256 Go / Noir,Samsung,16.0,256.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1269.0,https://www.tunisianet.com.tn/smartphone-tunisie/84265-smartphone-samsung-galaxy-a26-5g-16256-go-noir-chargeur-samsung-45w-offert.html,Tunisianet
Smartphone Samsung Galaxy A26 5G 16/256 Go / Blanc,Samsung,16.0,256.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1269.0,https://www.tunisianet.com.tn/smartphone-tunisie/84278-smartphone-samsung-galaxy-a26-5g-16256-go-blanc.html,Tunisianet
Smartphone Samsung Galaxy A26 5G 16/256 Go / Pink,Samsung,16.0,256.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1269.0,https://www.tunisianet.com.tn/smartphone-tunisie/84377-smartphone-samsung-galaxy-a26-5g-16256-go-pink.html,Tunisianet
Smartphone Honor X9D 5G | 12 Go / 256 Go | Noir,Honor,12.0,256.0,8300.0,6.7,108.0,16.0,5G,Android 15,Snapdragon,1299.0,https://www.tunisianet.com.tn/smartphone-tunisie/91259-smartphone-honor-x9d-5g-12-go-256-go-noir.html,Tunisianet
Smartphone Honor X9D 5G | 12 Go / 256 Go | Gold,Honor,12.0,256.0,8300.0,6.7,108.0,16.0,5G,Android 15,Snapdragon,1299.0,https://www.tunisianet.com.tn/smartphone-tunisie/91268-smartphone-honor-x9d-5g-12-go-256-go-gold.html,Tunisianet
Smartphone Honor X9D 5G | 12 Go / 256 Go | Brown,Honor,12.0,256.0,8300.0,6.7,108.0,16.0,5G,Android 15,Snapdragon,1299.0,https://www.tunisianet.com.tn/smartphone-tunisie/91267-smartphone-honor-x9d-5g-12-go-256-go-brown.html,Tunisianet
Smartphone Samsung Galaxy A36 5G 16/128 Go / Noir,Samsung,16.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1359.0,https://www.tunisianet.com.tn/smartphone-tunisie/84279-smartphone-samsung-galaxy-a36-5g-16128-go-noir.html,Tunisianet
Smartphone Samsung Galaxy A36 5G 16/128 Go / Blanc,Samsung,16.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1359.0,https://www.tunisianet.com.tn/smartphone-tunisie/84287-smartphone-samsung-galaxy-a36-5g-16128-go-blanc.html,Tunisianet
Smartphone Samsung Galaxy A36 5G 16/128 Go / Light VIOLET,Samsung,16.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1359.0,https://www.tunisianet.com.tn/smartphone-tunisie/84288-smartphone-samsung-galaxy-a36-5g-16128-go-light-violet.html,Tunisianet
SMARTPHONE HONOR 400 5G 24Go 512Go Midnight Black,Honor,24.0,512.0,6000.0,6.7,200.0,5.0,5G,Android 15,Octa Core,1499.0,https://www.tunisianet.com.tn/smartphone-tunisie/88158-smartphone-honor-400-5g-24go-512go-midnight-black.html,Tunisianet
SMARTPHONE HONOR 400 5G 24 Go 512Go / DESERT GOLD,Honor,24.0,512.0,6000.0,6.7,200.0,5.0,5G,Android 15,Octa Core,1499.0,https://www.tunisianet.com.tn/smartphone-tunisie/88157-smartphone-honor-400-5g-24-go-512go-desert-gold.html,Tunisianet
Smartphone Samsung Galaxy A36 5G 16/256 Go / Blanc,Samsung,16.0,256.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1549.0,https://www.tunisianet.com.tn/smartphone-tunisie/84557-smartphone-samsung-galaxy-a36-5g-16256-go-blanc-chargeur-samsung-45w-offert.html,Tunisianet
Smartphone Samsung Galaxy A36 5G 16/256 Go / Noir,Samsung,16.0,256.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1549.0,https://www.tunisianet.com.tn/smartphone-tunisie/84289-smartphone-samsung-galaxy-a36-5g-16256-go-noir-chargeur-samsung-45w-offert.html,Tunisianet
Smartphone Samsung Galaxy A36 5G 16/256 Go / Yellow,Samsung,16.0,256.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1549.0,https://www.tunisianet.com.tn/smartphone-tunisie/84556-smartphone-samsung-galaxy-a36-5g-16256-go-yellow-chargeur-samsung-45w-offert.html,Tunisianet
Smartphone Samsung Galaxy A36 5G / 16 Go / 256 Go / LIGHT VIOLET,Samsung,16.0,256.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1549.0,https://www.tunisianet.com.tn/smartphone-tunisie/84299-smartphone-samsung-galaxy-a36-5g-16-go-256-go-light-violet-chargeur-samsung-45w-offert.html,Tunisianet
SMARTPHONE VIVO V50 24GO /256G / 5G / BLACK,Vivo,24.0,256.0,6000.0,6.78,50.0,50.0,5G,Android 15,Snapdragon,1599.0,https://www.tunisianet.com.tn/smartphone-tunisie/88412-smartphone-vivo-v50-24go-256g-5g-black.html,Tunisianet
SMARTPHONE VIVO V50 24GO /256G / 5G / BLEU,Vivo,24.0,256.0,6000.0,6.78,50.0,50.0,5G,Android 15,Snapdragon,1599.0,https://www.tunisianet.com.tn/smartphone-tunisie/88413-smartphone-vivo-v50-24go-256g-5g-black.html,Tunisianet
Smartphone XIAOMI Redmi Note 13 PRO + 5G/ 12GO /512GO / WHITE + Ecouteurs Bluetooth Redmi buds 6 play Offerts,Xiaomi,12.0,512.0,5100.0,6.67,200.0,16.0,5G,Android 13,MediaTek,1649.0,https://www.tunisianet.com.tn/telephonie-tablette/72524-smartphone-xiaomi-redmi-note-13-pro-5g-12go-512go-white.html,Tunisianet
Smartphone XIAOMI Redmi Note 13 PRO+ 5G/ 12GO /512GO / Violet + Ecouteurs Bluetooth Redmi buds 6 play Offerts,Xiaomi,12.0,512.0,5100.0,6.67,200.0,16.0,5G,Android 13,MediaTek,1649.0,https://www.tunisianet.com.tn/telephonie-tablette/72519-smartphone-xiaomi-redmi-note-13-pro-5g-12go-512go-violet.html,Tunisianet
Smartphone Honor 90 5G / 24 Go / 512 Go / Noir,Honor,24.0,512.0,5000.0,6.7,50.0,50.0,5G,Android 13,Octa Core,1699.0,https://www.tunisianet.com.tn/smartphone-tunisie/74006-smartphone-honor-90-5g-24-go-512-go-noir.html,Tunisianet
Smartphone Samsung Galaxy A56 5G 16/128 Go / Noir,Samsung,16.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1699.0,https://www.tunisianet.com.tn/smartphone-tunisie/84301-smartphone-samsung-galaxy-a56-5g-16128-go-noir.html,Tunisianet
Smartphone Samsung Galaxy A56 5G 16/128 Go / Gris,Samsung,16.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1699.0,https://www.tunisianet.com.tn/smartphone-tunisie/84302-smartphone-samsung-galaxy-a56-5g-16128-go-gris.html,Tunisianet
Smartphone Samsung Galaxy A56 5G 16/128 Go / Vert,Samsung,16.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1699.0,https://www.tunisianet.com.tn/smartphone-tunisie/84304-smartphone-samsung-galaxy-a56-5g-16128-go-vert.html,Tunisianet
Smartphone XIAOMI Redmi Note 14 Pro+ / 5G / 8 Go / 256 Go / Noir,Xiaomi,8.0,256.0,5110.0,6.73,50.0,32.0,5G,Android 14,Snapdragon,1749.0,https://www.tunisianet.com.tn/telephonie-tablette/82601-smartphone-xiaomi-redmi-note-14-pro-5g-8-go-256-go-noir.html,Tunisianet
Smartphone XIAOMI Redmi Note 14 Pro+ / 5G / 8 Go / 256 Go / Violet,Xiaomi,8.0,256.0,5110.0,6.73,50.0,32.0,5G,Android 14,Snapdragon,1749.0,https://www.tunisianet.com.tn/telephonie-tablette/82600-smartphone-xiaomi-redmi-note-14-pro-5g-8-go-256-go-violet.html,Tunisianet
Smartphone XIAOMI Redmi Note 14 Pro+ / 5G / 8 Go / 256 Go / Bleu,Xiaomi,8.0,256.0,5110.0,6.73,50.0,32.0,5G,Android 14,Snapdragon,1749.0,https://www.tunisianet.com.tn/telephonie-tablette/82602-smartphone-xiaomi-redmi-note-14-pro-5g-8-go-256-go-bleu.html,Tunisianet
Smartphone Samsung Galaxy A56 5G 16/256 Go / Vert,Samsung,16.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1899.0,https://www.tunisianet.com.tn/smartphone-tunisie/84380-smartphone-samsung-galaxy-a56-5g-16256-go-vert.html,Tunisianet
Smartphone Samsung Galaxy A56 5G 16/256 Go / Gris,Samsung,16.0,256.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1899.0,https://www.tunisianet.com.tn/smartphone-tunisie/84382-smartphone-samsung-galaxy-a56-5g-16256-go-gris.html,Tunisianet
Smartphone Samsung Galaxy A56 5G 16/256 Go / Noir,Samsung,16.0,256.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,1899.0,https://www.tunisianet.com.tn/smartphone-tunisie/84305-smartphone-samsung-galaxy-a56-5g-16256-go-noir.html,Tunisianet
Smartphone XIAOMI Redmi Note 14 Pro+ / 5G / 12 Go / 512 Go / Noir,Xiaomi,12.0,512.0,5110.0,6.73,50.0,32.0,5G,Android 14,Snapdragon,1999.0,https://www.tunisianet.com.tn/telephonie-tablette/82604-smartphone-xiaomi-redmi-note-14-pro-5g-12-go-512-go-noir.html,Tunisianet
Smartphone XIAOMI Redmi Note 14 Pro+ / 5G / 12 Go / 512 Go / Bleu,Xiaomi,12.0,512.0,5110.0,6.73,50.0,32.0,5G,Android 14,Snapdragon,1999.0,https://www.tunisianet.com.tn/telephonie-tablette/82605-smartphone-xiaomi-redmi-note-14-pro-5g-12-go-512-go-bleu.html,Tunisianet
Smartphone Samsung Galaxy S23 FE / 5G / 8 Go / 256 Go / Gris,Samsung,8.0,256.0,4500.0,6.1,50.0,10.0,5G,Android 13,Octa Core,2049.0,https://www.tunisianet.com.tn/smartphone-tunisie/70361-smartphone-samsung-galaxy-s23-fe-5g-8-go-256-go-gris.html,Tunisianet
SMARTPHONE OPPO RENO 15F 5G | 24Go / 512Go | Bleu Aurore,Oppo,24.0,512.0,7000.0,6.82,50.0,6.5,5G,Android 16,Snapdragon,2099.0,https://www.tunisianet.com.tn/smartphone-tunisie/92007-smartphone-oppo-reno-15f-5g-24go-512go-bleu-aurore.html,Tunisianet
SMARTPHONE OPPO RENO 15F 5G | 24Go / 512Go | Bleu Crépuscule,Oppo,24.0,512.0,7000.0,6.82,50.0,6.5,5G,Android 16,Snapdragon,2099.0,https://www.tunisianet.com.tn/smartphone-tunisie/92006-smartphone-oppo-reno-15f-5g-24go-512go-bleu-crepuscule.html,Tunisianet
Smartphone Samsung Galaxy S24 FE / 8 Go / 256 Go / Bleu,Samsung,8.0,8.0,4000.0,6.2,50.0,10.0,5G,Android 14,Unknown,2199.0,https://www.tunisianet.com.tn/smartphone-tunisie/79663-smartphone-samsung-galaxy-s24-fe-8-go-256-go-bleu.html,Tunisianet
SMARTPHONE HONOR 400 Pro 5G / 24Go / 512Go / Gris Lunaire + Écouteur Bluetooth Honor X7 Lite Offerts,Honor,24.0,512.0,6000.0,6.8,200.0,50.0,5G,Android 15,Snapdragon,2199.0,https://www.tunisianet.com.tn/smartphone-tunisie/89716-smartphone-honor-400-pro-5g-24go-512go-gris-lunaire.html,Tunisianet
Smartphone Samsung Galaxy S24 FE / 8 Go / 256 Go / Gris,Samsung,8.0,8.0,4000.0,6.2,50.0,10.0,5G,Android 14,Unknown,2199.0,https://www.tunisianet.com.tn/smartphone-tunisie/79660-smartphone-samsung-galaxy-s24-fe-8-go-256-go-gris-.html,Tunisianet
Smartphone Samsung Galaxy S25 FE 5G / 8 Go / 256 Go / LIGHT BLUE,Samsung,8.0,8.0,4900.0,6.4,12.0,12.0,5G,Android 16,Unknown,2349.0,https://www.tunisianet.com.tn/smartphone-tunisie/89200-smartphone-samsung-galaxy-s25-fe-5g-8-go-256-go-light-blue.html,Tunisianet
Smartphone Samsung Galaxy S25 FE 5G / 8 Go / 256 Go / Black,Samsung,8.0,8.0,4900.0,6.4,12.0,12.0,5G,Android 16,Unknown,2349.0,https://www.tunisianet.com.tn/smartphone-tunisie/89199-smartphone-samsung-galaxy-s25-fe-5g-8-go-256-go-black.html,Tunisianet
Smartphone Samsung Galaxy S25 FE 5G / 8 Go / 256 Go / DARK BLUE,Samsung,8.0,8.0,4900.0,6.4,12.0,12.0,5G,Android 16,Unknown,2349.0,https://www.tunisianet.com.tn/smartphone-tunisie/89201-smartphone-samsung-galaxy-s25-fe-5g-8-go-256-go-dark-blue.html,Tunisianet
Smartphone Samsung Galaxy S25 FE 5G / 8 Go / 256 Go / White,Samsung,8.0,8.0,4900.0,6.4,12.0,12.0,5G,Android 16,Unknown,2349.0,https://www.tunisianet.com.tn/smartphone-tunisie/89202-smartphone-samsung-galaxy-s25-fe-5g-8-go-256-go-white.html,Tunisianet
SMARTPHONE OPPO RENO 15 5G | 24Go / 512Go | Blanc Aurore,Oppo,24.0,512.0,6500.0,6.82,50.0,6.5,5G,Android 16,Snapdragon,2399.0,https://www.tunisianet.com.tn/smartphone-tunisie/91989-smartphone-oppo-reno-15-5g-24go-512go-blanc-aurore.html,Tunisianet
SMARTPHONE OPPO RENO 15 5G | 24Go / 512Go | Bleu Crépuscule,Oppo,24.0,512.0,6500.0,6.82,50.0,6.5,5G,Android 16,Snapdragon,2399.0,https://www.tunisianet.com.tn/smartphone-tunisie/91987-smartphone-oppo-reno-15-5g-24go-512go-bleu-crepuscule.html,Tunisianet
Smartphone Apple iPhone 15 / 5G / 6 Go / 128 Go / Bleu,Apple,6.0,128.0,3349.0,6.1,48.0,12.0,5G,iOS,Apple,3499.0,https://www.tunisianet.com.tn/smartphone-tunisie/71914-smartphone-apple-iphone-15-5g-6-go-128-go-bleu.html,Tunisianet
Smartphone Apple iPhone 15 / 5G / 6 Go / 128 Go / Rose,Apple,6.0,128.0,3349.0,6.1,48.0,12.0,5G,iOS,Apple,3499.0,https://www.tunisianet.com.tn/smartphone-tunisie/78234-iphone-15-rose.html,Tunisianet
Smartphone Apple iPhone 15 / 5G / 6 Go / 128 Go / Noir,Apple,6.0,128.0,3349.0,6.1,48.0,12.0,5G,iOS,Apple,3499.0,https://www.tunisianet.com.tn/smartphone-tunisie/74917-smartphone-apple-iphone-15-5g-6-go-128-go-noir.html,Tunisianet
Smartphone Samsung Galaxy S25 / 5G / 12 Go / 256 Go / Silver + Gold VIP Card Offert,Samsung,12.0,12.0,4000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,3499.0,https://www.tunisianet.com.tn/smartphone-tunisie/82186-smartphone-samsung-galaxy-s25-5g-12-go-256-go-silver-gold-vip-card-offert.html,Tunisianet
Smartphone Samsung Galaxy S25 / 5G / 12 Go / 256 Go / Bleu Clair + Gold VIP Card Offert,Samsung,12.0,12.0,4000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,3499.0,https://www.tunisianet.com.tn/smartphone-tunisie/82187-smartphone-samsung-galaxy-s25-5g-12-go-256-go-bleu-clair-gold-vip-card-offert.html,Tunisianet
Smartphone Samsung Galaxy S25 / 5G / 12 Go / 256 Go / Vert + Gold VIP Card Offert,Samsung,12.0,12.0,4000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,3499.0,https://www.tunisianet.com.tn/smartphone-tunisie/82185-smartphone-samsung-galaxy-s25-5g-12-go-256-go-vert-gold-vip-card-offert.html,Tunisianet
Smartphone Samsung Galaxy S25 / 5G / 12 Go / 256 Go / Bleu + Gold VIP Card Offert,Samsung,12.0,12.0,4000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,3499.0,https://www.tunisianet.com.tn/smartphone-tunisie/82181-smartphone-samsung-galaxy-s25-5g-12-go-256-go-bleu-gold-vip-card-offert.html,Tunisianet
Smartphone Apple iPhone 15 / 5G / 6 Go / 128 Go / Vert,Apple,6.0,128.0,3349.0,6.1,48.0,12.0,5G,iOS,Apple,3499.0,https://www.tunisianet.com.tn/smartphone-tunisie/78235-iphone-15-prix-tunisie-5g-6go-128go-vert.html,Tunisianet
Smartphone Samsung Galaxy S25 Plus / 5G / 12 Go / 256 Go / Gris + Gold VIP Card Offert,Samsung,12.0,12.0,4900.0,6.7,50.0,12.0,5G,Android 15,Octa Core,3999.0,https://www.tunisianet.com.tn/smartphone-tunisie/82190-smartphone-samsung-galaxy-s25-plus-5g-12-go-256-go-gris-gold-vip-card-offert.html,Tunisianet
Smartphone Samsung Galaxy S25 Plus / 5G / 12 Go / 256 Go / Bleu + Gold VIP Card Offert,Samsung,12.0,12.0,4900.0,6.7,50.0,12.0,5G,Android 15,Octa Core,3999.0,https://www.tunisianet.com.tn/smartphone-tunisie/82188-smartphone-samsung-galaxy-s25-plus-5g-12-go-256-go-bleu-gold-vip-card-offert.html,Tunisianet
Smartphone Samsung Galaxy S25 Plus / 5G / 12 Go / 256 Go / Silver + Gold VIP Card Offert,Samsung,12.0,12.0,4900.0,6.7,50.0,12.0,5G,Android 15,Octa Core,3999.0,https://www.tunisianet.com.tn/smartphone-tunisie/82189-smartphone-samsung-galaxy-s25-plus-5g-12-go-256-go-silver-gold-vip-card-offert.html,Tunisianet
Smartphone Samsung Galaxy S24 Ultra / 5G / 12 Go / 256 Go / Violet,Samsung,12.0,12.0,5000.0,6.8,200.0,12.0,5G,Android 14,Octa Core,3999.0,https://www.tunisianet.com.tn/smartphone-tunisie/72303-smartphone-samsung-galaxy-s24-ultra-5g-12-go-256-go-violet.html,Tunisianet
Apple iPhone 16 128 Go 5G / Noir,Apple,128.0,128.0,4100.0,6.3,48.0,18.0,5G,iOS,Apple,4199.0,https://www.tunisianet.com.tn/smartphone-tunisie/81405-apple-iphone-16-128-go-5g-noir.html,Tunisianet
Apple iPhone 16 128 Go 5G / Vert,Apple,128.0,128.0,4100.0,6.3,48.0,18.0,5G,iOS,Apple,4199.0,https://www.tunisianet.com.tn/smartphone-tunisie/80799-apple-iphone-16-128-go-5g-vert.html,Tunisianet
Apple iPhone 16 128 Go 5G / Blanc,Apple,128.0,128.0,4100.0,6.3,48.0,18.0,5G,iOS,Apple,4199.0,https://www.tunisianet.com.tn/smartphone-tunisie/79510-apple-iphone-16-128-go-5g-ultramarine.html,Tunisianet
Apple iPhone 16 256 Go 5G / Rose,Apple,256.0,256.0,4100.0,6.3,48.0,18.0,5G,iOS,Apple,4499.0,https://www.tunisianet.com.tn/smartphone-tunisie/79546-apple-iphone-16-256-go-5g-noir.html,Tunisianet
Apple iPhone 16 256 Go 5G / Noir,Apple,256.0,256.0,4100.0,6.3,48.0,18.0,5G,iOS,Apple,4499.0,https://www.tunisianet.com.tn/smartphone-tunisie/79511-apple-iphone-16-256-go-5g-noir.html,Tunisianet
Smartphone Samsung Galaxy S25 Ultra / 5G / 12 Go / 256 Go / Noir Titane + Gold VIP Card Offert,Samsung,12.0,12.0,5000.0,6.8,200.0,12.0,5G,Android 15,Octa Core,4949.0,https://www.tunisianet.com.tn/smartphone-tunisie/82194-smartphone-samsung-galaxy-s25-ultra-5g-12-go-256-go-noir-titane-gold-vip-card-offert.html,Tunisianet
Smartphone Samsung Galaxy S25 Ultra / 5G / 12 Go / 256 Go / Silver Titane + Gold VIP Card Offert,Samsung,12.0,12.0,5000.0,6.8,200.0,12.0,5G,Android 15,Octa Core,4949.0,https://www.tunisianet.com.tn/smartphone-tunisie/82193-smartphone-samsung-galaxy-s25-ultra-5g-12-go-256-go-silver-titane-gold-vip-card-offert.html,Tunisianet
Smartphone Samsung Galaxy S25 Ultra / 5G / 12 Go / 256 Go / Bleu Titane + Gold VIP Card Offert,Samsung,12.0,12.0,5000.0,6.8,200.0,12.0,5G,Android 15,Octa Core,4949.0,https://www.tunisianet.com.tn/smartphone-tunisie/82192-smartphone-samsung-galaxy-s25-ultra-5g-12-go-256-go-bleu-titane-gold-vip-card-offert.html,Tunisianet
Smartphone Samsung Galaxy S25 Ultra / 5G / 12 Go / 256 Go / Gris Titane + Gold VIP Card Offert,Samsung,12.0,12.0,5000.0,6.8,200.0,12.0,5G,Android 15,Octa Core,4949.0,https://www.tunisianet.com.tn/smartphone-tunisie/82178-smartphone-samsung-galaxy-s25-ultra-5g-12-go-256-go-gris-titane-gold-vip-card-offert.html,Tunisianet
Apple iPhone 17 256 Go / Bleu,Apple,256.0,256.0,4100.0,6.3,48.0,18.0,5G,iOS,Apple,4999.0,https://www.tunisianet.com.tn/smartphone-tunisie/90376-apple-iphone-17-256-go-bleu.html,Tunisianet
Apple iPhone 17 256 Go / Noir,Apple,256.0,256.0,4100.0,6.3,48.0,18.0,5G,iOS,Apple,4999.0,https://www.tunisianet.com.tn/smartphone-tunisie/90367-apple-iphone-17-256-go-noir.html,Tunisianet
Apple iPhone 17 256 Go / Vert,Apple,256.0,256.0,4100.0,6.3,48.0,18.0,5G,iOS,Apple,4999.0,https://www.tunisianet.com.tn/smartphone-tunisie/90375-apple-iphone-17-256-go-vert.html,Tunisianet
Apple iPhone 17 256 Go / Lavender,Apple,256.0,256.0,4100.0,6.3,48.0,18.0,5G,iOS,Apple,4999.0,https://www.tunisianet.com.tn/smartphone-tunisie/90377-apple-iphone-17-256-go-noir.html,Tunisianet
Apple iPhone 17 256 Go / Blanc,Apple,256.0,256.0,4100.0,6.3,48.0,18.0,5G,iOS,Apple,4999.0,https://www.tunisianet.com.tn/smartphone-tunisie/90378-apple-iphone-17-256-go-blanc.html,Tunisianet
Smartphone Apple iPhone 16 PRO 128 Go / WHITE,Apple,8.0,128.0,4441.0,6.7,12.0,12.0,5G,iOS,Apple,5699.0,https://www.tunisianet.com.tn/smartphone-tunisie/84714-smartphone-apple-iphone-16-pro-128-go-white.html,Tunisianet
Apple iPhone 16 Pro 5G / 128 Go / Noir Titanium,Apple,8.0,128.0,4441.0,6.7,12.0,12.0,5G,iOS,Apple,5699.0,https://www.tunisianet.com.tn/smartphone-tunisie/86136-apple-iphone-16-pro-5g-128-go-noir-titanium.html,Tunisianet
Apple iPhone 16 Pro 5G / 128 Go / Gold Titanium,Apple,8.0,128.0,4441.0,6.7,12.0,12.0,5G,iOS,Apple,5699.0,https://www.tunisianet.com.tn/smartphone-tunisie/79551-apple-iphone-16-pro-5g-128-go-gold-titanium.html,Tunisianet
Apple iPhone 16 Pro Max 5G / 256 Go / Noir,Apple,8.0,256.0,4441.0,6.7,12.0,12.0,5G,iOS,Apple,6199.0,https://www.tunisianet.com.tn/smartphone-tunisie/82165-apple-iphone-16-pro-max-5g-256-go-noir.html,Tunisianet
Apple iPhone 16 Pro Max 5G / 256 Go / Desert Titanium,Apple,8.0,256.0,4441.0,6.7,12.0,12.0,5G,iOS,Apple,6199.0,https://www.tunisianet.com.tn/smartphone-tunisie/82166-apple-iphone-16-pro-max-5g-256-go-desert-titanium.html,Tunisianet
Apple iPhone Air 256 Go / Bleu Ciel,Apple,256.0,256.0,4100.0,6.3,48.0,18.0,5G,iOS,Apple,6299.0,https://www.tunisianet.com.tn/smartphone-tunisie/90384-apple-iphone-air-256-go-bleu-ciel.html,Tunisianet
Apple iPhone Air 256 Go / Noir,Apple,256.0,256.0,4100.0,6.3,48.0,18.0,5G,iOS,Apple,6299.0,https://www.tunisianet.com.tn/smartphone-tunisie/90379-apple-iphone-air-256-go-noir.html,Tunisianet
Apple iPhone 17 512 Go / Noir,Apple,512.0,512.0,4100.0,6.3,48.0,18.0,5G,iOS,Apple,6299.0,https://www.tunisianet.com.tn/smartphone-tunisie/90799-apple-iphone-17-512-go-noir.html,Tunisianet
Apple iPhone Air 256 Go / Blanc,Apple,256.0,256.0,4100.0,6.3,48.0,18.0,5G,iOS,Apple,6299.0,https://www.tunisianet.com.tn/smartphone-tunisie/90386-apple-iphone-air-256-go-blanc.html,Tunisianet
Apple iPhone Air 256 Go / Gold,Apple,256.0,256.0,4100.0,6.3,48.0,18.0,5G,iOS,Apple,6299.0,https://www.tunisianet.com.tn/smartphone-tunisie/90385-apple-iphone-air-256-go-gold.html,Tunisianet
Apple iPhone 17 512 Go / Blanc,Apple,512.0,512.0,4100.0,6.3,48.0,18.0,5G,iOS,Apple,6299.0,https://www.tunisianet.com.tn/smartphone-tunisie/90801-apple-iphone-17-512-go-blanc.html,Tunisianet
Apple iPhone 16 Pro 5G / 256 Go / Noir Titanium,Apple,8.0,256.0,4441.0,6.7,12.0,12.0,5G,iOS,Apple,6399.0,https://www.tunisianet.com.tn/smartphone-tunisie/86135-apple-iphone-16-pro-5g-256-go-noir-titanium.html,Tunisianet
Apple iPhone 16 Pro 5G / 256 Go / Gold Titanium,Apple,8.0,256.0,4441.0,6.7,12.0,12.0,5G,iOS,Apple,6399.0,https://www.tunisianet.com.tn/smartphone-tunisie/79555-apple-iphone-16-pro-5g-256-go-gold-titanium.html,Tunisianet
Apple iPhone 16 Pro Max 5G / 256 Go / Blanc Titanium,Apple,8.0,256.0,4441.0,6.7,12.0,12.0,5G,iOS,Apple,6499.0,https://www.tunisianet.com.tn/smartphone-tunisie/80030-apple-iphone-16-pro-max-5g-256-go-blanc-titanium.html,Tunisianet
Apple iPhone 17 Pro 256 Go / Bleu,Apple,256.0,256.0,4441.0,6.7,48.0,18.0,5G,iOS,Apple,6899.0,https://www.tunisianet.com.tn/smartphone-tunisie/90381-apple-iphone-17-pro-256-go-bleu.html,Tunisianet
Apple iPhone 17 Pro 256 Go / Orange,Apple,256.0,256.0,4441.0,6.7,48.0,18.0,5G,iOS,Apple,6899.0,https://www.tunisianet.com.tn/smartphone-tunisie/90390-apple-iphone-17-pro-256-go-orange.html,Tunisianet
Apple iPhone 17 Pro 256 Go / Silver,Apple,256.0,256.0,4441.0,6.7,48.0,18.0,5G,iOS,Apple,6899.0,https://www.tunisianet.com.tn/smartphone-tunisie/90391-apple-iphone-17-pro-256-go-silver.html,Tunisianet
