ram_gb,storage_gb,battery_mah,screen_inches,camera_rear_mp,camera_front_mp,brand_Apple,brand_Clever,brand_HMD,brand_Honor,brand_Huawei,brand_IKU,brand_INFINIX,brand_Infinix,brand_Itel,brand_Itel Mobile,brand_Itel mobile,brand_LOGICOM,brand_Lesia,brand_OPPO,brand_OSCAL,brand_Oppo,brand_Realme,brand_Samsung,brand_TCL,brand_TECNO,brand_Tecno,brand_Unknown,brand_Vivo,brand_XIAOMI,brand_Xiaomi,brand_ZTE,brand_realme,network_3G,network_4G,network_5G,os_Android 11,os_Android 12,os_Android 13,os_Android 14,os_Android 15,os_Android 16,os_iOS,processor_type_Apple,processor_type_Exynos,processor_type_Exynos 2400,processor_type_MediaTek,processor_type_Octa Core,processor_type_Quad Core,processor_type_Snapdragon,processor_type_Unisoc,processor_type_Unknown,price,name,url,source
-0.2486954124016321,-1.4210482511280098,-3.474664364339304,-6.478443554503719,-1.3733605756738732,-1.21376084790644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,159.0,Smartphone Lesia Young 1 | 2Go / 16Go | Vert,https://www.tunisianet.com.tn/smartphone-tunisie/91032-smartphone-lesia-young-1-2go-16go-vert.html,Tunisianet
-0.2486954124016321,-1.4210482511280098,-3.474664364339304,-6.478443554503719,-1.3733605756738732,-1.21376084790644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,159.0,Smartphone Lesia Young 1 | 2Go / 16Go | Bleu,https://www.tunisianet.com.tn/smartphone-tunisie/91033-smartphone-lesia-young-1-2go-16go-bleu.html,Tunisianet
-0.2486954124016321,-1.4210482511280098,-2.7914419100004593,-2.494448879799718,-1.3733605756738732,-1.21376084790644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,179.0,Smartphone Lesia Young 6 4Go /16Go  - Noir,https://www.tunisianet.com.tn/smartphone-tunisie/88987-smartphone-lesia-young-6-4go-16go-noir.html,Tunisianet
-0.2486954124016321,-1.4210482511280098,-2.7914419100004593,-2.494448879799718,-1.3733605756738732,-1.21376084790644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,179.0,Smartphone Lesia Young 6 4Go /16Go  - Silver,https://www.tunisianet.com.tn/smartphone-tunisie/88989-smartphone-lesia-young-6-4go-16go-silver.html,Tunisianet
-0.2486954124016321,-1.4210482511280098,-2.7914419100004593,-2.494448879799718,-1.3733605756738732,-1.21376084790644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,179.0,Smartphone Lesia Young 6 4Go /16Go  - Gold,https://www.tunisianet.com.tn/smartphone-tunisie/88988-smartphone-lesia-young-6-4go-16go-noir.html,Tunisianet
-0.2486954124016321,-1.2689505427341932,-0.058552092645081405,0.2943473924930828,-1.2914078323403673,-0.8619264907975975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,199.0,Smartphone Lesia Young 2 4Go 32Go  -BLEU NUIT,https://www.tunisianet.com.tn/smartphone-tunisie/88990-smartphone-lesia-young-2-4go-32go-bleu-nuit.html,Tunisianet
-0.2486954124016321,-1.2689505427341932,-0.058552092645081405,0.2943473924930828,-1.2914078323403673,-0.8619264907975975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,199.0,Smartphone Lesia Young 2 4Go 32Go -VIOLET,https://www.tunisianet.com.tn/smartphone-tunisie/88999-smartphone-lesia-young-2-4go-32go-violet.html,Tunisianet
-0.2486954124016321,-1.2689505427341932,-0.058552092645081405,0.2943473924930828,-1.2914078323403673,-0.8619264907975975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,199.0,Smartphone Lesia Young 2 4Go 32Go -Vert,https://www.tunisianet.com.tn/smartphone-tunisie/89000-smartphone-lesia-young-2-4go-32go-vert.html,Tunisianet
-0.2486954124016321,-1.2689505427341932,-0.058552092645081405,0.2943473924930828,-1.2914078323403673,-0.8619264907975975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,209.0,Smartphone Lesia Young 3 2+2Go 32Go  -ROSE,https://www.tunisianet.com.tn/smartphone-tunisie/89003-smartphone-lesia-young-3-22go-32go-rose.html,Tunisianet
-0.2486954124016321,-1.2689505427341932,-0.058552092645081405,0.2943473924930828,-1.2914078323403673,-0.8619264907975975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,209.0,Smartphone Lesia Young 3 2+2Go 32Go  -BLEU NUIT,https://www.tunisianet.com.tn/smartphone-tunisie/89001-smartphone-lesia-young-3-22go-32go-bleu-nuit.html,Tunisianet
