model,brand,reference,price_dt,old_price_dt,ram_gb,storage_gb,battery_mah,screen_inches,camera_rear_mp,camera_front_mp,network,os,processor_type,color,warranty,in_stock,description,url
Smartphone VIVO Y29 16Go 256Go - Blanc,Vivo,VIVO-Y29-8/256-EWHITE,599.000,,8,256.0,5000.0,6.68,,,,Android 15,Octa Core,Blanc,,Oui,"Smartphone VIVO Y29 16Go 256Go - Blanc [VIVO-Y29-8/256-EWHITE] Écran 6.68"" LCD IPS (720 × 1608 pixels) ,120 Hz, 1 000 nits - Processeur: Snapdragon 685 (6 nm) , Octa Core - Système d'exploitation: Android 15 , funtouch OS 15 - RAM: 8Go (extensible jusqu'à 16Go) - Stockage: 256Go - A... 599,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-vivo-y29-16go-256go-blanc.html
Smartphone HONOR  X6C 12Go 256Go 4G - Noir,Honor,HONOR-X6C-6/256-BLACK,599.000,,6,256.0,5000.0,6.61,,,4G,Android 15,Octa Core,Noir,,Oui,"Smartphone HONOR  X6C 12Go 256Go 4G - Noir [HONOR-X6C-6/256-BLACK] Écran 6,61"" LCD TFT (1604 x 720 pixels) 120Hz - Processeur: MediaTek Helio G81 Ultra Octa-core - Système d’exploitation: MagicOS 9.0, Android 15 - Mémoire RAM: 6 Go extensible jusqu'à 12 Go -Capacité de stockage: 256 Go ... 599,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-x6c-12go-256go-4g-noir.html
Smartphone HONOR X6C 12Go 256Go 4G - Cyan,Honor,HONOR-X6C-6/256-CYAN,599.000,,6,256.0,5000.0,6.61,,,4G,Android 15,Octa Core,Cyan,,Oui,"Smartphone HONOR X6C 12Go 256Go 4G - Cyan [HONOR-X6C-6/256-CYAN] Écran 6,61"" LCD TFT (1604 x 720 pixels) 120Hz - Processeur: MediaTek Helio G81 Ultra Octa-core - Système d’exploitation: MagicOS 9.0, Android 15 - Mémoire RAM: 6 Go extensible jusqu'à 12 Go -Capacité de stockage: 256 Go ... 599,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-x6c-12go-256go-4g-cyan.html
Smartphone HONOR X6C 12Go 256Go 4G - Blanc,Honor,HONOR-X6C-6/256-WHITE,599.000,,6,256.0,5000.0,6.61,,,4G,Android 15,Octa Core,Blanc,,Oui,"Smartphone HONOR X6C 12Go 256Go 4G - Blanc [HONOR-X6C-6/256-WHITE] Écran 6,61"" LCD TFT (1604 x 720 pixels) 120Hz - Processeur: MediaTek Helio G81 Ultra Octa-core - Système d’exploitation: MagicOS 9.0, Android 15 - Mémoire RAM: 6 Go extensible jusqu'à 12 Go -Capacité de stockage: 256 Go ... 599,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-x6c-12go-256go-4g-blanc.html
SMARTPHONE OPPO A5X 4GO 128GO - LASER WHITE,OPPO,OPPO-A5X-4/128-LWHITE,599.000,,4,,5000.0,,,,4G,Android 15,Snapdragon,LASER WHITE,,Oui,"SMARTPHONE OPPO A5X 4GO 128GO - LASER WHITE [OPPO-A5X-4/128-LWHITE] Écran : 6.67″ LCD IPS (720 x 1604 pixels) - 90Hz - 1 000 nits (HBM) - Processeur: Snapdragon® 6s 4G Gen 1 - 8 cœurs - GPU Adreno™ 610@1050MHz - Système d’exploitation: Android 15 - ColorOS 15.0 - Mémoire RAM: 4 Go - Capa... 599,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-oppo-a5x-4go-128go-laser-white.html
SMARTPHONE OPPO A5X 4GO 128GO - MIDNIGHT BLUE,OPPO,OPPO-A5X-4/128-MBLUE,599.000,,4,,5000.0,,,,4G,Android 15,Snapdragon,MIDNIGHT BLUE,,Oui,"SMARTPHONE OPPO A5X 4GO 128GO - MIDNIGHT BLUE [OPPO-A5X-4/128-MBLUE] Écran : 6.67″ LCD IPS (720 x 1604 pixels) - 90Hz - 1 000 nits (HBM) - Processeur: Snapdragon® 6s 4G Gen 1 - 8 cœurs – GPU Adreno™ 610@1050MHz - Système d’exploitation: Android 15 - ColorOS 15.0 - Mémoire RAM: 4 Go - Capa... 599,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-oppo-a5x-4go-128go-midnight-blue.html
Smartphone TECNO Spark 30 5G 6GO 128 GO - Aurora Gold,Tecno,TECNO-SP30-6/128-AGOLD,599.000,,6,128.0,5000.0,6.67,108.0,8.0,5G,Android 14,Octa Core,Aurora Gold,,Oui,"Smartphone TECNO Spark 30 5G 6GO 128 GO - Aurora Gold [TECNO-SP30-6/128-AGOLD] Écran: 6.67"" LCD IPS (720x1600 pixels), 120Hz - Processeur: Mediatek Dimension 6300 (6 nm) Octa-core - Système d'exploitation: Android 14 - RAM: 6Go - Stockage: 128Go - Appareils Photos Arrière: 108MP - Frontale: 8MP - C... 599,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-tecno-spark-30-5g-6go-128-go-aurora-gold.html
Smartphone TECNO Spark 30 5G 6GO 128 GO - Azure Sky,Tecno,TECNO-SP30-6/128-ASKY,599.000,,6,128.0,5000.0,6.67,108.0,8.0,5G,Android 14,Octa Core,Azure Sky,,Oui,"Smartphone TECNO Spark 30 5G 6GO 128 GO - Azure Sky [TECNO-SP30-6/128-ASKY] Écran: 6.67"" LCD IPS (720x1600 pixels), 120Hz - Processeur: Mediatek Dimension 6300 (6 nm) Octa-core - Système d'exploitation: Android 14 - RAM: 6Go - Stockage: 128Go - Appareils Photos Arrière: 108MP - Frontale: 8MP - C... 599,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-tecno-spark-30-5g-6go-128-go-azure-sky.html
Smartphone VIVO V30 Lite 8Go 256Go - Vert Brise,Vivo,VIVO-V30LITE-8/256-BGR,899.000,599.000,8,256.0,5000.0,6.67,,,,Android 14,Octa Core,Vert Brise,,En arrivage,"Smartphone VIVO V30 Lite 8Go 256Go - Vert Brise [VIVO-V30LITE-8/256-BGR] Écran 6.67"" AMOLED (1080 x 2400pixels),120 Hz - Processeur: Qualcomm Snapdragon 685 (6nm) Octa-core - Système d'exploitation: Android 14, Funtouch 14 - RAM: 8Go (extensible jusqu'à 16Go) - Stockage: 256Go - Appareils Pho... 599,000 DT 899,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-vivo-v30-lite-8go-256go-vert-brise.html
Smartphone XIAOMI Redmi 15C 4Go 128Go 5G - Vert Menthe,Xiaomi,REDMI-15C-5G-4/128-MGREEN,599.000,,4,128.0,5160.0,6.9,,,5G,Android 15,MediaTek,Vert Menthe,,Oui,"Smartphone XIAOMI Redmi 15C 4Go 128Go 5G - Vert Menthe [REDMI-15C-5G-4/128-MGREEN] Écran 6,9"" Dot Drop (1600×720 pixels), jusqu'à 120 Hz, taux d'échantillonnage tactile jusqu'à 240 Hz - Processeur : MediaTek Dimensity 6300 8 cœurs - Système d'exploitation : Android 15, Xiaomi HyperOS 2 - Mémoire RAM : ... 599,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-15c-4go-128go-5g-vert-menthe.html
Smartphone XIAOMI Redmi 15C 4Go 128Go 5G - Violet,Xiaomi,REDMI-15C-5G-4/128-DPURPLE,599.000,,4,128.0,5160.0,6.9,,,5G,Android 15,MediaTek,Violet,,En arrivage,"Smartphone XIAOMI Redmi 15C 4Go 128Go 5G - Violet [REDMI-15C-5G-4/128-DPURPLE] Écran 6,9"" Dot Drop (1600×720 pixels), jusqu'à 120 Hz, taux d'échantillonnage tactile jusqu'à 240 Hz - Système d'exploitation : Android 15, Xiaomi HyperOS 2 - Processeur : MediaTek Dimensity 6300 8 cœurs -  Mémoire RAM :... 599,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-xiaomi-redmi-15c-4go-128go-5g-violet.html
Smartphone XIAOMI Redmi 15C 4Go 128Go 5G -  Noir De Minuit,Xiaomi,REDMI-15C-5G-4/128-MBK,599.000,,4,128.0,5160.0,6.9,,,5G,Android 15,MediaTek,Noir De Minuit,,Oui,"Smartphone XIAOMI Redmi 15C 4Go 128Go 5G -  Noir De Minuit [REDMI-15C-5G-4/128-MBK] Écran 6,9"" Dot Drop (1600×720 pixels), jusqu'à 120 Hz, taux d'échantillonnage tactile jusqu'à 240 Hz - Processeur : MediaTek Dimensity 6300 8 cœurs - Système d'exploitation : Android 15, Xiaomi HyperOS 2 - Mémoire RAM : ... 599,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-15c-4go-128go-5g-noir-de-minuit.html
Smartphone HONOR X7D 5G  6Go 128Go - Desert Gold,Honor,HONOR-X7D-6/128-DGOLD,639.000,,6,128.0,5000.0,6.77,50.0,,5G,Android 15,Snapdragon,Desert Gold,,Oui,"Smartphone HONOR X7D 5G  6Go 128Go - Desert Gold [HONOR-X7D-6/128-DGOLD] Ecran: 6,77 pouces LCD TFT (1610 x 720 pixels) - Processeur: Qualcomm Snapdragon 6s Gen 3 - Système d’exploitation: Android 15 + Magic OS 9.0 - Mémoire: 6Go - Stockage: 128Go - Appareil photo arrière: 50 MP, 2 MP - Appar... 639,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-x7d-5g-6go-128go-desert-gold.html
Smartphone HONOR X7D 5G  6Go 128Go - Meteor Silver,Honor,HONOR-X7D-6/128-MSILVER,639.000,,6,128.0,5000.0,6.77,50.0,,5G,Android 15,Snapdragon,Meteor Silver,,Oui,"Smartphone HONOR X7D 5G  6Go 128Go - Meteor Silver [HONOR-X7D-6/128-MSILVER] Ecran: 6,77 pouces LCD TFT (1610 x 720 pixels) - Processeur: Qualcomm Snapdragon 6s Gen 3 - Système d’exploitation: Android 15 + Magic OS 9.0 - Mémoire: 6Go - Stockage: 128Go - Appareil photo arrière: 50 MP, 2 MP - Appar... 639,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-x7d-5g-6go-128go-meteor-silver.html
Smartphone HONOR X7D 5G  6Go 128Go - Velvet Black,Honor,HONOR-X7D-6/128-VBLACK,639.000,,6,128.0,5000.0,6.77,50.0,,5G,Android 15,Snapdragon,Velvet Black,,Oui,"Smartphone HONOR X7D 5G  6Go 128Go - Velvet Black [HONOR-X7D-6/128-VBLACK] Ecran: 6,77 pouces LCD TFT (1610 x 720 pixels) - Processeur: Qualcomm Snapdragon 6s Gen 3 - Système d’exploitation: Android 15 + Magic OS 9.0 - Mémoire: 6Go - Stockage: 128Go - Appareil photo arrière: 50 MP, 2 MP - Appar... 639,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-x7d-5g-6go-128go-velvet-black.html
Smartphone Xiaomi Redmi Note 14  4G  6Go 128Go -  Lime Green,Xiaomi,REDMI-N14-6/128-LGREEN,699.000,649.000,6,128.0,5000.0,6.67,108.0,,4G,,,Lime Green,,Oui,"Smartphone Xiaomi Redmi Note 14  4G  6Go 128Go -  Lime Green [REDMI-N14-6/128-LGREEN] écran  6,67 "" AMOLED - Résolution : (2400 x 1080) - Taux de rafraîchissement : Jusqu'à 120 Hz - Processeur : Hélio G99-Ultra, Procédé de fabrication 6 nm - RAM : 6Go - Mémoire : 128Go - Caméra arrière : 108MP+2MP+2MP - C... 649,000 DT 699,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-6go-128go-lime-vert.html
Smartphone Xiaomi Redmi Note 14 4G  6Go 128Go - Midnight Black,Xiaomi,REDMI-N14-6/128-MB,699.000,649.000,6,128.0,5000.0,6.67,108.0,,4G,,,Midnight Black,,Oui,"Smartphone Xiaomi Redmi Note 14 4G  6Go 128Go - Midnight Black [REDMI-N14-6/128-MB] écran  6,67 "" AMOLED - Résolution: (2400 x 1080) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Hélio G99-Ultra, Procédé de fabrication 6 nm - RAM: 6Go - Mémoire: 128Go - Caméra arrière: 108MP+2MP+2MP - Caméra ... 649,000 DT 699,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-4g-6go-128go-midnight-black.html
Smartphone Xiaomi Redmi Note 14 4G 6Go 128Go - Ocean Blue,Xiaomi,REDMI-N14-6/128-OBLUE,699.000,649.000,6,128.0,5000.0,6.67,108.0,,4G,,,Ocean Blue,,Oui,"Smartphone Xiaomi Redmi Note 14 4G 6Go 128Go - Ocean Blue [REDMI-N14-6/128-OBLUE] écran  6,67 "" AMOLED - Résolution: (2400 x 1080) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Hélio G99-Ultra, Procédé de fabrication 6 nm - RAM: 6Go - Mémoire: 128Go - Caméra arrière: 108MP+2MP+2MP - Caméra ... 649,000 DT 699,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-4g-6go-128go-ocean-blue.html
Smartphone Xiaomi Redmi Note 14 4G 6Go 128Go - Sand Gold,Xiaomi,REDMI-N14-6/128-SGOLD,669.000,649.000,6,128.0,5000.0,6.67,108.0,,4G,,,Sand Gold,,Oui,"Smartphone Xiaomi Redmi Note 14 4G 6Go 128Go - Sand Gold [REDMI-N14-6/128-SGOLD] écran  6,67 "" AMOLED - Résolution: (2400 x 1080) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Hélio G99-Ultra, Procédé de fabrication 6 nm - RAM: 6Go - Mémoire: 128Go - Caméra arrière: 108MP+2MP+2MP - Caméra ... 649,000 DT 669,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-4g-6go-128go-sand-gold.html
Smartphone SAMSUNG GALAXY A16 4G 16Go 256Go - Noir,Samsung,SM-A16-8/256-BLACK,799.000,659.000,16,256.0,5000.0,6.7,,,4G,,Octa Core,Noir,,En arrivage,"Smartphone SAMSUNG GALAXY A16 4G 16Go 256Go - Noir [SM-A16-8/256-BLACK] Smartphone SAMSUNG GALAXY A16 - Écran 6.7"" Super Amoled  FHD+ (2340x 1080px) - Processeur: Octa-core - Système d'exploitation: Android - Mémoire RAM: 16Go (extension RAM 8+8 Go) - Stockage: 256Go - Appareil photo Arrière... 659,000 DT 799,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-samsung-galaxy-a16-8go-256go-noir.html
Smartphone SAMSUNG GALAXY A16 16Go 256Go - Gris,Samsung,SM-A16-8/256-GRAY,699.000,659.000,16,256.0,5000.0,6.7,,,,,Octa Core,Gris,,En arrivage,"Smartphone SAMSUNG GALAXY A16 16Go 256Go - Gris [SM-A16-8/256-GRAY] Smartphone SAMSUNG GALAXY A16 - Écran 6.7"" Super Amoled  FHD+ (2340x 1080px) - Processeur: Octa-core - Système d'exploitation: Android - Mémoire RAM: 16Go (extension RAM 8+8 Go) - Stockage: 256Go - Appareil photo Arrière... 659,000 DT 699,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-samsung-galaxy-a16-16go-256go-gris.html
Smartphone XIAOMI Redmi 15 8Go 256Go - Violet Sableux,Xiaomi,REDMI15-8/256-SPURPLE,669.000,,8,256.0,5000.0,6.9,,,,Android 15,Octa Core,Violet Sableux,,Oui,"Smartphone XIAOMI Redmi 15 8Go 256Go - Violet Sableux [REDMI15-8/256-SPURPLE] Écran 6,9"" LCD IPS (2340 × 1080), jusqu'à 144Hz  - Trois certifications TÜV Rheinland - Processeur: Snapdragon® 685 Octa-core - Système d'exploitation: Android 15, HyperOS 2 - Mémoire RAM: 8Go (extensible jusqu'à 16Go) -... 669,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-15-8go-256go-violet-sableux.html
Smartphone XIAOMI Redmi 15 8Go 256Go - Noir De Minuit,Xiaomi,REDMI15-8/256-MBLACK,669.000,,8,256.0,5000.0,6.9,,,,Android 15,Octa Core,Noir De Minuit,,Oui,"Smartphone XIAOMI Redmi 15 8Go 256Go - Noir De Minuit [REDMI15-8/256-MBLACK] Écran 6,9"" LCD IPS (2340 × 1080), jusqu'à 144Hz  - Trois certifications TÜV Rheinland - Processeur: Snapdragon® 685 Octa-core - Système d'exploitation: Android 15, HyperOS 2 - Mémoire RAM: 8Go (extensible jusqu'à 16Go) -... 669,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-15-8go-256go-noir-de-minuit.html
Smartphone XIAOMI Redmi 15 8Go 256Go - Gris Titane,Xiaomi,REDMI15-8/256-TGRAY,669.000,,8,256.0,5000.0,6.9,,,,Android 15,Octa Core,Gris Titane,,Oui,"Smartphone XIAOMI Redmi 15 8Go 256Go - Gris Titane [REDMI15-8/256-TGRAY] Écran 6,9"" LCD IPS (2340 × 1080), jusqu'à 144Hz  - Trois certifications TÜV Rheinland - Processeur: Snapdragon® 685 Octa-core - Système d'exploitation: Android 15, HyperOS 2 - Mémoire RAM: 8Go (extensible jusqu'à 16Go) -... 669,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-15-8go-256go-gris-titane.html
Smartphone VIVO V40 Lite 8Go 256Go - Vert,Vivo,VIVO-V40LITE-8/256-GR,999.000,699.000,8,256.0,5500.0,6.67,,,4G,Android 14,Octa Core,Vert,,Non,"Smartphone VIVO V40 Lite 8Go 256Go - Vert [VIVO-V40LITE-8/256-GR] Smartphone VIVO V40 Lite - 6,67"" AMOLED (1080 x 2400 pixels), 120 Hz, 1800 nits - Processeur: Qualcomm Snapdragon® 685 4G(4 nm) Octa-core - Système d'exploitation: Android 14, Funtouch OS 14 - RAM: 8Go - Stockage: 256Go ... 699,000 DT 999,000 DT Disponibilité Épuisé",https://www.mytek.tn/smartphone-vivo-v40-lite-8go-256go-vert.html
Smartphone VIVO V40 Lite 8Go 256Go - Silver Titane,Vivo,VIVO-V40LITE-8/256-SL,999.000,699.000,8,256.0,5500.0,6.67,,,4G,Android 14,Octa Core,Silver Titane,,Non,"Smartphone VIVO V40 Lite 8Go 256Go - Silver Titane [VIVO-V40LITE-8/256-SL] Smartphone VIVO V40 Lite - 6,67"" AMOLED (1080 x 2400 pixels), 120 Hz, 1800 nits - Processeur: Qualcomm Snapdragon® 685 4G(4 nm) Octa-core - Système d'exploitation: Android 14, Funtouch OS 14 - RAM: 8Go - Stockage: 256Go ... 699,000 DT 999,000 DT Disponibilité Épuisé",https://www.mytek.tn/smartphone-vivo-v40-lite-8go-256go-silver-titane.html
Smartphone Xiaomi Redmi 13C 5G 8Go 256Go - Starry Silver,Xiaomi,REDMI-13C-5G-8/256-SSILVER,799.000,699.000,8,256.0,5030.0,,50.0,5.0,5G,,MediaTek,Starry Silver,,Oui,"Smartphone Xiaomi Redmi 13C 5G 8Go 256Go - Starry Silver [REDMI-13C-5G-8/256-SSILVER] écran : 6,74 "", LCD IPS (720×1600 pixels) - Taux de rafraîchissement : 90 Hz - Processeur : MediaTek Dimensity 6100+, Procédé de fabrication 6 nm - RAM : 8Go - Mémoire : 256Go - Caméra arrière : 50 MP - Caméra avant : 5 ... 699,000 DT 799,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-13c-5g-8go-256go-starry-silver.html
Smartphone Xiaomi Redmi 13C 5G 8Go 256Go - Starry Noir,Xiaomi,REDMI-13C-5G-8/256-SBLACK,799.000,699.000,8,256.0,5030.0,,50.0,5.0,5G,,MediaTek,Starry Noir,,Oui,"Smartphone Xiaomi Redmi 13C 5G 8Go 256Go - Starry Noir [REDMI-13C-5G-8/256-SBLACK] écran : 6,74 "", LCD IPS (720×1600 pixels) - Taux de rafraîchissement : 90 Hz - Processeur : MediaTek Dimensity 6100+, Procédé de fabrication 6 nm - RAM : 8Go - Mémoire : 256Go - Caméra arrière : 50 MP - Caméra avant : 5 ... 699,000 DT 799,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-13c-5g-8go-256go-starry-noir.html
Smartphone OPPO A5 4G 6Go 128Go - Blanc brumeux,OPPO,OPPO-A5-6/128-WHITE,699.000,,6,128.0,5000.0,6.67,50.0,,4G,,Snapdragon,Blanc brumeux,,Oui,"Smartphone OPPO A5 4G 6Go 128Go - Blanc brumeux [OPPO-A5-6/128-WHITE] Ecran 6.67″  LCD (720 x 1604 pixels) 90Hz - Processeur: Snapdragon® 6s 4G Gen 1- Système d’exploitation: ColorOS 15.0 - Mémoire RAM : 6 Go - Capacité de stockage : 128 Go - Appareil Photo Arrière : 50 MP , 2 MP - Apparei... 699,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-oppo-a5-4g-6go-128go-blanc-brumeux.html
Smartphone OPPO A5 4G 6Go 128Go - Vert aurore,OPPO,OPPO-A5-6/128-AGREEN,699.000,,6,128.0,5000.0,6.67,50.0,,4G,,Snapdragon,Vert aurore,,Oui,"Smartphone OPPO A5 4G 6Go 128Go - Vert aurore [OPPO-A5-6/128-AGREEN] Ecran 6.67″  LCD (720 x 1604 pixels) 90Hz - Processeur: Snapdragon® 6s 4G Gen 1 - Système d’exploitation: ColorOS 15.0 - Mémoire RAM : 6 Go - Capacité de stockage : 128 Go - Appareil Photo Arrière : 50 MP , 2 MP - Appare... 699,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-oppo-a5-4g-6go-128go-vert-aurore.html
Smartphone SAMSUNG GALAXY A17 4G 6Go 128Go - Noir,Samsung,SM-A17-4G-6/128-BK,699.000,,6,128.0,5000.0,6.7,50.0,,4G,Android 15,Octa Core,Noir,,Oui,"Smartphone SAMSUNG GALAXY A17 4G 6Go 128Go - Noir [SM-A17-4G-6/128-BK] Ecran 6.7"" (1080 x 2340 pixels) Super AMOLED, 90Hz - Processeur: Mediatek Helio G99 (6nm) Octa-Core - Système d’exploitation: Android 15 - Mémoire: 6Go - Stockage: 128Go - Appareil photo arrière: 50.0 MP + 5.0 MP + 2.0 M... 699,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a17-4g-6go-128go-noir.html
Smartphone SAMSUNG GALAXY A17 4G 6Go 128Go - Gris,Samsung,SM-A17-4G-6/128-GR,699.000,,6,128.0,5000.0,6.7,50.0,,4G,Android 15,Octa Core,Gris,,Oui,"Smartphone SAMSUNG GALAXY A17 4G 6Go 128Go - Gris [SM-A17-4G-6/128-GR] Ecran 6.7"" (1080 x 2340 pixels) Super AMOLED, 90Hz - Processeur: Mediatek Helio G99 (6nm) Octa-Core - Système d’exploitation: Android 15 - Mémoire: 6Go - Stockage: 128Go - Appareil photo arrière: 50.0 MP + 5.0 MP + 2.0 M... 699,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a17-4g-6go-128go-gris.html
Smartphone SAMSUNG GALAXY A17 4G 6Go 128Go - Bleu Clair,Samsung,SM-A17-4G-6/128-LBL,699.000,,6,128.0,5000.0,6.7,50.0,,4G,Android 15,Octa Core,Bleu Clair,,Oui,"Smartphone SAMSUNG GALAXY A17 4G 6Go 128Go - Bleu Clair [SM-A17-4G-6/128-LBL] Ecran 6.7"" (1080 x 2340 pixels) Super AMOLED, 90Hz - Processeur: Mediatek Helio G99 (6nm) Octa-Core - Système d’exploitation: Android 15 - Mémoire: 6Go - Stockage: 128Go - Appareil photo arrière: 50.0 MP + 5.0 MP + 2.0 M... 699,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a17-4g-6go-128go-bleu-clair.html
Smartphone SAMSUNG GALAXY A06 5G 12Go 128Go - Vert Clair,Samsung,SM-A06-5G-6/128-LGREEN,699.000,,6,128.0,5000.0,6.7,,,5G,,Octa Core,Vert Clair,,Oui,"Smartphone SAMSUNG GALAXY A06 5G 12Go 128Go - Vert Clair [SM-A06-5G-6/128-LGREEN] Écran 6.7"" LCD (720 x 1600 px TFT) - Défilement fluide à 60 Hz - Processeur: Mediatek Dimensity 6300 (6 nm) Octa-core - Système d'exploitation: Android - Mémoire RAM: 6 Go extensible jusqu’à 12 Go - Stockage: 128 Go - Ap... 699,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a06-5g-6go-128go-vert-clair.html
Smartphone XIAOMI Redmi 15C 8Go 256Go 5G - Vert Menthe,Xiaomi,REDMI-15C-5G-8/256-MGREEN,719.000,,8,256.0,5160.0,6.9,,,5G,,MediaTek,Vert Menthe,,Oui,"Smartphone XIAOMI Redmi 15C 8Go 256Go 5G - Vert Menthe [REDMI-15C-5G-8/256-MGREEN] Écran LCD 6,9"" HD+ (1600 × 720), 120 Hz, Taux d'échantillonnage tactile : jusqu'à 240 Hz - Processeur : MediaTek Dimensity 6300 8 cœurs - Système d’exploitation : Xiaomi HyperOS 2 - Mémoire : 8Go - Stockage: 256Go - Appa... 719,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-15c-8go-256go-5g-vert-menthe.html
Smartphone XIAOMI Redmi 15C 8Go 256Go 5G - Noir De Minuit,Xiaomi,REDMI-15C-5G-8/256-MBK,719.000,,8,256.0,5160.0,6.9,,,5G,,MediaTek,Noir De Minuit,,Oui,"Smartphone XIAOMI Redmi 15C 8Go 256Go 5G - Noir De Minuit [REDMI-15C-5G-8/256-MBK] Écran LCD 6,9"" HD+ (1600 × 720), 120 Hz, Taux d'échantillonnage tactile : jusqu'à 240 Hz - Processeur : MediaTek Dimensity 6300 8 cœurs - Système d’exploitation : Xiaomi HyperOS 2 - Mémoire : 8Go - Stockage: 256Go - Appa... 719,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-15c-8go-256go-5g-noir-de-minuit.html
Smartphone XIAOMI Redmi 15C 8Go 256Go 5G - Violet,Xiaomi,REDMI-15C-5G-8/256-DPURPLE,719.000,,8,256.0,5160.0,6.9,,,5G,,MediaTek,Violet,,Oui,"Smartphone XIAOMI Redmi 15C 8Go 256Go 5G - Violet [REDMI-15C-5G-8/256-DPURPLE] Écran LCD 6,9"" HD+ (1600 × 720), 120 Hz, Taux d'échantillonnage tactile : jusqu'à 240 Hz - Processeur : MediaTek Dimensity 6300 8 cœurs - Système d’exploitation : Xiaomi HyperOS 2 - Mémoire : 8Go - Stockage: 256Go - Appa... 719,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-15c-8go-256go-5g-violet.html
Smartphone Xiaomi Redmi Note 14 4G  8Go 128Go - Lime Green,Xiaomi,REDMI-N14-8/128-LGREEN,789.000,749.000,8,128.0,5000.0,6.67,108.0,,4G,,,Lime Green,,Oui,"Smartphone Xiaomi Redmi Note 14 4G  8Go 128Go - Lime Green [REDMI-N14-8/128-LGREEN] écran  6,67 "" AMOLED - Résolution : (2400 x 1080) - Taux de rafraîchissement : Jusqu'à 120 Hz - Processeur : Processeur Hélio G99-Ultra, jusqu'à 2,5 GHz- RAM : 8Go - Mémoire : 128Go - Caméra arrière : 108MP+2MP+2MP - Cam... 749,000 DT 789,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-8go-128go-lime-vert.html
Smartphone Xiaomi Redmi Note 14 4G 8Go 128Go - Midnight Black,Xiaomi,REDMI-N14-8/128-MB,789.000,749.000,8,128.0,5000.0,6.67,108.0,,4G,,,Midnight Black,,Oui,"Smartphone Xiaomi Redmi Note 14 4G 8Go 128Go - Midnight Black [REDMI-N14-8/128-MB] écran  6,67 "" AMOLED - Résolution: (2400 x 1080) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Hélio G99-Ultra, Procédé de fabrication 6 nm - RAM: 8Go - Mémoire: 128Go - Caméra arrière: 108MP+2MP+2MP - Caméra ... 749,000 DT 789,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-4g-8go-128go-midnight-black.html
