name,brand,ram_gb,storage_gb,battery_mah,screen_inches,camera_rear_mp,camera_front_mp,network,os,processor_type,price,url,source,specs_sum_normalized,value_score,price_tier,ram_per_1k_tnd,storage_per_1k_tnd,battery_per_1k_tnd,camera_rear_per_1k_tnd,camera_total_mp,storage_ram_ratio,battery_per_inch,total_specs_score,is_5g,is_flagship_brand,is_latest_android
Smartphone XIAOMI Redmi 15C 8Go 256Go - Bleu Moonlight,Xiaomi,8.0,25.0,5160.0,6.9,108.0,20.0,4G,Android 15,Octa Core,549.0,https://www.mytek.tn/smartphone-xiaomi-redmi-15c-8go-256go-bleu-moonlight.html,Mytek,0.403426209273482,0.7348382682577085,Mid-Range,14.571948998178506,45.53734061930783,9398.907103825135,196.72131147540983,128.0,3.125,747.8260869565217,0.27661698853444944,0,1,1
Smartphone XIAOMI Redmi 15C 8Go 256Go - Orange Twilight,Xiaomi,8.0,25.0,5160.0,6.9,108.0,20.0,4G,Android 15,Octa Core,549.0,https://www.mytek.tn/smartphone-xiaomi-redmi-15c-8go-256go-orange-twilight.html,Mytek,0.403426209273482,0.7348382682577085,Mid-Range,14.571948998178506,45.53734061930783,9398.907103825135,196.72131147540983,128.0,3.125,747.8260869565217,0.27661698853444944,0,1,1
Smartphone SAMSUNG GALAXY A16 12Go 128Go - Gris,Samsung,12.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,649.0,https://www.mytek.tn/smartphone-samsung-galaxy-a16-6go-128go-gris.html,Mytek,0.3388356702886471,0.5220888602290402,Mid-Range,18.489984591679505,197.22650231124805,7704.160246533128,77.04160246533128,62.0,10.666666666666666,746.2686567164179,0.24341422719759448,1,1,1
Smartphone SAMSUNG GALAXY A16 12Go 128Go - Noir,Samsung,12.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,649.0,https://www.mytek.tn/smartphone-samsung-galaxy-a16-6go-128go-noir.html,Mytek,0.3388356702886471,0.5220888602290402,Mid-Range,18.489984591679505,197.22650231124805,7704.160246533128,77.04160246533128,62.0,10.666666666666666,746.2686567164179,0.24341422719759448,1,1,1
Smartphone TECNO Spark 30 5G 4 Go 128 Go - Aurora Cloud,Tecno,4.0,128.0,5000.0,6.67,48.0,8.0,5G,Android 14,Octa Core,559.0,https://www.mytek.tn/smartphone-tecno-spark-30-5g-4-go-128-go-aurora-cloud.html,Mytek,0.3179914216580208,0.5688576416064772,Mid-Range,7.155635062611806,228.98032200357778,8944.543828264757,85.86762075134168,56.0,32.0,749.6251874062968,0.2283185695013176,1,0,1
Smartphone TECNO Spark 30 5G 4 Go 128 Go - midnight shadow,Tecno,4.0,128.0,5000.0,6.67,48.0,8.0,5G,Android 14,Octa Core,559.0,https://www.mytek.tn/smartphone-tecno-spark-30-5g-4-go-128-go-midnight-shadow.html,Mytek,0.3179914216580208,0.5688576416064772,Mid-Range,7.155635062611806,228.98032200357778,8944.543828264757,85.86762075134168,56.0,32.0,749.6251874062968,0.2283185695013176,1,0,1
Smartphone TECNO Spark 30 5G 4 Go 128 Go - Azure Sky,Tecno,4.0,128.0,5000.0,6.67,48.0,8.0,5G,Android 14,Octa Core,559.0,https://www.mytek.tn/smartphone-tecno-spark-30-5g-4-go-128-go-azure-sky.html,Mytek,0.3179914216580208,0.5688576416064772,Mid-Range,7.155635062611806,228.98032200357778,8944.543828264757,85.86762075134168,56.0,32.0,749.6251874062968,0.2283185695013176,1,0,1
Smartphone SAMSUNG GALAXY A16 12Go 128Go - Vert Clair,Samsung,12.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,649.0,https://www.mytek.tn/smartphone-samsung-galaxy-a16-12go-128go-vert-clair.html,Mytek,0.3388356702886471,0.5220888602290402,Mid-Range,18.489984591679505,197.22650231124805,7704.160246533128,77.04160246533128,62.0,10.666666666666666,746.2686567164179,0.24341422719759448,1,1,1
Smartphone INFINIX Hot 60I 5G 8Go 256Go - Rouge Prune,Infinix,8.0,1.0,5000.0,6.75,108.0,32.0,5G,Android 13,Octa Core,559.0,https://www.mytek.tn/smartphone-infinix-hot-60i-5g-8go-256go-rouge-prune.html,Mytek,0.4195094914041748,0.7504642064475399,Mid-Range,14.311270125223611,1.7889087656529514,8944.543828264757,193.20214669051876,140.0,0.125,740.7407407407408,0.28179000610435434,1,0,1
Smartphone INFINIX Hot 60I 5G 8Go 256Go - Sleek Black,Infinix,8.0,1.0,5000.0,6.75,108.0,32.0,5G,Android 13,Octa Core,559.0,https://www.mytek.tn/smartphone-infinix-hot-60i-5g-8go-256go-sleek-black.html,Mytek,0.4195094914041748,0.7504642064475399,Mid-Range,14.311270125223611,1.7889087656529514,8944.543828264757,193.20214669051876,140.0,0.125,740.7407407407408,0.28179000610435434,1,0,1
Smartphone INFINIX Hot 60I 5G 8Go 256Go - Shadow Bleu,Infinix,8.0,1.0,5000.0,6.75,108.0,32.0,5G,Android 13,Octa Core,559.0,https://www.mytek.tn/smartphone-infinix-hot-60i-5g-8go-256go-shadow-bleu.html,Mytek,0.4195094914041748,0.7504642064475399,Mid-Range,14.311270125223611,1.7889087656529514,8944.543828264757,193.20214669051876,140.0,0.125,740.7407407407408,0.28179000610435434,1,0,1
Smartphone XIAOMI Redmi 13 8Go 256Go - Noir,Xiaomi,8.0,256.0,5030.0,6.79,50.0,32.0,5G,Android 14,Octa Core,729.0,https://www.mytek.tn/smartphone-xiaomi-redmi-13-8go-256go-noir.html,Mytek,0.4574779371299981,0.6275417518930015,Mid-Range,10.973936899862826,351.16598079561044,6899.862825788752,68.58710562414267,82.0,32.0,740.7952871870398,0.3488867018697844,1,1,1
Smartphone INFINIX Hot 60 FF 5G 8Go 256Go - Sleek Black,Infinix,8.0,256.0,5000.0,6.7,50.0,8.0,5G,Android 15,Octa Core,579.0,https://www.mytek.tn/smartphone-infinix-hot-60-ff-5g-8go-256go-sleek-black.html,Mytek,0.3653877979890423,0.6310670086166534,Mid-Range,13.816925734024181,442.1416234887738,8635.578583765113,86.35578583765113,58.0,32.0,746.2686567164179,0.2957424187481873,1,0,1
Smartphone INFINIX Hot 60 FF 5G 8Go 256Go - Tandra Green,Infinix,8.0,256.0,5000.0,6.7,50.0,8.0,5G,Android 15,Octa Core,579.0,https://www.mytek.tn/smartphone-infinix-hot-60-ff-5g-8go-256go-tandra-green.html,Mytek,0.3653877979890423,0.6310670086166534,Mid-Range,13.816925734024181,442.1416234887738,8635.578583765113,86.35578583765113,58.0,32.0,746.2686567164179,0.2957424187481873,1,0,1
Smartphone INFINIX Hot 60 FF 5G 8Go 256Go - Shadow Blue,Infinix,8.0,256.0,5000.0,6.7,50.0,8.0,5G,Android 15,Octa Core,579.0,https://www.mytek.tn/smartphone-infinix-hot-60-ff-5g-8go-256go-shadow-blue.html,Mytek,0.3653877979890423,0.6310670086166534,Mid-Range,13.816925734024181,442.1416234887738,8635.578583765113,86.35578583765113,58.0,32.0,746.2686567164179,0.2957424187481873,1,0,1
Smartphone VIVO Y22 4Go 64Go - Bleu,Vivo,4.0,64.0,5000.0,6.78,50.0,5.0,4G,Android 12,Octa Core,699.0,https://www.mytek.tn/smartphone-vivo-y22-4go-64go-bleu.html,Mytek,0.29805917644188945,0.42640797774233113,Mid-Range,5.722460658082976,91.55937052932762,7153.07582260372,71.53075822603721,55.0,16.0,737.4631268436578,0.19570343379587907,0,0,0
Smartphone VIVO Y29 16Go 256Go - Noble Brown,Vivo,8.0,256.0,5000.0,6.68,50.0,5.0,4G,Android 15,Octa Core,599.0,https://www.mytek.tn/smartphone-vivo-y29-16go-256go-noble-brown.html,Mytek,0.35321674535746334,0.5896773712144631,Mid-Range,13.35559265442404,427.3789649415693,8347.245409015026,83.47245409015025,55.0,32.0,748.502994011976,0.2889661029587136,0,0,1
Smartphone VIVO Y29 16Go 256Go - Blanc,Vivo,8.0,256.0,5000.0,6.68,50.0,5.0,4G,Android 15,Octa Core,599.0,https://www.mytek.tn/smartphone-vivo-y29-16go-256go-blanc.html,Mytek,0.35321674535746334,0.5896773712144631,Mid-Range,13.35559265442404,427.3789649415693,8347.245409015026,83.47245409015025,55.0,32.0,748.502994011976,0.2889661029587136,0,0,1
Smartphone HONOR  X6C 12Go 256Go 4G - Noir,Honor,6.0,256.0,5000.0,6.61,50.0,5.0,4G,Android 15,Octa Core,599.0,https://www.mytek.tn/smartphone-honor-x6c-12go-256go-4g-noir.html,Mytek,0.34642279970902856,0.5783352248898641,Mid-Range,10.01669449081803,427.3789649415693,8347.245409015026,83.47245409015025,55.0,42.666666666666664,756.42965204236,0.286143605538693,0,0,1
Smartphone HONOR X6C 12Go 256Go 4G - Cyan,Honor,6.0,256.0,5000.0,6.61,50.0,5.0,4G,Android 15,Octa Core,599.0,https://www.mytek.tn/smartphone-honor-x6c-12go-256go-4g-cyan.html,Mytek,0.34642279970902856,0.5783352248898641,Mid-Range,10.01669449081803,427.3789649415693,8347.245409015026,83.47245409015025,55.0,42.666666666666664,756.42965204236,0.286143605538693,0,0,1
Smartphone HONOR X6C 12Go 256Go 4G - Blanc,Honor,6.0,256.0,5000.0,6.61,50.0,5.0,4G,Android 15,Octa Core,599.0,https://www.mytek.tn/smartphone-honor-x6c-12go-256go-4g-blanc.html,Mytek,0.34642279970902856,0.5783352248898641,Mid-Range,10.01669449081803,427.3789649415693,8347.245409015026,83.47245409015025,55.0,42.666666666666664,756.42965204236,0.286143605538693,0,0,1
SMARTPHONE OPPO A5X 4GO 128GO - LASER WHITE,OPPO,4.0,128.0,5000.0,6.63,50.0,32.0,4G,Android 15,Snapdragon,599.0,https://www.mytek.tn/smartphone-oppo-a5x-4go-128go-laser-white.html,Mytek,0.39952538477093125,0.6669872867628235,Mid-Range,6.67779632721202,213.68948247078464,8347.245409015026,83.47245409015025,82.0,32.0,754.1478129713424,0.2793172199736523,0,0,1
SMARTPHONE OPPO A5X 4GO 128GO - MIDNIGHT BLUE,OPPO,4.0,128.0,5000.0,6.63,50.0,32.0,4G,Android 15,Snapdragon,599.0,https://www.mytek.tn/smartphone-oppo-a5x-4go-128go-midnight-blue.html,Mytek,0.39952538477093125,0.6669872867628235,Mid-Range,6.67779632721202,213.68948247078464,8347.245409015026,83.47245409015025,82.0,32.0,754.1478129713424,0.2793172199736523,0,0,1
Smartphone TECNO Spark 30 5G 6GO 128 GO - Aurora Gold,Tecno,6.0,128.0,5000.0,6.67,108.0,8.0,5G,Android 14,Octa Core,599.0,https://www.mytek.tn/smartphone-tecno-spark-30-5g-6go-128-go-aurora-gold.html,Mytek,0.36992706771131384,0.6175744035247309,Mid-Range,10.01669449081803,213.68948247078464,8347.245409015026,180.30050083472455,116.0,21.333333333333332,749.6251874062968,0.29083742319664185,1,0,1
Smartphone TECNO Spark 30 5G 6GO 128 GO - Azure Sky,Tecno,6.0,128.0,5000.0,6.67,108.0,8.0,5G,Android 14,Octa Core,599.0,https://www.mytek.tn/smartphone-tecno-spark-30-5g-6go-128-go-azure-sky.html,Mytek,0.36992706771131384,0.6175744035247309,Mid-Range,10.01669449081803,213.68948247078464,8347.245409015026,180.30050083472455,116.0,21.333333333333332,749.6251874062968,0.29083742319664185,1,0,1
Smartphone VIVO V30 Lite 8Go 256Go - Vert Brise,Vivo,8.0,256.0,5000.0,6.67,50.0,50.0,5G,Android 14,Octa Core,899.0,https://www.mytek.tn/smartphone-vivo-v30-lite-8go-256go-vert-brise.html,Mytek,0.5085895523750072,0.5657280894049024,Mid-Range,8.898776418242491,284.7608453837597,5561.735261401557,55.61735261401557,100.0,32.0,749.6251874062968,0.38245294506397676,1,0,1
Smartphone XIAOMI Redmi 15C 4Go 128Go 5G - Vert Menthe,Xiaomi,4.0,128.0,5160.0,6.9,108.0,20.0,5G,Android 15,MediaTek,599.0,https://www.mytek.tn/smartphone-xiaomi-redmi-15c-4go-128go-5g-vert-menthe.html,Mytek,0.43571327935265525,0.7274011341446666,Mid-Range,6.67779632721202,213.68948247078464,8614.357262103505,180.30050083472455,128.0,32.0,747.8260869565217,0.32504759365320923,1,1,1
Smartphone XIAOMI Redmi 15C 4Go 128Go 5G - Violet,Xiaomi,4.0,128.0,5160.0,6.9,108.0,20.0,5G,Android 15,MediaTek,599.0,https://www.mytek.tn/smartphone-xiaomi-redmi-15c-4go-128go-5g-violet.html,Mytek,0.43571327935265525,0.7274011341446666,Mid-Range,6.67779632721202,213.68948247078464,8614.357262103505,180.30050083472455,128.0,32.0,747.8260869565217,0.32504759365320923,1,1,1
Smartphone XIAOMI Redmi 15C 4Go 128Go 5G -  Noir De Minuit,Xiaomi,4.0,128.0,5160.0,6.9,108.0,20.0,5G,Android 15,MediaTek,599.0,https://www.mytek.tn/smartphone-xiaomi-redmi-15c-4go-128go-5g-noir-de-minuit.html,Mytek,0.43571327935265525,0.7274011341446666,Mid-Range,6.67779632721202,213.68948247078464,8614.357262103505,180.30050083472455,128.0,32.0,747.8260869565217,0.32504759365320923,1,1,1
Smartphone HONOR X7D 5G  6Go 128Go - Desert Gold,Honor,6.0,128.0,5000.0,6.77,50.0,5.0,5G,Android 15,Snapdragon,639.0,https://www.mytek.tn/smartphone-honor-x7d-5g-6go-128go-desert-gold.html,Mytek,0.318709681296559,0.4987631945173068,Mid-Range,9.389671361502348,200.3129890453834,7824.726134585289,78.24726134585289,55.0,21.333333333333332,738.5524372230428,0.22773182265683078,1,0,1
Smartphone HONOR X7D 5G  6Go 128Go - Meteor Silver,Honor,6.0,128.0,5000.0,6.77,50.0,5.0,5G,Android 15,Snapdragon,639.0,https://www.mytek.tn/smartphone-honor-x7d-5g-6go-128go-meteor-silver.html,Mytek,0.318709681296559,0.4987631945173068,Mid-Range,9.389671361502348,200.3129890453834,7824.726134585289,78.24726134585289,55.0,21.333333333333332,738.5524372230428,0.22773182265683078,1,0,1
Smartphone HONOR X7D 5G  6Go 128Go - Velvet Black,Honor,6.0,128.0,5000.0,6.77,50.0,5.0,5G,Android 15,Snapdragon,639.0,https://www.mytek.tn/smartphone-honor-x7d-5g-6go-128go-velvet-black.html,Mytek,0.318709681296559,0.4987631945173068,Mid-Range,9.389671361502348,200.3129890453834,7824.726134585289,78.24726134585289,55.0,21.333333333333332,738.5524372230428,0.22773182265683078,1,0,1
Smartphone Xiaomi Redmi Note 14  4G  6Go 128Go -  Lime Green,Xiaomi,6.0,128.0,5000.0,6.67,108.0,32.0,4G,Android 14,Unknown,699.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-6go-128go-lime-vert.html,Mytek,0.4532604010446472,0.6484412032112263,Mid-Range,8.583690987124465,183.11874105865525,7153.07582260372,154.50643776824035,140.0,21.333333333333332,749.6251874062968,0.3408374231966419,0,1,1
Smartphone Xiaomi Redmi Note 14 4G  6Go 128Go - Midnight Black,Xiaomi,6.0,128.0,5000.0,6.67,108.0,32.0,4G,Android 14,Unknown,699.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-4g-6go-128go-midnight-black.html,Mytek,0.4532604010446472,0.6484412032112263,Mid-Range,8.583690987124465,183.11874105865525,7153.07582260372,154.50643776824035,140.0,21.333333333333332,749.6251874062968,0.3408374231966419,0,1,1
Smartphone Xiaomi Redmi Note 14 4G 6Go 128Go - Ocean Blue,Xiaomi,6.0,128.0,5000.0,6.67,108.0,32.0,4G,Android 14,Unknown,699.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-4g-6go-128go-ocean-blue.html,Mytek,0.4532604010446472,0.6484412032112263,Mid-Range,8.583690987124465,183.11874105865525,7153.07582260372,154.50643776824035,140.0,21.333333333333332,749.6251874062968,0.3408374231966419,0,1,1
Smartphone Xiaomi Redmi Note 14 4G 6Go 128Go - Sand Gold,Xiaomi,6.0,128.0,5000.0,6.67,108.0,32.0,4G,Android 14,Unknown,669.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-4g-6go-128go-sand-gold.html,Mytek,0.4532604010446472,0.6775192840727162,Mid-Range,8.968609865470851,191.3303437967115,7473.841554559043,161.43497757847533,140.0,21.333333333333332,749.6251874062968,0.3408374231966419,0,1,1
Smartphone SAMSUNG GALAXY A16 4G 16Go 256Go - Noir,Samsung,16.0,256.0,5000.0,6.7,50.0,12.0,4G,Android 15,Octa Core,799.0,https://www.mytek.tn/smartphone-samsung-galaxy-a16-8go-256go-noir.html,Mytek,0.3818910659628985,0.4779612840586965,Mid-Range,20.02503128911139,320.40050062578223,6257.822277847309,62.57822277847309,62.0,16.0,746.2686567164179,0.30799732070897157,0,1,1
Smartphone SAMSUNG GALAXY A16 16Go 256Go - Gris,Samsung,16.0,256.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,699.0,https://www.mytek.tn/smartphone-samsung-galaxy-a16-16go-256go-gris.html,Mytek,0.3818910659628985,0.5463391501615144,Mid-Range,22.889842632331906,366.2374821173105,7153.07582260372,71.53075822603721,62.0,16.0,746.2686567164179,0.30799732070897157,1,1,1
Smartphone XIAOMI Redmi 15 8Go 256Go - Violet Sableux,Xiaomi,8.0,256.0,5000.0,6.9,108.0,20.0,4G,Android 15,Octa Core,669.0,https://www.mytek.tn/smartphone-xiaomi-redmi-15-8go-256go-violet-sableux.html,Mytek,0.47417097387748136,0.7087757457062501,Mid-Range,11.958146487294469,382.660687593423,7473.841554559043,161.43497757847533,128.0,32.0,724.6376811594203,0.38549275613010364,0,1,1
Smartphone XIAOMI Redmi 15 8Go 256Go - Noir De Minuit,Xiaomi,8.0,256.0,5000.0,6.9,108.0,20.0,4G,Android 15,Octa Core,669.0,https://www.mytek.tn/smartphone-xiaomi-redmi-15-8go-256go-noir-de-minuit.html,Mytek,0.47417097387748136,0.7087757457062501,Mid-Range,11.958146487294469,382.660687593423,7473.841554559043,161.43497757847533,128.0,32.0,724.6376811594203,0.38549275613010364,0,1,1
Smartphone XIAOMI Redmi 15 8Go 256Go - Gris Titane,Xiaomi,8.0,256.0,5000.0,6.9,108.0,20.0,4G,Android 15,Octa Core,669.0,https://www.mytek.tn/smartphone-xiaomi-redmi-15-8go-256go-gris-titane.html,Mytek,0.47417097387748136,0.7087757457062501,Mid-Range,11.958146487294469,382.660687593423,7473.841554559043,161.43497757847533,128.0,32.0,724.6376811594203,0.38549275613010364,0,1,1
Smartphone VIVO V40 Lite 8Go 256Go - Vert,Vivo,8.0,256.0,5500.0,6.67,50.0,5.0,4G,Android 14,Octa Core,999.0,https://www.mytek.tn/smartphone-vivo-v40-lite-8go-256go-vert.html,Mytek,0.3667073684669613,0.3670744429098712,Mid-Range,8.008008008008009,256.2562562562563,5505.505505505505,50.050050050050054,55.0,32.0,824.5877061469265,0.3016339795467354,0,0,1
Smartphone VIVO V40 Lite 8Go 256Go - Silver Titane,Vivo,8.0,256.0,5500.0,6.67,50.0,5.0,4G,Android 14,Octa Core,999.0,https://www.mytek.tn/smartphone-vivo-v40-lite-8go-256go-silver-titane.html,Mytek,0.3667073684669613,0.3670744429098712,Mid-Range,8.008008008008009,256.2562562562563,5505.505505505505,50.050050050050054,55.0,32.0,824.5877061469265,0.3016339795467354,0,0,1
Smartphone Xiaomi Redmi 13C 5G 8Go 256Go - Starry Silver,Xiaomi,8.0,256.0,5030.0,6.74,50.0,5.0,5G,Android 13,MediaTek,799.0,https://www.mytek.tn/smartphone-xiaomi-redmi-13c-5g-8go-256go-starry-silver.html,Mytek,0.3593419722177174,0.44973963982192416,Mid-Range,10.012515644555695,320.40050062578223,6295.369211514393,62.57822277847309,55.0,32.0,746.2908011869436,0.2913209123961002,1,1,1
Smartphone Xiaomi Redmi 13C 5G 8Go 256Go - Starry Noir,Xiaomi,8.0,256.0,5030.0,6.74,50.0,5.0,5G,Android 13,MediaTek,799.0,https://www.mytek.tn/smartphone-xiaomi-redmi-13c-5g-8go-256go-starry-noir.html,Mytek,0.3593419722177174,0.44973963982192416,Mid-Range,10.012515644555695,320.40050062578223,6295.369211514393,62.57822277847309,55.0,32.0,746.2908011869436,0.2913209123961002,1,1,1
Smartphone OPPO A5 4G 6Go 128Go - Blanc brumeux,OPPO,6.0,128.0,5000.0,6.67,50.0,32.0,4G,Android 13,Snapdragon,699.0,https://www.mytek.tn/smartphone-oppo-a5-4g-6go-128go-blanc-brumeux.html,Mytek,0.40368775147199765,0.5775218189871212,Mid-Range,8.583690987124465,183.11874105865525,7153.07582260372,71.53075822603721,82.0,21.333333333333332,749.6251874062968,0.2813502437094624,0,0,1
Smartphone OPPO A5 4G 6Go 128Go - Vert aurore,OPPO,6.0,128.0,5000.0,6.67,50.0,32.0,4G,Android 13,Snapdragon,699.0,https://www.mytek.tn/smartphone-oppo-a5-4g-6go-128go-vert-aurore.html,Mytek,0.40368775147199765,0.5775218189871212,Mid-Range,8.583690987124465,183.11874105865525,7153.07582260372,71.53075822603721,82.0,21.333333333333332,749.6251874062968,0.2813502437094624,0,0,1
Smartphone SAMSUNG GALAXY A17 4G 6Go 128Go - Noir,Samsung,6.0,128.0,5000.0,6.7,50.0,12.0,4G,Android 15,Octa Core,699.0,https://www.mytek.tn/smartphone-samsung-galaxy-a17-4g-6go-128go-noir.html,Mytek,0.3368748859749216,0.48193832042191936,Mid-Range,8.583690987124465,183.11874105865525,7153.07582260372,71.53075822603721,62.0,21.333333333333332,746.2686567164179,0.24047305072700625,0,1,1
Smartphone SAMSUNG GALAXY A17 4G 6Go 128Go - Gris,Samsung,6.0,128.0,5000.0,6.7,50.0,12.0,4G,Android 15,Octa Core,699.0,https://www.mytek.tn/smartphone-samsung-galaxy-a17-4g-6go-128go-gris.html,Mytek,0.3368748859749216,0.48193832042191936,Mid-Range,8.583690987124465,183.11874105865525,7153.07582260372,71.53075822603721,62.0,21.333333333333332,746.2686567164179,0.24047305072700625,0,1,1
Smartphone SAMSUNG GALAXY A17 4G 6Go 128Go - Bleu Clair,Samsung,6.0,128.0,5000.0,6.7,50.0,12.0,4G,Android 15,Octa Core,699.0,https://www.mytek.tn/smartphone-samsung-galaxy-a17-4g-6go-128go-bleu-clair.html,Mytek,0.3368748859749216,0.48193832042191936,Mid-Range,8.583690987124465,183.11874105865525,7153.07582260372,71.53075822603721,62.0,21.333333333333332,746.2686567164179,0.24047305072700625,0,1,1
Smartphone SAMSUNG GALAXY A06 5G 12Go 128Go - Vert Clair,Samsung,6.0,128.0,5000.0,6.7,50.0,12.0,5G,Android 15,Octa Core,699.0,https://www.mytek.tn/smartphone-samsung-galaxy-a06-5g-6go-128go-vert-clair.html,Mytek,0.3368748859749216,0.48193832042191936,Mid-Range,8.583690987124465,183.11874105865525,7153.07582260372,71.53075822603721,62.0,21.333333333333332,746.2686567164179,0.24047305072700625,1,1,1
Smartphone XIAOMI Redmi 15C 8Go 256Go 5G - Vert Menthe,Xiaomi,8.0,256.0,5160.0,6.9,108.0,20.0,5G,Android 14,MediaTek,719.0,https://www.mytek.tn/smartphone-xiaomi-redmi-15c-8go-256go-5g-vert-menthe.html,Mytek,0.4787686750269067,0.6658813282710803,Mid-Range,11.126564673157164,356.05006954102925,7176.634214186371,150.2086230876217,128.0,32.0,747.8260869565217,0.3896306871645863,1,1,1
Smartphone XIAOMI Redmi 15C 8Go 256Go 5G - Noir De Minuit,Xiaomi,8.0,256.0,5160.0,6.9,108.0,20.0,5G,Android 14,MediaTek,719.0,https://www.mytek.tn/smartphone-xiaomi-redmi-15c-8go-256go-5g-noir-de-minuit.html,Mytek,0.4787686750269067,0.6658813282710803,Mid-Range,11.126564673157164,356.05006954102925,7176.634214186371,150.2086230876217,128.0,32.0,747.8260869565217,0.3896306871645863,1,1,1
Smartphone XIAOMI Redmi 15C 8Go 256Go 5G - Violet,Xiaomi,8.0,256.0,5160.0,6.9,108.0,20.0,5G,Android 14,MediaTek,719.0,https://www.mytek.tn/smartphone-xiaomi-redmi-15c-8go-256go-5g-violet.html,Mytek,0.4787686750269067,0.6658813282710803,Mid-Range,11.126564673157164,356.05006954102925,7176.634214186371,150.2086230876217,128.0,32.0,747.8260869565217,0.3896306871645863,1,1,1
Smartphone Xiaomi Redmi Note 14 4G  8Go 128Go - Lime Green,Xiaomi,8.0,128.0,5000.0,6.67,108.0,32.0,4G,Android 14,Unknown,789.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-8go-128go-lime-vert.html,Mytek,0.45391399581588904,0.575302909779327,Mid-Range,10.139416983523446,162.23067173637514,6337.135614702154,136.88212927756652,140.0,16.0,749.6251874062968,0.34181781535350464,0,1,1
Smartphone Xiaomi Redmi Note 14 4G 8Go 128Go - Midnight Black,Xiaomi,8.0,128.0,5000.0,6.67,108.0,32.0,4G,Android 14,Unknown,789.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-4g-8go-128go-midnight-black.html,Mytek,0.45391399581588904,0.575302909779327,Mid-Range,10.139416983523446,162.23067173637514,6337.135614702154,136.88212927756652,140.0,16.0,749.6251874062968,0.34181781535350464,0,1,1
Smartphone Xiaomi Redmi Note 14 4G  8Go 256Go - Midnight Black,Xiaomi,8.0,256.0,5000.0,6.67,108.0,32.0,4G,Android 14,Unknown,999.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-8go-256go-noir-de-minuit.html,Mytek,0.4956622019476568,0.4961583603079648,Mid-Range,8.008008008008009,256.2562562562563,5005.005005005005,108.10810810810811,140.0,32.0,749.6251874062968,0.4044401245511563,0,1,1
Smartphone Xiaomi Redmi Note 14 4G 8Go 256Go - ocean blue,Xiaomi,8.0,256.0,5000.0,6.67,108.0,32.0,4G,Android 14,Unknown,999.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-8go-256go-ocean-blue.html,Mytek,0.4956622019476568,0.4961583603079648,Mid-Range,8.008008008008009,256.2562562562563,5005.005005005005,108.10810810810811,140.0,32.0,749.6251874062968,0.4044401245511563,0,1,1
Smartphone Xiaomi Redmi Note 14  4G  8Go 256Go - Lime Green,Xiaomi,8.0,256.0,5000.0,6.67,108.0,32.0,4G,Android 14,Unknown,999.0,https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-8go-256go-lime-vert.html,Mytek,0.4956622019476568,0.4961583603079648,Mid-Range,8.008008008008009,256.2562562562563,5005.005005005005,108.10810810810811,140.0,32.0,749.6251874062968,0.4044401245511563,0,1,1
Smartphone INFINIX Note 50s 5G 8Go 256Go - Red Burgundy,Infinix,8.0,256.0,5000.0,6.78,108.0,32.0,5G,Android 15,Octa Core,899.0,https://www.mytek.tn/smartphone-infinix-note-50s-5g-8go-256go-red-burgundy.html,Mytek,0.5053113247546743,0.5620815625747212,Mid-Range,8.898776418242491,284.7608453837597,5561.735261401557,120.13348164627364,140.0,32.0,737.4631268436578,0.4073348613932616,1,0,1
Smartphone INFINIX Note 50s 5G 8Go 256Go - Adrift,Infinix,8.0,256.0,5000.0,6.78,108.0,32.0,5G,Android 15,Octa Core,899.0,https://www.mytek.tn/smartphone-infinix-note-50s-5g-8go-256go-adrift.html,Mytek,0.5053113247546743,0.5620815625747212,Mid-Range,8.898776418242491,284.7608453837597,5561.735261401557,120.13348164627364,140.0,32.0,737.4631268436578,0.4073348613932616,1,0,1
Smartphone INFINIX Note 50s 5G 8Go 256Go - Titanium Grey,Infinix,8.0,256.0,5000.0,6.78,108.0,32.0,5G,Android 15,Octa Core,899.0,https://www.mytek.tn/smartphone-infinix-note-50s-5g-8go-256go-titanium-grey.html,Mytek,0.5053113247546743,0.5620815625747212,Mid-Range,8.898776418242491,284.7608453837597,5561.735261401557,120.13348164627364,140.0,32.0,737.4631268436578,0.4073348613932616,1,0,1
