price,value_score,total_specs_score,brand,network,os,processor_type,price_tier,price,name
429.0,0.7544046430239499,0.23312010955053564,Samsung,4G,Android 15,Octa Core,Budget,429.0,Samsung Galaxy A07 / 8 Go / 128 Go / Vert Avec Chargeur secteur et câble
429.0,0.9189335414057361,0.31859518161202816,Xiaomi,4G,Android 15,Octa Core,Budget,429.0,Smartphone XIAOMI Redmi 15C / 4GO / 128GO / MIDNIGHT BLACK
429.0,0.9189335414057361,0.31859518161202816,Xiaomi,4G,Android 15,Octa Core,Budget,429.0,Smartphone XIAOMI Redmi 15C / 4GO / 128GO / MINT GREEN
429.0,0.9189335414057361,0.31859518161202816,Xiaomi,4G,Android 15,Octa Core,Budget,429.0,Smartphone XIAOMI Redmi 15C / 4GO / 128GO / TWILIGHT ORANGE
429.0,0.9189335414057361,0.31859518161202816,Xiaomi,4G,Android 15,Octa Core,Budget,429.0,Smartphone XIAOMI Redmi 15C / 4GO / 128GO / MOONLIGHT BLUE
449.0,0.9079247838106852,0.31861383684740163,Infinix,5G,Android 15,MediaTek,Budget,449.0,Smartphone Infinix HOT 60i 5G / 4 Go / 128 Go / Noir
449.0,0.9079247838106852,0.31861383684740163,Infinix,5G,Android 15,MediaTek,Budget,449.0,Smartphone Infinix HOT 60i 5G / 4 Go / 128 Go / Rouge
449.0,0.9079247838106852,0.31861383684740163,Infinix,5G,Android 15,MediaTek,Budget,449.0,Smartphone Infinix HOT 60i 5G / 4 Go / 128 Go / Vert
459.0,0.7165532261983563,0.24176192834701976,Vivo,4G,Android 14,Octa Core,Budget,459.0,Smartphone VIVO Y19S / 12 Go / 128 Go / Silver
459.0,0.7165532261983563,0.24176192834701976,Vivo,4G,Android 14,Octa Core,Budget,459.0,Smartphone VIVO Y19S / 12 Go / 128 Go / Noir
469.0,0.8405596785992768,0.31859518161202816,Xiaomi,4G,Android 15,Octa Core,Budget,469.0,Smartphone XIAOMI Redmi 15C / 6GO / 128GO / MINT GREEN
469.0,0.8405596785992768,0.31859518161202816,Xiaomi,4G,Android 15,Octa Core,Budget,469.0,Smartphone XIAOMI Redmi 15C / 6GO / 128GO / TWILIGHT ORANGE
469.0,0.8405596785992768,0.31859518161202816,Xiaomi,4G,Android 15,Octa Core,Budget,469.0,Smartphone XIAOMI Redmi 15C / 6GO / 128GO / MIDNIGHT BLACK
