name,brand,price_tnd,original_price_tnd,discount_percent,ram_gb,storage_gb,color,network,availability,product_url,image_url,category,source,battery_mah,screen_inches,camera_rear_mp,camera_front_mp,os,processor_type
iPhone 17 256GB Steel Gray eSIM,Apple,3.0,3.6,16.7,,256.0,Gray,,In Stock,https://bestphone.tn/product/iphone-17-256gb-steel-gray/,,iphone,BestPhone.tn,,,,,,
iPhone 17 256GB White eSIM,Apple,3.0,3.6,16.7,,256.0,White,,In Stock,https://bestphone.tn/product/iphone-17-256gb-white/,,iphone,BestPhone.tn,,,,,,
iPhone 16 Plus 128 GB Pink,Apple,2.6,3.3,21.2,,128.0,Pink,,In Stock,https://bestphone.tn/product/iphone-16-plus-128-gb-pink/,,iphone,BestPhone.tn,,,,,,
iPhone 16 Plus 128 GB Teal,Apple,2.6,3.3,21.2,,128.0,Teal,,In Stock,https://bestphone.tn/product/iphone-16-plus-128-gb-teal/,,iphone,BestPhone.tn,,,,,,
iPhone 16 Plus 128 GB Ultramarine,Apple,2.6,3.3,21.2,,128.0,Ultramarine,,In Stock,https://bestphone.tn/product/iphone-16-plus-128-gb-ultramarine/,,iphone,BestPhone.tn,,,,,,
iPhone 16 Plus 128 GB White,Apple,2.6,3.3,21.2,,128.0,White,,In Stock,https://bestphone.tn/product/iphone-16-plus-128-gb-white/,,iphone,BestPhone.tn,,,,,,
iPhone 16 Plus 128GB Black,Apple,2.6,3.3,21.2,,128.0,Black,,In Stock,https://bestphone.tn/product/iphone-16-plus-128gb-black/,,iphone,BestPhone.tn,,,,,,
iPhone 16 128GB – Black,Apple,2.35,2.6,9.6,,128.0,Black,,In Stock,https://bestphone.tn/product/iphone-16-128gb-black/,,iphone,BestPhone.tn,,,,,,
iPhone 16 128GB – Pink,Apple,2.35,2.6,9.6,,128.0,Pink,,In Stock,https://bestphone.tn/product/iphone-16-128gb-pink/,,iphone,BestPhone.tn,,,,,,
iPhone 16 128GB – Teal,Apple,2.35,2.6,9.6,,128.0,Teal,,In Stock,https://bestphone.tn/product/iphone-16-128gb-vert/,,iphone,BestPhone.tn,,,,,,
iPhone 16 128GB – Ultramarine,Apple,2.35,2.6,9.6,,128.0,Ultramarine,,In Stock,https://bestphone.tn/product/iphone-16-128gb-ultramarine/,,iphone,BestPhone.tn,,,,,,
iPhone 16 128GB – White,Apple,2.35,2.6,9.6,,128.0,White,,In Stock,https://bestphone.tn/product/iphone-16-128gb-white/,,iphone,BestPhone.tn,,,,,,
iPhone 15 128GB Bleu,Apple,2.1,2.35,10.6,,128.0,Bleu,,In Stock,https://bestphone.tn/product/iphone-15-128gb-bleu/,,iphone,BestPhone.tn,,,,,,
iPhone 15 128GB NOIR,Apple,2.1,2.35,10.6,,128.0,Noir,,In Stock,https://bestphone.tn/product/iphone-15-128gb-noir/,,iphone,BestPhone.tn,,,,,,
iPhone 15 128GB Pink,Apple,2.1,2.35,10.6,,128.0,Pink,,In Stock,https://bestphone.tn/product/iphone-15-128gb-pink/,,iphone,BestPhone.tn,,,,,,
iPhone 15 128GB Vert,Apple,2.1,2.35,10.6,,128.0,Vert,,In Stock,https://bestphone.tn/product/iphone-15-128gb-vert/,,iphone,BestPhone.tn,,,,,,
iPhone 14 128GB Blanc,Apple,1.8,2.1,14.3,,128.0,Blanc,,In Stock,https://bestphone.tn/product/iphone-14-128gb-blanc/,,iphone,BestPhone.tn,,,,,,
iPhone 14 128GB Bleu,Apple,1.8,2.1,14.3,,128.0,Bleu,,In Stock,https://bestphone.tn/product/iphone-14-128gb-bleu/,,iphone,BestPhone.tn,,,,,,
iPhone 14 128GB NOIR,Apple,1.8,2.1,14.3,,128.0,Noir,,In Stock,https://bestphone.tn/product/iphone-14-128gb-noir/,,iphone,BestPhone.tn,,,,,,
iPhone 13 128GB Blanc,Apple,1.6,1.75,8.6,,128.0,Blanc,,Out of Stock,https://bestphone.tn/product/iphone-13-128gb-blanc/,,iphone,BestPhone.tn,,,,,,
iPhone 13 128GB NOIR,Apple,1.6,1.75,8.6,,128.0,Noir,,Out of Stock,https://bestphone.tn/product/iphone-13-128gb-noir/,,iphone,BestPhone.tn,,,,,,
iPhone 17 512GB Black,Apple,4.3,,,,512.0,Black,,In Stock,https://bestphone.tn/product/iphone-17-512gb-black/,,iphone,BestPhone.tn,,,,,,
iPhone 17 512GB Green,Apple,4.3,,,,512.0,Green,,In Stock,https://bestphone.tn/product/iphone-17-512gb-green/,,iphone,BestPhone.tn,,,,,,
iPhone 17 512GB Light Bleu,Apple,4.3,,,,512.0,Bleu,,In Stock,https://bestphone.tn/product/iphone-17-512gb-light-bleu/,,iphone,BestPhone.tn,,,,,,
iPhone 17 512GB Purple,Apple,4.3,,,,512.0,Purple,,In Stock,https://bestphone.tn/product/iphone-17-512gb-purple/,,iphone,BestPhone.tn,,,,,,
iPhone 17 512GB Steel Gray,Apple,4.3,,,,512.0,Gray,,In Stock,https://bestphone.tn/product/iphone-17-512gb-steel-gray/,,iphone,BestPhone.tn,,,,,,
iPhone 17 512GB White,Apple,4.3,,,,512.0,White,,In Stock,https://bestphone.tn/product/iphone-17-512gb-white/,,iphone,BestPhone.tn,,,,,,
