model,brand,reference,price_dt,ram_gb,storage_gb,battery_mah,screen_inches,camera_rear_mp,camera_front_mp,network,os,processor_type,color,warranty,in_stock,description,url
Smartphone Infinix HOT 60 5G / 8 Go / 256 Go / Bleu,Infinix,HOT60_5G-8-256G-BL,579.000,8.0,256,5200.0,6.7,50.0,8.0,5G,Android 15,MediaTek,Bleu,1 an,Oui,"Smartphone Infinix HOT 60 5G / 8 Go / 256 Go / Bleu [HOT60_5G-8-256G-BL] Double SIM - Écran LCD IPS 6.7"" (720 x 1600 px), 120 Hz - Processeur Mediatek Dimension 7020 (6 nm) - GPU : IMG BXM-8-256 - RAM 8 Go - Stockage : 256 Go - Caméra Principal : 50 MP, f/1,6 - Caméra Avant : 8 MP, f/2.0, (grand angle) - Flash avant + double arrière - Capacité Batterie : 5200 mAh - Chargement Rapide 18 W - Réseau : 5G - Wifi, Bluetooth 5.4 - étanche à la poussière et à l'eau : IP64 - Empreinte digitale latérale ",https://www.tunisianet.com.tn/smartphone-tunisie/87298-smartphone-infinix-hot-60-5g-8-go-256-go-bleu.html
Smartphone Infinix HOT 60 5G / 8 Go / 256 Go / CARAMEL,Infinix,HOT60_5G-8-256G-CR,579.000,8.0,256,5200.0,6.7,50.0,8.0,5G,Android 15,MediaTek,CARAMEL,1 an,Oui,"Smartphone Infinix HOT 60 5G / 8 Go / 256 Go / CARAMEL [HOT60_5G-8-256G-CR] Double SIM - Écran LCD IPS 6.7"" (720 x 1600 px), 120 Hz - Processeur Mediatek Dimension 7020 (6 nm) - GPU : IMG BXM-8-256 - RAM 8 Go - Stockage : 256 Go - Caméra Principal : 50 MP, f/1,6 - Caméra Avant : 8 MP, f/2.0, (grand angle) - Flash avant + double arrière - Capacité Batterie : 5200 mAh - Chargement Rapide 18 W - Réseau : 5G - Wifi, Bluetooth 5.4 - étanche à la poussière et à l'eau : IP64 - Empreinte digitale latéra",https://www.tunisianet.com.tn/smartphone-tunisie/87297-smartphone-infinix-hot-60-5g-8-go-256-go-caramel.html
Smartphone Infinix HOT 60 5G / 8 Go / 256 Go / Noir,Infinix,HOT60_5G-8-256G-BK,579.000,8.0,256,5200.0,6.7,50.0,8.0,5G,Android 15,MediaTek,Noir,1 an,Oui,"Smartphone Infinix HOT 60 5G / 8 Go / 256 Go / Noir [HOT60_5G-8-256G-BK] Double SIM - Écran LCD IPS 6.7"" (720 x 1600 px), 120 Hz - Processeur Mediatek Dimension 7020 (6 nm) - GPU : IMG BXM-8-256 - RAM 8 Go - Stockage : 256 Go - Caméra Principal : 50 MP, f/1,6 - Caméra Avant : 8 MP, f/2.0, (grand angle) - Flash avant + double arrière - Capacité Batterie : 5200 mAh - Chargement Rapide 18 W - Réseau : 5G - Wifi, Bluetooth 5.4 - étanche à la poussière et à l'eau : IP64 - Empreinte digitale latérale ",https://www.tunisianet.com.tn/smartphone-tunisie/87296-smartphone-infinix-hot-60-5g-8-go-256-go-noir.html
Smartphone Samsung Galaxy A16 / 12Go / 128 Go / NOIR,Samsung,SM-A16-6-128G-BK,599.000,12.0,128,5000.0,6.7,50.0,,4G,Android 14,Octa Core,NOIR,1 an,Oui,"Smartphone Samsung Galaxy A16 / 12Go / 128 Go / NOIR [SM-A16-6-128G-BK] Double Sim - Écran 6,7"" Super AMOLED, 90 Hz 1080 x 2340 pixels (FHD+) - Processeur Octa-Core Mediatek Hélio G99 (6 nm) - RAM 12 Go (6Go + 6Go Extensible) - Mémoire 128 Go - Android 14 - Appareil Photo 50 MP (f/1.8 grand angle) + 5 MP (ultra grand angle) + 2 MP (macro) - Caméra frontale de 13 MP (f/2.0 grand angle) - Réseau 4G - Connectivité : BlueTooth 5.3 - Wi-Fi - Wi-Fi Direct - Lecteur d'empreinte digitale (montée sur le ",https://www.tunisianet.com.tn/smartphone-tunisie/81864-smartphone-samsung-galaxy-a16-12go-128-go-noir.html
SMARTPHONE OPPO A5x 4G / 4Go/128Go / Bleu,Oppo,OPPO-A5X-4-128G-BL,599.000,4.0,128,6000.0,6.67,32.0,5.0,4G,Android 15,Snapdragon,Bleu,2 an,Oui,"SMARTPHONE OPPO A5x 4G / 4Go/128Go / Bleu [OPPO-A5X-4-128G-BL] Double SIM - Écran 6.67” LCD IPS - Résolution : 720 x 1604 Pixels - Taux de rafraichissement 90 Hz - Luminosité 1000 nits - Processeur Snapdragon 6s 4G Gen 1 - RAM 4Go (4Go + 4Go Extensible) - Stockage 128 Go - IP65 Résistance à l'eau et à la poussière Résistance aux chocs de niveau militaire - Caméra principale : 32 MP, f/1,8 (grand angle) , Vidéo 1080p à 30 ips - Caméra Avant : 5 MP, f/2,2, (grand angle) , Vidéo 1080p à 30 ips - Ré",https://www.tunisianet.com.tn/smartphone-tunisie/88093-smartphone-oppo-a5x-4g-4go128go-bleu.html
Smartphone Samsung Galaxy A16 / 12Go / 128 Go / GRIS,Samsung,SM-A16-6-128G-GR,599.000,12.0,128,5000.0,6.7,50.0,,4G,Android 14,Octa Core,GRIS,1 an,Oui,"Smartphone Samsung Galaxy A16 / 12Go / 128 Go / GRIS [SM-A16-6-128G-GR] Double Sim - Écran 6,7"" Super AMOLED, 90 Hz 1080 x 2340 pixels (FHD+) - Processeur Octa-Core Mediatek Hélio G99 (6 nm) - RAM 12 Go (6Go + 6Go Extensible) - Mémoire 128 Go - Android 14 - Appareil Photo 50 MP (f/1.8 grand angle) + 5 MP (ultra grand angle) + 2 MP (macro) - Caméra frontale de 13 MP (f/2.0 grand angle) - Réseau 4G - Connectivité : BlueTooth 5.3 - Wi-Fi - Wi-Fi Direct - Lecteur d'empreinte digitale (montée sur le ",https://www.tunisianet.com.tn/smartphone-tunisie/81866-smartphone-samsung-galaxy-a16-12go-128-go-gris.html
Smartphone HONOR X6c / 12 Go / 256 Go / Noir,Honor,HONOR-X6C-6-256-BK,599.000,12.0,256,5300.0,6.61,50.0,5.0,4G,Android 15,Octa Core,Noir,1 an,Oui,"Smartphone HONOR X6c / 12 Go / 256 Go / Noir [HONOR-X6C-6-256-BK] Double SIM - Écran LCD TFT 6.61"" - Résolution (720 x 1604 px) - taux de rafraichissement : 120 Hz - Processeur Octa-core MediaTek Helio G81 Ultra - GPU : Mali-G52 MC2 - RAM 12Go (6 Go + 6Go Extensible) - Stockage 256 Go - Caméra principale 50MP (f/1.8) + objectif auxiliaire - Zoom numérique 10X - Lampe de poche arrière - Caméra frontale 5 MP ( grand angle f/2.2) - Batterie Li-ion polymère 5300 mAh - Super charge USB-C 35 W - Résea",https://www.tunisianet.com.tn/smartphone-tunisie/86680-smartphone-honor-x6c-12-go-256-go-noir.html
Smartphone Xiaomi Redmi 15C 5G / 4 Go / 128 Go / Vert,Xiaomi,REDMI15C-5G-4-128G-VR,599.000,4.0,128,6000.0,6.9,50.0,8.0,5G,HyperOS 2,MediaTek,Vert,1 an,Oui,"Smartphone Xiaomi Redmi 15C 5G / 4 Go / 128 Go / Vert [REDMI15C-5G-4-128G-VR] Double SIM - Écran 6.9"" (1600 × 720 px), AdaptiveSync, jusqu'à 120 Hz - Processeur: MediaTek Dimensity 6300 en 6 nm - RAM: 4 Go - Stockage: 128 Go - Connectivité: 5G , Wi-Fi, Bluetooth 5.4, USB Type-C - Système d'exploitation : Xiaomi HyperOS 2 - Capacité de la batterie: 6000 mAh - Charge rapide: 33 W - Appareil photo arrière: 50 MP - Appareil photo avant: 8 MP - Résistance à la poussière et à l'eau: IP64 - Capteur d'e",https://www.tunisianet.com.tn/smartphone-tunisie/91483-smartphone-xiaomi-redmi-15c-5g-4-go-128-go-vert.html
Smartphone Xiaomi Redmi 15C 5G / 4 Go / 128 Go / Noir,Xiaomi,REDMI15C-5G-4-128G-BK,599.000,4.0,128,6000.0,6.9,50.0,8.0,5G,HyperOS 2,MediaTek,Noir,1 an,Oui,"Smartphone Xiaomi Redmi 15C 5G / 4 Go / 128 Go / Noir [REDMI15C-5G-4-128G-BK] Double SIM - Écran 6.9"" (1600 × 720 px), AdaptiveSync, jusqu'à 120 Hz - Processeur: MediaTek Dimensity 6300 en 6 nm - RAM: 4 Go - Stockage: 128 Go - Connectivité: 5G , Wi-Fi, Bluetooth 5.4, USB Type-C - Système d'exploitation : Xiaomi HyperOS 2 - Capacité de la batterie: 6000 mAh - Charge rapide: 33 W - Appareil photo arrière: 50 MP - Appareil photo avant: 8 MP - Résistance à la poussière et à l'eau: IP64 - Capteur d'e",https://www.tunisianet.com.tn/smartphone-tunisie/91482-smartphone-xiaomi-redmi-15c-5g-4-go-128-go-noir.html
SMARTPHONE ITEL RS4 12GO 256GO / BLANC,Itel mobile,ITEL-RS4-12/256G-WH,599.000,12.0,256,5000.0,6.56,50.0,8.0,4G,Android 13,Octa Core,BLANC,1 an,Oui,"-150,000 DT -150,000 DT SMARTPHONE ITEL RS4 12GO 256GO / BLANC [ITEL-RS4-12/256G-WH] Écran 6.56"" IPS LCD (720 x 1612 pixels), 120Hz - Processeur: Mediatek Helio G99 Ultimate octa-core - Système d'exploitation: Android 13 - Mémoire RAM: 12Go (extensible jusqu'à 24Go) - Stockage: 256Go - Appareil Photo Arrière: 50MP - Appareil Photo Avant: 8MP - Deux haut-parleurs stéréo - Connectivité: 4G, Wifi et Bluetooth - Moteur de jeu iBoost - Capacité de Batterie: 5000mAh - PowerCharge 45W - Empreinte digit",https://www.tunisianet.com.tn/smartphone-tunisie/77536-itel-rs4-prix-tunisie.html
SMARTPHONE OPPO A5x 4G / 4Go/128Go / WHITE,Oppo,OPPO-A5X-4-128G-WH,599.000,4.0,128,6000.0,6.67,32.0,5.0,4G,Android 15,Snapdragon,WHITE,2 an,Oui,"SMARTPHONE OPPO A5x 4G / 4Go/128Go / WHITE [OPPO-A5X-4-128G-WH] Double SIM - Écran 6.67” LCD IPS - Résolution : 720 x 1604 Pixels - Taux de rafraichissement 90 Hz - Luminosité 1000 nits - Processeur Snapdragon 6s 4G Gen 1 - RAM 4Go (4Go + 4Go Extensible) - Stockage 128 Go - IP65 Résistance à l'eau et à la poussière Résistance aux chocs de niveau militaire - Caméra principale : 32 MP, f/1,8 (grand angle) , Vidéo 1080p à 30 ips - Caméra Avant : 5 MP, f/2,2, (grand angle) , Vidéo 1080p à 30 ips - R",https://www.tunisianet.com.tn/smartphone-tunisie/88092-smartphone-oppo-a5x-4go128go-white.html
Smartphone Samsung Galaxy A16 / 12Go / 128 Go / VERT,Samsung,SM-A16-6-128G-VR,599.000,12.0,128,5000.0,6.7,50.0,,4G,Android 14,Octa Core,VERT,1 an,Oui,"Smartphone Samsung Galaxy A16 / 12Go / 128 Go / VERT [SM-A16-6-128G-VR] Double Sim - Écran 6,7"" Super AMOLED, 90 Hz 1080 x 2340 pixels (FHD+) - Processeur Octa-Core Mediatek Hélio G99 (6 nm) - RAM 12 Go (6Go + 6Go Extensible) - Mémoire 128 Go - Android 14 - Appareil Photo 50 MP (f/1.8 grand angle) + 5 MP (ultra grand angle) + 2 MP (macro) - Caméra frontale de 13 MP (f/2.0 grand angle) - Réseau 4G - Connectivité : BlueTooth 5.3 - Wi-Fi - Wi-Fi Direct - Lecteur d'empreinte digitale (montée sur le ",https://www.tunisianet.com.tn/smartphone-tunisie/81862-smartphone-samsung-galaxy-a16-12go-128-go-vert.html
SMARTPHONE VIVO Y29 / 4G / 16 Go / 256 Go / Marron,Vivo,VIVO-Y29-8-256G-BR,599.000,16.0,256,6500.0,6.68,50.0,8.0,4G,Android 15,Snapdragon,Marron,1 an,Oui,"SMARTPHONE VIVO Y29 / 4G / 16 Go / 256 Go / Marron [VIVO-Y29-8-256G-BR] Double SIM - Écran LCD 6.68"" LED (1608 x 720 pixels) - Taux de rafraîchissement : 120 Hz - Processeur : Qualcomm Snapdragon 685 (6 nm ) - RAM 16 Go (8Go + 8Go Extensible) - Stockage 256 Go - Caméra : Avant 8 MP / Arrière 50 MP + 2 MP - Flash arrière - Batterie Li-ion 6500 mAh - Charge Rapide 44W - Capteur de lumière ambiante, Capteur de proximité - Réseau 4G - Connectivité : Wi-Fi + Bluetooth 5.0 - Système d'exploitation : F",https://www.tunisianet.com.tn/smartphone-tunisie/85894-smartphone-vivo-y29-4g-16-go-256-go-marron.html
Smartphone HONOR X6c / 12 Go / 256 Go / Blanc,Honor,HONOR-X6C-6-256-WH,599.000,12.0,256,5300.0,6.61,50.0,5.0,4G,Android 15,Octa Core,Blanc,1 an,Oui,"Smartphone HONOR X6c / 12 Go / 256 Go / Blanc [HONOR-X6C-6-256-WH] Double SIM - Écran LCD TFT 6.61"" - Résolution (720 x 1604 px) - taux de rafraichissement : 120 Hz - Processeur Octa-core MediaTek Helio G81 Ultra - GPU : Mali-G52 MC2 - RAM 12Go (6 Go + 6Go Extensible) - Stockage 256 Go - Caméra principale 50MP (f/1.8) + objectif auxiliaire - Zoom numérique 10X - Lampe de poche arrière - Caméra frontale 5 MP ( grand angle f/2.2) - Batterie Li-ion polymère 5300 mAh - Super charge USB-C 35 W - Rése",https://www.tunisianet.com.tn/smartphone-tunisie/86683-smartphone-honor-x6c-12-go-256-go-blanc.html
Smartphone HONOR X6c / 12 Go / 256 Go / Cyan,Honor,HONOR-X6C-6-256-CY,599.000,12.0,256,5300.0,6.61,50.0,5.0,4G,Android 15,Octa Core,Cyan,1 an,Oui,"Smartphone HONOR X6c / 12 Go / 256 Go / Cyan [HONOR-X6C-6-256-CY] Double SIM - Écran LCD TFT 6.61"" - Résolution (720 x 1604 px) - taux de rafraichissement : 120 Hz - Processeur Octa-core MediaTek Helio G81 Ultra - GPU : Mali-G52 MC2 - RAM 12Go (6 Go + 6Go Extensible) - Stockage 256 Go - Caméra principale 50MP (f/1.8) + objectif auxiliaire - Zoom numérique 10X - Lampe de poche arrière - Caméra frontale 5 MP ( grand angle f/2.2) - Batterie Li-ion polymère 5300 mAh - Super charge USB-C 35 W - Résea",https://www.tunisianet.com.tn/smartphone-tunisie/86682-smartphone-honor-x6c-12-go-256-go-cyan.html
SMARTPHONE VIVO Y29 / 4G / 16 Go / 256 Go / Blanc,Vivo,VIVO-Y29-8-256G-WH,599.000,16.0,256,6500.0,6.68,50.0,8.0,4G,Android 15,Snapdragon,Blanc,1 an,Oui,"SMARTPHONE VIVO Y29 / 4G / 16 Go / 256 Go / Blanc [VIVO-Y29-8-256G-WH] Double SIM - Écran LCD 6.68"" LED (1608 x 720 pixels) - Taux de rafraîchissement : 120 Hz - Processeur : Qualcomm Snapdragon 685 (6 nm ) - RAM 16 Go (8Go + 8Go Extensible) - Stockage 256 Go - Caméra : Avant 8 MP / Arrière 50 MP + 2 MP - Flash arrière - Batterie Li-ion 6500 mAh - Charge Rapide 44W - Capteur de lumière ambiante, Capteur de proximité - Réseau 4G - Connectivité : Wi-Fi + Bluetooth 5.0 - Système d'exploitation : Fu",https://www.tunisianet.com.tn/smartphone-tunisie/85896-smartphone-vivo-y29-4g-16-go-256-go-blanc.html
Smartphone Realme C75 8 Go / 256 Go / Noir,realme,REALME-C75-8-256G-BK,629.000,8.0,8,6000.0,6.72,,8.0,4G,Android 14,MediaTek,Noir,1 an,Oui,"Smartphone Realme C75 8 Go / 256 Go / Noir [REALME-C75-8-256G-BK] Double SIM - Écran LCD IPS 6.72"" FHD+ - Résolution : 2400 x 1080 pixels - Taux de Rafraichissement : 90 Hz - Processeur : Mediatek Helio G92 Max (12 nm) - Mémoire : 8 Go (+ 16 Go de RAM dynamique) - Stockage : 256 Go - Caméra Arriére : 50 MP AI ( f/1,8) - Caméra Selfie : 8 MP ( f/2,0) - Réseau 4G - Wi-Fi - Bluetooth 5.0 - Batterie 6000 mAh - Charge rapide 45 W - Système d’exploitation : Realme UI 5.0 Android 14 - étanche à la pous",https://www.tunisianet.com.tn/smartphone-tunisie/87883-smartphone-realme-c75-8-go-256-go-noir.html
Smartphone Realme C75 8 Go / 256 Go / Gold,realme,REALME-C75-8-256G-GD,629.000,8.0,8,6000.0,6.72,,8.0,4G,Android 14,MediaTek,Gold,1 an,Oui,"Smartphone Realme C75 8 Go / 256 Go / Gold [REALME-C75-8-256G-GD] Double SIM - Écran LCD IPS 6.72"" FHD+ - Résolution : 2400 x 1080 pixels - Taux de Rafraichissement : 90 Hz - Processeur : Mediatek Helio G92 Max (12 nm) - Mémoire : 8 Go (+ 16 Go de RAM dynamique) - Stockage : 256 Go - Caméra Arriére : 50 MP AI ( f/1,8) - Caméra Selfie : 8 MP ( f/2,0) - Réseau 4G - Wi-Fi - Bluetooth 5.0 - Batterie 6000 mAh - Charge rapide 45 W - Système d’exploitation : Realme UI 5.0 Android 14 - étanche à la pous",https://www.tunisianet.com.tn/smartphone-tunisie/87882-smartphone-realme-c75-8-go-256-go-gold.html
Smartphone HONOR X7D 5G / 6 Go / 128 Go / Noir,Honor,HONOR-X7D-5G-6-128-BK,639.000,6.0,6,6500.0,6.77,50.0,5.0,5G,Android 15,Snapdragon,Noir,1 an,Oui,"Smartphone HONOR X7D 5G / 6 Go / 128 Go / Noir [HONOR-X7D-5G-6-128-BK] Double SIM - Écran LCD TFT 6.77"" - Résolution (720 x 1610 px) - taux de rafraichissement : 120 Hz - Processeur Qualcomm Snapdragon 6s Gen 3 (6 nm) - GPU : Adreno A619 - Mémoire 6 Go - Stockage 128 Go - Caméra principale 50MP (f/1.8) + caméra de profondeur 2 MP (f/2.4) - Zoom numérique 8X - Flash LED, HDR, Panorama - Caméra frontale 5 MP ( grand angle f/2.2) - Batterie Li-ion polymère 6500 mAh - Super charge USB-C 35 W - Résea",https://www.tunisianet.com.tn/smartphone-tunisie/90197-smartphone-honor-x7d-5g-6-go-128-go-noir.html
Smartphone HONOR X7D 5G / 6 Go / 128 Go / Gold,Honor,HONOR-X7D-5G-6-128-GD,639.000,6.0,6,6500.0,6.77,50.0,5.0,5G,Android 15,Snapdragon,Gold,1 an,Oui,"Smartphone HONOR X7D 5G / 6 Go / 128 Go / Gold [HONOR-X7D-5G-6-128-GD] Double SIM - Écran LCD TFT 6.77"" - Résolution (720 x 1610 px) - taux de rafraichissement : 120 Hz - Processeur Qualcomm Snapdragon 6s Gen 3 (6 nm) - GPU : Adreno A619 - Mémoire 6 Go - Stockage 128 Go - Caméra principale 50MP (f/1.8) + caméra de profondeur 2 MP (f/2.4) - Zoom numérique 8X - Flash LED, HDR, Panorama - Caméra frontale 5 MP ( grand angle f/2.2) - Batterie Li-ion polymère 6500 mAh - Super charge USB-C 35 W - Résea",https://www.tunisianet.com.tn/smartphone-tunisie/90149-smartphone-honor-x7d-5g-6-go-128-go-gold.html
Smartphone HONOR X7D 5G / 6 Go / 128 Go / Silver,Honor,HONOR-X7D-5G-6-128-SL,639.000,6.0,6,6500.0,6.77,50.0,5.0,5G,Android 15,Snapdragon,Silver,1 an,Oui,"Smartphone HONOR X7D 5G / 6 Go / 128 Go / Silver [HONOR-X7D-5G-6-128-SL] Double SIM - Écran LCD TFT 6.77"" - Résolution (720 x 1610 px) - taux de rafraichissement : 120 Hz - Processeur Qualcomm Snapdragon 6s Gen 3 (6 nm) - GPU : Adreno A619 - Mémoire 6 Go - Stockage 128 Go - Caméra principale 50MP (f/1.8) + caméra de profondeur 2 MP (f/2.4) - Zoom numérique 8X - Flash LED, HDR, Panorama - Caméra frontale 5 MP ( grand angle f/2.2) - Batterie Li-ion polymère 6500 mAh - Super charge USB-C 35 W - Rés",https://www.tunisianet.com.tn/smartphone-tunisie/90199-smartphone-honor-x7d-5g-6-go-128-go-silver.html
Smartphone XIAOMI Redmi Note 14 / 4G / 6 Go / 128 Go / Noir,Xiaomi,NOTE14-6-128G-BK,649.000,6.0,128,5500.0,6.67,108.0,20.0,4G,HyperOS,Octa Core,Noir,1 an,Oui,"Smartphone XIAOMI Redmi Note 14 / 4G / 6 Go / 128 Go / Noir [NOTE14-6-128G-BK] Ecran AMOLED 6.67"" (2400 x 1080) 120 Hz avec Protection Corning Gorilla Glass 5 - Processeur Octa Core MediaTek Helio G99 Ultra (6nm) up to 2.2 Ghz - RAM 6 Go - Stockage 128 Go (extensible jusqu'à 1 To via carte microSD) - Système Android avec Xiaomi HyperOS - Triple appareil photo 108 MP Principale F/1.7 + 2 MP (caméra de profondeur F/2.4) + 2 MP (Macro F/2.4) | Caméra avant 20MP F/2.2 - Batterie 5500 mAh avec Charge",https://www.tunisianet.com.tn/telephonie-tablette/82499-smartphone-xiaomi-redmi-note-14-4g-6-go-128-go-noir.html
Smartphone XIAOMI Redmi NOTE 14  6+128G  VERT,Xiaomi,NOTE14-6-128G-VR,649.000,6.0,128,5500.0,6.67,108.0,20.0,4G,HyperOS,Octa Core,Vert,1 an,Oui,"Smartphone XIAOMI Redmi NOTE 14  6+128G  VERT [NOTE14-6-128G-VR] Ecran AMOLED 6.67"" (2400 x 1080) 120 Hz avec Protection Corning Gorilla Glass 5 - Processeur Octa Core MediaTek Helio G99 Ultra (6nm) up to 2.2 Ghz - RAM 6 Go - Stockage 128 Go (extensible jusqu'à 1 To via carte microSD) - Système Android avec Xiaomi HyperOS - Triple appareil photo 108 MP Principale F/1.7 + 2 MP (caméra de profondeur F/2.4) + 2 MP (Macro F/2.4) | Caméra avant 20MP F/2.2 - Batterie 5500 mAh avec Charge Turbo 33W - L",https://www.tunisianet.com.tn/smartphone-tunisie/82737-smartphone-xiaomi-redmi-note-14-6128g-vert.html
Smartphone XIAOMI Redmi NOTE 14  6+128G / SAND GOLD,Xiaomi,NOTE14-6-128G-GD,649.000,6.0,128,5500.0,6.67,108.0,20.0,4G,HyperOS,Octa Core,SAND GOLD,1 an,Oui,"Smartphone XIAOMI Redmi NOTE 14  6+128G / SAND GOLD [NOTE14-6-128G-GD] Ecran AMOLED 6.67"" (2400 x 1080) 120 Hz avec Protection Corning Gorilla Glass 5 - Processeur Octa Core MediaTek Helio G99 Ultra (6nm) up to 2.2 Ghz - RAM 6 Go - Stockage 128 Go (extensible jusqu'à 1 To via carte microSD) - Système Android avec Xiaomi HyperOS - Triple appareil photo 108 MP Principale F/1.7 + 2 MP (caméra de profondeur F/2.4) + 2 MP (Macro F/2.4) | Caméra avant 20MP F/2.2 - Batterie 5500 mAh avec Charge Turbo 3",https://www.tunisianet.com.tn/smartphone-tunisie/88201-smartphone-xiaomi-redmi-note-14-6128g-sand-gold.html
Smartphone Samsung Galaxy A16 / 16Go / 256 Go / NOIR,Samsung,SM-A16-8-256G-BK,659.000,16.0,256,5000.0,6.7,50.0,,4G,Android 14,Octa Core,NOIR,1 an,Oui,"-70,000 DT -70,000 DT Smartphone Samsung Galaxy A16 / 16Go / 256 Go / NOIR [SM-A16-8-256G-BK] Double Sim - Écran 6,7"" Super AMOLED, 90 Hz 1080 x 2340 pixels (FHD+) - Processeur Octa-Core Mediatek Hélio G99 (6 nm) - RAM 16 Go (8Go + 8Go Extensible) - Mémoire 256 Go - Android 14 - Appareil Photo 50 MP (f/1.8 grand angle) + 5 MP (ultra grand angle) + 2 MP (macro) - Caméra frontale de 13 MP (f/2.0 grand angle) - Réseau 4G - Connectivité : BlueTooth 5.3 - Wi-Fi - Wi-Fi Direct - Lecteur d'empreinte di",https://www.tunisianet.com.tn/smartphone-tunisie/81863-smartphone-samsung-galaxy-a16-16go-256-go-noir.html
Smartphone XIAOMI Redmi 15 / 8GO / 256GO / SANDY PURPLE,Xiaomi,REDMI15-8-256G-PR,669.000,256.0,256,7000.0,6.9,50.0,8.0,4G,Android 15,Snapdragon,SANDY PURPLE,1 an,Oui,"Smartphone XIAOMI Redmi 15 / 8GO / 256GO / SANDY PURPLE [REDMI15-8-256G-PR] Écran LCD IPS 6.9"" FHD+ - Résolution : 1080 x 2340 pixels - Taux de rafraîchissement : 144 Hz - Processeur : Qualcomm Snapdragon 685 (6 nm) - Système d'exploitation : Android 15, HyperOS 2 - RAM : 8Go extensible jusqu'à 16Go - Mémoire 256Go - Appareil photo principal 50MP f/1,8 (grand angle) - Caméra frontale 8MP f/2,0 (grand angle) - Capteur d'empreintes digitale latéral - Capteur de proximité virtuel, Capteur de lumièr",https://www.tunisianet.com.tn/smartphone-tunisie/88738-smartphone-xiaomi-redmi-15-8go-256go-sandy-purple.html
Smartphone XIAOMI Redmi 15 / 8GO / 256GO / TITAN GRAY,Xiaomi,REDMI15-8-256G-GR,669.000,256.0,256,7000.0,6.9,50.0,8.0,4G,Android 15,Snapdragon,TITAN GRAY,1 an,Oui,"Smartphone XIAOMI Redmi 15 / 8GO / 256GO / TITAN GRAY [REDMI15-8-256G-GR] Écran LCD IPS 6.9"" FHD+ - Résolution : 1080 x 2340 pixels - Taux de rafraîchissement : 144 Hz - Processeur : Qualcomm Snapdragon 685 (6 nm) - Système d'exploitation : Android 15, HyperOS 2 - RAM : 8Go extensible jusqu'à 16Go - Mémoire 256Go - Appareil photo principal 50MP f/1,8 (grand angle) - Caméra frontale 8MP f/2,0 (grand angle) - Capteur d'empreintes digitale latéral - Capteur de proximité virtuel, Capteur de lumière ",https://www.tunisianet.com.tn/smartphone-tunisie/88737-smartphone-xiaomi-redmi-15-8go-256go-titan-gray.html
Smartphone XIAOMI Redmi 15 / 8GO / 256GO / MIDNIGHT BLACK,Xiaomi,REDMI15-8-256G-BK,669.000,256.0,256,7000.0,6.9,50.0,8.0,4G,Android 15,Snapdragon,MIDNIGHT BLACK,1 an,Oui,"Smartphone XIAOMI Redmi 15 / 8GO / 256GO / MIDNIGHT BLACK [REDMI15-8-256G-BK] Écran LCD IPS 6.9"" FHD+ - Résolution : 1080 x 2340 pixels - Taux de rafraîchissement : 144 Hz - Processeur : Qualcomm Snapdragon 685 (6 nm) - Système d'exploitation : Android 15, HyperOS 2 - RAM : 8Go extensible jusqu'à 16Go - Mémoire 256Go - Appareil photo principal 50MP f/1,8 (grand angle) - Caméra frontale 8MP f/2,0 (grand angle) - Capteur d'empreintes digitale latéral - Capteur de proximité virtuel, Capteur de lumi",https://www.tunisianet.com.tn/smartphone-tunisie/88733-smartphone-xiaomi-redmi-15-8go-256go-midnight-black.html
Smartphone Samsung Galaxy A17 / 12Go / 128 Go / Gris,Samsung,SM-A17-6-128G-GR,689.000,12.0,128,5000.0,6.7,50.0,13.0,4G,Android 15,MediaTek,Gris,1 an,Oui,"Smartphone Samsung Galaxy A17 / 12Go / 128 Go / Gris [SM-A17-6-128G-GR] Écran 6,7"" Super AMOLED - Taux de Rafraichissement : 90 Hz - Résolution : 1080 x 2340 pixels (FHD+) - Protection : Corning Gorilla Glass Victus+, Mohs niveau 5 - Processeur Mediatek Helio G99 (6 nm) - RAM 12 Go (6Go + 6Go Extensible) - Mémoire 128 Go - Appareil Photo 50 MP (f/1.8 grand angle) + 5 MP (ultra grand angle) + 2 MP (macro) | Caméra frontale : 13 MP (f/2.0 grand angle) - Réseau 4G - Connectivité : Bluetooth 5.3, Wi",https://www.tunisianet.com.tn/smartphone-tunisie/89314-smartphone-samsung-galaxy-a17-12go-128-go-gris.html
Smartphone Samsung Galaxy A17 / 12Go / 128 Go / Bleu,Samsung,SM-A17-6-128G-BL,689.000,12.0,128,5000.0,6.7,50.0,13.0,4G,Android 15,MediaTek,Bleu,1 an,Oui,"Smartphone Samsung Galaxy A17 / 12Go / 128 Go / Bleu [SM-A17-6-128G-BL] Écran 6,7"" Super AMOLED - Taux de Rafraichissement : 90 Hz - Résolution : 1080 x 2340 pixels (FHD+) - Protection : Corning Gorilla Glass Victus+, Mohs niveau 5 - Processeur Mediatek Helio G99 (6 nm) - RAM 12 Go (6Go + 6Go Extensible) - Mémoire 128 Go - Appareil Photo 50 MP (f/1.8 grand angle) + 5 MP (ultra grand angle) + 2 MP (macro) | Caméra frontale : 13 MP (f/2.0 grand angle) - Réseau 4G - Connectivité : Bluetooth 5.3, Wi",https://www.tunisianet.com.tn/smartphone-tunisie/89313-smartphone-samsung-galaxy-a17-12go-128-go-bleu.html
