model,brand,reference,price_dt,ram_gb,storage_gb,battery_mah,screen_inches,camera_rear_mp,camera_front_mp,network,os,processor_type,color,warranty,in_stock,description,url
Smartphone XIAOMI Redmi A5 / 4 Go / 128 Go / Gold,Xiaomi,REDMI-A5-4-128G-GD,345.000,4.0,128,5200.0,6.88,32.0,8.0,4G,Android 15,Octa Core,Gold,1 an,Oui,"Smartphone XIAOMI Redmi A5 / 4 Go / 128 Go / Gold [REDMI-A5-4-128G-GD] Double SIM - Écran LCD IPS 6.88"" - Résolution : 1640 x 720 pixels - Taux de rafraîchissement : 120 Hz - Luminosité : 450 nits (type) - Processeur UNISOC T7250 (Technologie 12 nm, octa-core, CPU : Jusqu'à 1,8 GHz) - RAM 4 Go - Stockage 128 Go - Caméra arrière principale : 32 MP - Caméra frontale : 8 MP - Batterie 5200 mAh - Charge USB Type-C - Capteur d'empreintes digitales latéral - Déverrouillage facial via l'IA - Capteur de",https://www.tunisianet.com.tn/smartphone-tunisie/86985-smartphone-xiaomi-redmi-a5-4-go-128-go-gold.html
Smartphone XIAOMI Redmi A5 / 4 Go / 128 Go / Noir,Xiaomi,REDMI-A5-4-128G-BK,345.000,4.0,128,5200.0,6.88,32.0,8.0,4G,Android 15,Octa Core,Noir,1 an,Oui,"Smartphone XIAOMI Redmi A5 / 4 Go / 128 Go / Noir [REDMI-A5-4-128G-BK] Double SIM - Écran LCD IPS 6.88"" - Résolution : 1640 x 720 pixels - Taux de rafraîchissement : 120 Hz - Luminosité : 450 nits (type) - Processeur UNISOC T7250 (Technologie 12 nm, octa-core, CPU : Jusqu'à 1,8 GHz) - RAM 4 Go - Stockage 128 Go - Caméra arrière principale : 32 MP - Caméra frontale : 8 MP - Batterie 5200 mAh - Charge USB Type-C - Capteur d'empreintes digitales latéral - Déverrouillage facial via l'IA - Capteur de",https://www.tunisianet.com.tn/smartphone-tunisie/86976-smartphone-xiaomi-redmi-a5-4-go-128-go-noir.html
Smartphone XIAOMI Redmi A5 / 4 Go / 128 Go / Vert,Xiaomi,REDMI-A5-4-128G-VR,345.000,4.0,128,5200.0,6.88,32.0,8.0,4G,Android 15,Octa Core,Vert,1 an,Oui,"Smartphone XIAOMI Redmi A5 / 4 Go / 128 Go / Vert [REDMI-A5-4-128G-VR] Double SIM - Écran LCD IPS 6.88"" - Résolution : 1640 x 720 pixels - Taux de rafraîchissement : 120 Hz - Luminosité : 450 nits (type) - Processeur UNISOC T7250 (Technologie 12 nm, octa-core, CPU : Jusqu'à 1,8 GHz) - RAM 4 Go - Stockage 128 Go - Caméra arrière principale : 32 MP - Caméra frontale : 8 MP - Batterie 5200 mAh - Charge USB Type-C - Capteur d'empreintes digitales latéral - Déverrouillage facial via l'IA - Capteur de",https://www.tunisianet.com.tn/smartphone-tunisie/87977-smartphone-xiaomi-redmi-a5-4-go-128-go-vert.html
Smartphone Itel S23 / 8 Go / 128 GO / Noir,Itel mobile,ITEL-S23-8/128-BK,349.000,4.0,4,5000.0,6.0,50.0,,4G,Android 11,Octa Core,Noir,1 an,Oui,"-50,000 DT -50,000 DT Smartphone Itel S23 / 8 Go / 128 GO / Noir [ITEL-S23-8/128-BK] Écran 6.6"" IPS LCD (720x1600 pixels) - Processeur: Octa Core - Android 11 - Mémoire 4Go ( étendue jusqu'à 8Go) - Stockage 128Go - Appareil Photo Arrière: 50.0 MP - Appareil Photo Avant: 8.0 MP - Connectivité: 4G, Wifi et Bluetooth 5.0 - Capacité de Batterie: 5000mAh - Couleur: Noir - Garantie 1 an En stock 349,000 DT Prix de base 399,000 DT Prix Ajouter au panier Favoris Comparer Disponibilité Boutique Tunis Sou",https://www.tunisianet.com.tn/smartphone-tunisie/65752-smartphone-itel-s23-8-go-128-go-noir.html
Smartphone Itel S23 / 8 Go / 128 GO / Blanc,Itel mobile,ITEL-S23-8/128-WH,349.000,4.0,4,5000.0,6.0,50.0,,4G,Android 11,Octa Core,Blanc,1 an,Oui,"-50,000 DT -50,000 DT Smartphone Itel S23 / 8 Go / 128 GO / Blanc [ITEL-S23-8/128-WH] Écran 6.6"" IPS LCD (720x1600 pixels) - Processeur: Octa Core - Android 11 - Mémoire 4Go ( étendue jusqu'à 8Go) - Stockage 128Go - Appareil Photo Arrière: 50.0 MP - Appareil Photo Avant: 8.0 MP - Connectivité: 4G, Wifi et Bluetooth 5.0 - Capacité de Batterie: 5000mAh - Couleur: Blanc - Garantie 1 an En stock 349,000 DT Prix de base 399,000 DT Prix Ajouter au panier Favoris Comparer Disponibilité Boutique Tunis S",https://www.tunisianet.com.tn/smartphone-tunisie/65753-smartphone-itel-s23-8-go-128-go-blanc.html
Smartphone Realme C33 / 4 Go / 128 Go / Gold,realme,REALME-C33-GL,349.000,4.0,128,5000.0,5.0,0.0,,4G,Android 12,Octa Core,Gold,1 an,Oui,"-50,000 DT -50,000 DT Smartphone Realme C33 / 4 Go / 128 Go / Gold [REALME-C33-GL] Double SIM - Écran 6.5"" LCD IPS (720x 1600Pixels) - Processeur: Unisoc T612 Octa-core (2x1,8 GHz Cortex-A75 et 6x1,8 GHz Cortex-A55) - Systéme d'exploitation: Android 12, UI Realme S - Mémoire RAM: 4Go - Stockage: 128Go - Appareil Photo Arriére: AI 50.0 MP et Frontale AI 5.0MP - Connectivité: Wifi 4G et Bluetooth 5.0 - Batterie: 5000 mAh - Charge rapide 10W - Empreinte digitale - Couleur: Gold - Garantie 1 an En s",https://www.tunisianet.com.tn/smartphone-tunisie/65792-smartphone-realme-c33-4-go-128-go-gold.html
Samsung Galaxy A07 / 8 Go / 64 Go / Noir,Samsung,SM-A07-4-64G-BK,349.000,8.0,64,5000.0,6.7,50.0,8.0,4G,Android 15,Octa Core,Noir,1 an,Oui,"Samsung Galaxy A07 / 8 Go / 64 Go / Noir [SM-A07-4-64G-BK] Ecran 6.7"" PLS LCD HD+ - Résolution : 720 x 1600 pixels - Taux de Rafraichissement : 90 Hz - Processeur Mediatek Helio G99 (6 nm), Octa Core, 2.2GHz, 2GHz - RAM 8 Go (4Go + 4Go Extensible) - Mémoire 64 Go - Appareils Photo : principale : 50MP F1.8 + 2MP F2.4 avec Auto Focus | frontale : 8MP F2.0 - Système d'exploitation : Android 15 - 4G - Wifi - Bluetooth 5.3 - Batterie 5000 mAh - Lecteur d'empreintes digitale - Accéléromètre, Capteur d",https://www.tunisianet.com.tn/smartphone-tunisie/89152-samsung-galaxy-a07-8-go-64-go-noir.html
Smartphone Realme C33 / 4 Go / 128 Go / Noir,realme,REALME-C33-BK,349.000,4.0,128,5000.0,5.0,0.0,,4G,Android 12,Octa Core,Noir,1 an,Oui,"-50,000 DT -50,000 DT Smartphone Realme C33 / 4 Go / 128 Go / Noir [REALME-C33-BK] Double SIM - Écran 6.5"" LCD IPS (720x 1600Pixels) - Processeur: Unisoc T612 Octa-core (2x1,8 GHz Cortex-A75 et 6x1,8 GHz Cortex-A55) - Systéme d'exploitation: Android 12, UI Realme S - Mémoire RAM: 4Go - Stockage: 128Go - Appareil Photo Arriére: AI 50.0 MP et Frontale AI 5.0MP - Connectivité: Wifi 4G et Bluetooth 5.0 - Batterie: 5000 mAh - Charge rapide 10W - Empreinte digitale - Couleur: Noir - Garantie 1 an En s",https://www.tunisianet.com.tn/smartphone-tunisie/65794-smartphone-realme-c33-4-go-128-go-noir.html
Smartphone Itel S23 / 8 Go / 256 GO / Blanc,Itel mobile,ITEL-S23-8/256-WH,349.000,4.0,4,5000.0,6.0,50.0,,4G,Android 11,Octa Core,Blanc,1 an,Oui,"-50,000 DT -50,000 DT Smartphone Itel S23 / 8 Go / 256 GO / Blanc [ITEL-S23-8/256-WH] Écran 6.6"" IPS LCD (720x1600 pixels) - Processeur: Octa Core - Android 11 - Mémoire 4Go ( étendue jusqu'à 8Go) - Stockage 256 Go - Appareil Photo Arrière: 50.0 MP - Appareil Photo Avant: 8.0 MP - Connectivité: 4G, Wifi et Bluetooth 5.0 - Capacité de Batterie: 5000mAh - Couleur: Blanc - Garantie 1 an En stock 349,000 DT Prix de base 399,000 DT Prix Ajouter au panier Favoris Comparer Disponibilité Boutique Tunis ",https://www.tunisianet.com.tn/smartphone-tunisie/68899-smartphone-itel-s23-8-go-256-go-blanc.html
Samsung Galaxy A07 / 8 Go / 64 Go / Vert,Samsung,SM-A07-4-64G-VR,349.000,8.0,64,5000.0,6.7,50.0,8.0,4G,Android 15,Octa Core,Vert,1 an,Oui,"Samsung Galaxy A07 / 8 Go / 64 Go / Vert [SM-A07-4-64G-VR] Ecran 6.7"" PLS LCD HD+ - Résolution : 720 x 1600 pixels - Taux de Rafraichissement : 90 Hz - Processeur Mediatek Helio G99 (6 nm), Octa Core, 2.2GHz, 2GHz - RAM 8 Go (4Go + 4Go Extensible) - Mémoire 64 Go - Appareils Photo : principale : 50MP F1.8 + 2MP F2.4 avec Auto Focus | frontale : 8MP F2.0 - Système d'exploitation : Android 15 - 4G - Wifi - Bluetooth 5.3 - Batterie 5000 mAh - Lecteur d'empreintes digitale - Accéléromètre, Capteur d",https://www.tunisianet.com.tn/smartphone-tunisie/89151-samsung-galaxy-a07-8-go-64-go-vert.html
Smartphone Infinix SMART 10 4G / 4 Go / 256 Go / Bleu,Infinix,SMART10-4-256G-BL,359.000,4.0,256,5000.0,6.67,8.0,8.0,4G,Android 15,Octa Core,Bleu,1 an,Oui,"Smartphone Infinix SMART 10 4G / 4 Go / 256 Go / Bleu [SMART10-4-256G-BL] Double SIM - Écran LCD IPS 6.67"" (720 x 1600 px), 120 Hz - Processeur Unisoc T7250 (12 nm), Octa-core (2x1,8 GHz Cortex-A75 et 6x1,6 GHz Cortex-A55) - GPU : Mali-G57 MP1 - RAM 4 Go - Stockage : 256 Go - Caméra Arrière : 8 MP, f/2.0, (grand angle) - Caméra Avant : 8 MP - Flash double LED, panorama - Capacité Batterie : 5000 mAh - Chargement Rapide 15 W - Réseau : 4G - Wifi, Bluetooth - étanche à la poussière et à l'eau : IP",https://www.tunisianet.com.tn/smartphone-tunisie/87288-smartphone-infinix-smart-10-4g-4-go-256-go-bleu.html
SMARTPHONE REALME NOTE 50 / 4 Go / 256 Go /  Bleu,realme,REALME-N50-4/256-BL,359.000,4.0,256,5000.0,6.74,0.0,,4G,Android 13,Octa Core,Bleu,1 an,Oui,"SMARTPHONE REALME NOTE 50 / 4 Go / 256 Go /  Bleu [REALME-N50-4/256-BL] Double SIM - Écran 6.74"" HD+ (720x 1600Pixels), 90Hz - Processeur: Unisoc Tigre T612 (12 nm) Octa Core - Systéme d'exploitation: Android 13, Realme UI T - Mémoire RAM: 4Go (extensible jusqu'à 8Go) - Stockage: 256 Go - Appareil Photo Arriére: AI 13.0 MP et Frontale AI 5.0MP - Connectivité: Wifi 4G et Bluetooth 5.0 - Batterie: 5000 mAh - Charge rapide 10W - Résistance à la poussière et à l'eau IP54 - Double SIM - Couleur: Bleu",https://www.tunisianet.com.tn/smartphone-tunisie/79113-smartphone-realme-note-50-4-go-256-go-bleu.html
SMARTPHONE REALME NOTE 50 / 4 Go / 256 Go /  Noir,realme,REALME-N50-4/256-BK,359.000,4.0,256,5000.0,6.74,0.0,,4G,Android 13,Octa Core,Noir,1 an,Oui,"SMARTPHONE REALME NOTE 50 / 4 Go / 256 Go /  Noir [REALME-N50-4/256-BK] Double SIM - Écran 6.74"" HD+ (720x 1600Pixels), 90Hz - Processeur: Unisoc Tigre T612 (12 nm) Octa Core - Systéme d'exploitation: Android 13, Realme UI T - Mémoire RAM: 4Go (extensible jusqu'à 8Go) - Stockage: 256 Go - Appareil Photo Arriére: AI 13.0 MP et Frontale AI 5.0MP - Connectivité: Wifi 4G et Bluetooth 5.0 - Batterie: 5000 mAh - Charge rapide 10W - Résistance à la poussière et à l'eau IP54 - Double SIM - Couleur: Noir",https://www.tunisianet.com.tn/smartphone-tunisie/79112-smartphone-realme-note-50-4-go-256-go-noir.html
Smartphone Infinix SMART 10 4G / 4 Go / 256 Go / Silver,Infinix,SMART10-4-256G-SL,359.000,4.0,256,5000.0,6.67,8.0,8.0,4G,Android 15,Octa Core,Silver,1 an,Oui,"Smartphone Infinix SMART 10 4G / 4 Go / 256 Go / Silver [SMART10-4-256G-SL] Double SIM - Écran LCD IPS 6.67"" (720 x 1600 px), 120 Hz - Processeur Unisoc T7250 (12 nm), Octa-core (2x1,8 GHz Cortex-A75 et 6x1,6 GHz Cortex-A55) - GPU : Mali-G57 MP1 - RAM 4 Go - Stockage : 256 Go - Caméra Arrière : 8 MP, f/2.0, (grand angle) - Caméra Avant : 8 MP - Flash double LED, panorama - Capacité Batterie : 5000 mAh - Chargement Rapide 15 W - Réseau : 4G - Wifi, Bluetooth - étanche à la poussière et à l'eau : ",https://www.tunisianet.com.tn/smartphone-tunisie/87289-smartphone-infinix-smart-10-4g-4-go-256-go-silver.html
Smartphone Infinix SMART 10 4G / 4 Go / 256 Go / Gold,Infinix,SMART10-4-256G-GD,359.000,4.0,256,5000.0,6.67,8.0,8.0,4G,Android 15,Octa Core,Gold,1 an,Oui,"Smartphone Infinix SMART 10 4G / 4 Go / 256 Go / Gold [SMART10-4-256G-GD] Double SIM - Écran LCD IPS 6.67"" (720 x 1600 px), 120 Hz - Processeur Unisoc T7250 (12 nm), Octa-core (2x1,8 GHz Cortex-A75 et 6x1,6 GHz Cortex-A55) - GPU : Mali-G57 MP1 - RAM 4 Go - Stockage : 256 Go - Caméra Arrière : 8 MP, f/2.0, (grand angle) - Caméra Avant : 8 MP - Flash double LED, panorama - Capacité Batterie : 5000 mAh - Chargement Rapide 15 W - Réseau : 4G - Wifi, Bluetooth - étanche à la poussière et à l'eau : IP",https://www.tunisianet.com.tn/smartphone-tunisie/87290-smartphone-infinix-smart-10-4g-4-go-256-go-gold.html
Smartphone Infinix SMART 10 4G / 4 Go / 256 Go / Noir,Infinix,SMART10-4-256G-BK,359.000,4.0,256,5000.0,6.67,8.0,8.0,4G,Android 15,Octa Core,Noir,1 an,Oui,"Smartphone Infinix SMART 10 4G / 4 Go / 256 Go / Noir [SMART10-4-256G-BK] Double SIM - Écran LCD IPS 6.67"" (720 x 1600 px), 120 Hz - Processeur Unisoc T7250 (12 nm), Octa-core (2x1,8 GHz Cortex-A75 et 6x1,6 GHz Cortex-A55) - GPU : Mali-G57 MP1 - RAM 4 Go - Stockage : 256 Go - Caméra Arrière : 8 MP, f/2.0, (grand angle) - Caméra Avant : 8 MP - Flash double LED, panorama - Capacité Batterie : 5000 mAh - Chargement Rapide 15 W - Réseau : 4G - Wifi, Bluetooth - étanche à la poussière et à l'eau : IP",https://www.tunisianet.com.tn/smartphone-tunisie/87286-smartphone-infinix-smart-10-4g-4-go-256-go-noir.html
SMARTPHONE VIVO Y04 8 Go / 128 Go / Gold,Vivo,VIVO-Y04-4-128-GD,369.000,8.0,128,5500.0,6.74,13.0,5.0,4G,Android 14,Unisoc,Gold,1 an,Oui,"SMARTPHONE VIVO Y04 8 Go / 128 Go / Gold [VIVO-Y04-4-128-GD] Double SIM - Ecran 6.74"" LCD, IPS -  Résolution : 1600 × 720 pixels - Taux de rafaîchissement : 90Hz - Processeur : Unisoc T7225 (12 nm) - RAM 8 Go (4Go + 4Go Extensible) - Mémoire 128 Go - Système d'exploitation : Funtouch OS  (Android 14) - Caméra arrière : 13 MP f/2,2 (grand angle) + 0.08 MP f/3,0 (objectif auxiliaire) -  Caméra Frontale : 5MP f/2,2, (grand angle) - Réseau 4G - Résistance à la Poussière et à l'Eau : IP64 -  Wifi - B",https://www.tunisianet.com.tn/smartphone-tunisie/88754-smartphone-vivo-y04-8-go-128-go-gold.html
SMARTPHONE VIVO Y04 8 Go / 128 Go / Vert,Vivo,VIVO-Y04-4-128-VR,369.000,8.0,128,5500.0,6.74,13.0,5.0,4G,Android 14,Unisoc,Vert,1 an,Oui,"SMARTPHONE VIVO Y04 8 Go / 128 Go / Vert [VIVO-Y04-4-128-VR] Double SIM - Ecran 6.74"" LCD, IPS -  Résolution : 1600 × 720 pixels - Taux de rafaîchissement : 90Hz - Processeur : Unisoc T7225 (12 nm) - RAM 8 Go (4Go + 4Go Extensible) - Mémoire 128 Go - Système d'exploitation : Funtouch OS  (Android 14) - Caméra arrière : 13 MP f/2,2 (grand angle) + 0.08 MP f/3,0 (objectif auxiliaire) -  Caméra Frontale : 5MP f/2,2, (grand angle) - Réseau 4G - Résistance à la Poussière et à l'Eau : IP64 -  Wifi - B",https://www.tunisianet.com.tn/smartphone-tunisie/88753-smartphone-vivo-y04-8-go-128-go-vert.html
SMARTPHONE HONOR X5C 4Go / 64Go / Noir,Honor,HONOR-X5C-4-64G-BK,379.000,4.0,4,5260.0,6.74,13.0,5.0,4G,Android 15,Octa Core,Noir,1 an,Oui,"SMARTPHONE HONOR X5C 4Go / 64Go / Noir [HONOR-X5C-4-64G-BK] Double SIM - Écran LCD TFT 6.74"" - Résolution (720 x 1600 px) - taux de rafraichissement 90 Hz - Processeur : MediaTek Helio G81 Octa-core - Mémoire : 4 Go extensible jusqu’à 8 Go - Stockage : 64 Go - Caméra principale : 13 Mpx (f/2.2) + caméra QVGA 0,08 Mpx - Caméra frontale : 5 Mpx (ouverture f/2,2) - Batterie : 5260 mAh - Chargement : 15W - Connectivité : WiFi, Bluetooth 5.1 - Réseau : 4G - Capteurs : Capteur de gravité, Capteur de l",https://www.tunisianet.com.tn/smartphone-tunisie/90679-smartphone-honor-x5c-4go-64go-noir.html
SMARTPHONE HONOR X5C 4Go / 64Go / Bleu,Honor,HONOR-X5C-4-64G-BL,379.000,4.0,4,5260.0,6.74,13.0,5.0,4G,Android 15,Octa Core,Bleu,1 an,Oui,"SMARTPHONE HONOR X5C 4Go / 64Go / Bleu [HONOR-X5C-4-64G-BL] Double SIM - Écran LCD TFT 6.74"" - Résolution (720 x 1600 px) - taux de rafraichissement 90 Hz - Processeur : MediaTek Helio G81 Octa-core - Mémoire : 4 Go extensible jusqu’à 8 Go - Stockage : 64 Go - Caméra principale : 13 Mpx (f/2.2) + caméra QVGA 0,08 Mpx - Caméra frontale : 5 Mpx (ouverture f/2,2) - Batterie : 5260 mAh - Chargement : 15W - Connectivité : WiFi, Bluetooth 5.1 - Réseau : 4G - Capteurs : Capteur de gravité, Capteur de l",https://www.tunisianet.com.tn/smartphone-tunisie/90680-smartphone-honor-x5c-4go-64go-noir.html
Samsung Galaxy A07 / 8 Go / 64 Go / Noir Avec Chargeur secteur et câble,Samsung,SM-A07TA-4-64G-BK,379.000,8.0,64,5000.0,6.7,50.0,8.0,4G,Android 15,Octa Core,Noir Avec Chargeur secteur et câble,1 an,Oui,"Samsung Galaxy A07 / 8 Go / 64 Go / Noir Avec Chargeur secteur et câble [SM-A07TA-4-64G-BK] Ecran 6.7"" PLS LCD HD+ - Résolution : 720 x 1600 pixels - Taux de Rafraichissement : 90 Hz - Processeur Mediatek Helio G99 (6 nm), Octa Core, 2.2GHz, 2GHz - RAM 8 Go (4Go + 4Go Extensible) - Mémoire 64 Go - Appareils Photo : principale : 50MP F1.8 + 2MP F2.4 avec Auto Focus | frontale : 8MP F2.0 - Système d'exploitation : Android 15 - 4G - Wifi - Bluetooth 5.3 - Batterie 5000 mAh - Lecteur d'empreintes di",https://www.tunisianet.com.tn/smartphone-tunisie/90540-samsung-galaxy-a07-8-go-64-go-noir-avec-chargeur-secteur-et-cable-.html
Samsung Galaxy A07 / 8 Go / 64 Go / Violet Avec Chargeur secteur et câble,Samsung,SM-A07TA-4-64G-PR,379.000,8.0,64,5000.0,6.7,50.0,8.0,4G,Android 15,Octa Core,Violet Avec Chargeur secteur et câble,1 an,Oui,"Samsung Galaxy A07 / 8 Go / 64 Go / Violet Avec Chargeur secteur et câble [SM-A07TA-4-64G-PR] Ecran 6.7"" PLS LCD HD+ - Résolution : 720 x 1600 pixels - Taux de Rafraichissement : 90 Hz - Processeur Mediatek Helio G99 (6 nm), Octa Core, 2.2GHz, 2GHz - RAM 8 Go (4Go + 4Go Extensible) - Mémoire 64 Go - Appareils Photo : principale : 50MP F1.8 + 2MP F2.4 avec Auto Focus | frontale : 8MP F2.0 - Système d'exploitation : Android 15 - 4G - Wifi - Bluetooth 5.3 - Batterie 5000 mAh - Lecteur d'empreintes ",https://www.tunisianet.com.tn/smartphone-tunisie/90537-samsung-galaxy-a07-8-go-64-go-violet-avec-chargeur-secteur-et-cable-.html
Samsung Galaxy A07 / 8 Go / 64 Go / Vert Avec Chargeur secteur et câble,Samsung,SM-A07TA-4-64G-VR,379.000,8.0,64,5000.0,6.7,50.0,8.0,4G,Android 15,Octa Core,Vert Avec Chargeur secteur et câble,1 an,Oui,"Samsung Galaxy A07 / 8 Go / 64 Go / Vert Avec Chargeur secteur et câble [SM-A07TA-4-64G-VR] Ecran 6.7"" PLS LCD HD+ - Résolution : 720 x 1600 pixels - Taux de Rafraichissement : 90 Hz - Processeur Mediatek Helio G99 (6 nm), Octa Core, 2.2GHz, 2GHz - RAM 8 Go (4Go + 4Go Extensible) - Mémoire 64 Go - Appareils Photo : principale : 50MP F1.8 + 2MP F2.4 avec Auto Focus | frontale : 8MP F2.0 - Système d'exploitation : Android 15 - 4G - Wifi - Bluetooth 5.3 - Batterie 5000 mAh - Lecteur d'empreintes di",https://www.tunisianet.com.tn/smartphone-tunisie/90538-samsung-galaxy-a07-8-go-64-go-vert-avec-chargeur-secteur-et-cable.html
Smartphone TECNO Spark 40C  8/128 Go / GRIS,TECNO,TECNO-SPARK40C-8-128G-GR,389.000,16.0,128,6000.0,6.67,13.0,8.0,4G,Android 15,Octa Core,GRIS,1 an,Oui,"Smartphone TECNO Spark 40C  8/128 Go / GRIS [TECNO-SPARK40C-8-128G-GR] Double SIM - Écran LCD IPS 6.67"", (720 x 1600 px), 120 Hz - Processeur Mediatek Helio G81 (12 nm) Octa-core - RAM 16 Go (+ 8 Go étendus) - Stockage 128 Go - Système opérateur : Android 15 - Réseau 4G - Caméra Avant : 8 MP, double flash avant - Caméra Arrière : 13 MP, double flash arrière - Indice de protection IP64 - Capteur d'empreintes digitales latéral - Télécommande infrarouge - Connectivité : Bluetooth, WIFI - Capacité d",https://www.tunisianet.com.tn/smartphone-tunisie/88716-smartphone-tecno-spark-40c-8128-go-gris.html
Smartphone TECNO Spark 40C  8/128 Go / BLANC,TECNO,TECNO-SPARK40C-8-128G-WH,389.000,16.0,128,6000.0,6.67,13.0,8.0,4G,Android 15,Octa Core,BLANC,1 an,Oui,"Smartphone TECNO Spark 40C  8/128 Go / BLANC [TECNO-SPARK40C-8-128G-WH] Double SIM - Écran LCD IPS 6.67"", (720 x 1600 px), 120 Hz - Processeur Mediatek Helio G81 (12 nm) Octa-core - RAM 16 Go (+ 8 Go étendus) - Stockage 128 Go - Système opérateur : Android 15 - Réseau 4G - Caméra Avant : 8 MP, double flash avant - Caméra Arrière : 13 MP, double flash arrière - Indice de protection IP64 - Capteur d'empreintes digitales latéral - Télécommande infrarouge - Connectivité : Bluetooth, WIFI - Capacité ",https://www.tunisianet.com.tn/smartphone-tunisie/88717-smartphone-tecno-spark-40c-8128-go-blanc.html
Smartphone Tecno SPARK 30C 4G / 6 Go / 128 Go / Noir + Ecouteurs sans fil  TECNO BUDS 3 Offerts,TECNO,TECNO-SPARK30C-BK,389.000,6.0,128,5000.0,6.67,50.0,8.0,4G,Android 14,Octa Core,Noir,1 an,Oui,"Smartphone Tecno SPARK 30C 4G / 6 Go / 128 Go / Noir + Ecouteurs sans fil  TECNO BUDS 3 Offerts [TECNO-SPARK30C-BK] Double SIM - Écran Hole Screen 6.67'"", (720 x 1600 px), 120 Hz - Processeur Mediatek Helio G81 Octa-core - RAM 6 Go (+ 6 Go étendus) - Stockage 128 Go - Système opérateur: Android 14 - Réseau 4G - Caméra Avant: 8 MP, double flash avant - Caméra Arrière: 50 MP, double flash arrière - Indice de protection IP54 - Capteur d'empreintes digitales latéral - Télécommande infrarouge - Capac",https://www.tunisianet.com.tn/smartphone-tunisie/79277-smartphone-tecno-spark-30c-4g-6-go-128-go-noir-ecouteurs-sans-fil-tecno-buds-3-offerts-.html
Smartphone Tecno SPARK 30C 4G / 6 Go / 128 Go / Blanc + Ecouteurs sans fil  TECNO BUDS 3 Offerts,TECNO,TECNO-SPARK30C-WH,389.000,6.0,128,5000.0,6.67,50.0,8.0,4G,Android 14,Octa Core,Blanc,1 an,Oui,"Smartphone Tecno SPARK 30C 4G / 6 Go / 128 Go / Blanc + Ecouteurs sans fil  TECNO BUDS 3 Offerts [TECNO-SPARK30C-WH] Double SIM - Écran Hole Screen 6.67"", (720 x 1600 px), 120 Hz - Processeur Mediatek Helio G81 Octa-core - RAM 6 Go (+ 6 Go étendus) - Stockage 128 Go - Système opérateur: Android 14 - Réseau 4G - Caméra Avant: 8 MP, double flash avant - Caméra Arrière: 50 MP, double flash arrière - Indice de protection IP54 - Capteur d'empreintes digitales latéral - Télécommande infrarouge - Capac",https://www.tunisianet.com.tn/smartphone-tunisie/79278-smartphone-tecno-spark-30c-4g-6-go-128-go-blanc.html
Smartphone Realme C51 / 4 Go / 128 Go / Vert,realme,REALME-C51-VR,389.000,4.0,128,5000.0,6.74,0.0,5.0,4G,Android 13,Octa Core,Vert,1 an,Oui,"-150,000 DT -150,000 DT Smartphone Realme C51 / 4 Go / 128 Go / Vert [REALME-C51-VR] Double SIM - Écran 6.74"" IPS LCD 90 Hz - Résolution : 720 x 160 - Processeur: Unisoc Tiger T612 Octa-core (2x1,8 GHz Cortex-A75 et 6x1,8 GHz Cortex-A55) - Systéme d'exploitation: Android 13, Realme UI - Mémoire RAM: 4Go - Stockage: 128Go - Appareil Photo Arriére: 50.0 MP et Frontale 5.0MP - Connectivité: Wifi, 4G et Bluetooth 5.0 - Batterie : 5000 mAh - Charge rapide 33W - Empreinte digitale - Couleur Vert - Gar",https://www.tunisianet.com.tn/smartphone-tunisie/69530-smartphone-realme-c51-4-go-128-go-vert.html
Smartphone TECNO Spark 40C  8/128 Go / BLACK,TECNO,TECNO-SPARK40C-8-128G-BK,389.000,16.0,128,6000.0,6.67,13.0,8.0,4G,Android 15,Octa Core,BLACK,1 an,Oui,"Smartphone TECNO Spark 40C  8/128 Go / BLACK [TECNO-SPARK40C-8-128G-BK] Double SIM - Écran LCD IPS 6.67"", (720 x 1600 px), 120 Hz - Processeur Mediatek Helio G81 (12 nm) Octa-core - RAM 16 Go (+ 8 Go étendus) - Stockage 128 Go - Système opérateur : Android 15 - Réseau 4G - Caméra Avant : 8 MP, double flash avant - Caméra Arrière : 13 MP, double flash arrière - Indice de protection IP64 - Capteur d'empreintes digitales latéral - Télécommande infrarouge - Connectivité : Bluetooth, WIFI - Capacité ",https://www.tunisianet.com.tn/smartphone-tunisie/88713-smartphone-tecno-spark-40c-8128-go-black.html
Smartphone TECNO Spark 40C  8/128 Go / BLEU,TECNO,TECNO-SPARK40C-8-128G-BL,389.000,16.0,128,6000.0,6.67,13.0,8.0,4G,Android 15,Octa Core,BLEU,1 an,Oui,"Smartphone TECNO Spark 40C  8/128 Go / BLEU [TECNO-SPARK40C-8-128G-BL] Double SIM - Écran LCD IPS 6.67"", (720 x 1600 px), 120 Hz - Processeur Mediatek Helio G81 (12 nm) Octa-core - RAM 16 Go (+ 8 Go étendus) - Stockage 128 Go - Système opérateur : Android 15 - Réseau 4G - Caméra Avant : 8 MP, double flash avant - Caméra Arrière : 13 MP, double flash arrière - Indice de protection IP64 - Capteur d'empreintes digitales latéral - Télécommande infrarouge - Connectivité : Bluetooth, WIFI - Capacité d",https://www.tunisianet.com.tn/smartphone-tunisie/88715-smartphone-tecno-spark-40c-8128-go-bleu.html
